"submit.date","submit.time","trial.num","gazeLength","interval","numPic","browser","comments","condition","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","day.and.time","intervalNum","trials","trial_category","include","first.trial","numPicN","block","subid","final_faceIdx","include_good_rt","condition_trial","correct","mean_acc_exp","correct_exposure","rt_exposure"
"Dec 05 2014","22:03:51",13,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",4,"Same",1,"Novel32",2,"Novel32",2,3752,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"first",20,-1,"include","no-social",NA,1,NA,3752
"Dec 05 2014","22:03:51",14,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",4,"Same",1,"Novel32",2,"Novel32",2,2357,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"first",20,-1,"include","no-social",TRUE,1,NA,3752
"Dec 05 2014","22:03:51",15,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",5,"Switch",1,"Novel116",3,"Novel67",2,2409,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"first",20,-1,"include","no-social",NA,1,NA,2409
"Dec 05 2014","22:03:51",16,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",5,"Switch",1,"Novel120",3,"Novel67",2,3941,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"first",20,-1,"include","no-social",FALSE,1,NA,2409
"Dec 05 2014","22:03:51",17,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",6,"Same",0,"Novel95",3,"Novel95",3,3635,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"first",20,-1,"include","no-social",NA,1,NA,3635
"Dec 05 2014","22:03:51",18,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",6,"Same",0,"Novel95",0,"Novel95",3,1687,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"first",20,-1,"include","no-social",TRUE,1,NA,3635
"Dec 05 2014","22:03:51",19,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",7,"Switch",1,"Novel41",1,"Novel19",3,3482,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"first",20,-1,"include","no-social",NA,1,NA,3482
"Dec 05 2014","22:03:51",20,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",7,"Switch",1,"Novel19",3,"Novel19",3,1918,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"first",20,-1,"include","no-social",TRUE,1,NA,3482
"Dec 05 2014","22:03:51",21,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",8,"Same",0,"Novel73",0,"Novel73",0,2553,"up-left-4sec",1,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"second",20,0,"include","social",TRUE,1,TRUE,2553
"Dec 05 2014","22:03:51",22,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",8,"Same",0,"Novel73",1,"Novel73",0,2325,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"second",20,-1,"include","social",TRUE,1,TRUE,2553
"Dec 05 2014","22:03:51",23,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",9,"Switch",0,"Novel13",1,"Novel12",2,3294,"up-right-4sec",3,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"second",20,1,"include","social",TRUE,1,TRUE,3294
"Dec 05 2014","22:03:51",24,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",9,"Switch",0,"Novel126",1,"Novel12",2,8478,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"second",20,-1,"include","social",FALSE,1,TRUE,3294
"Dec 05 2014","22:03:51",25,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",10,"Same",1,"Novel75",0,"Novel75",0,5065,"up-left-4sec",1,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"second",20,0,"include","social",TRUE,1,TRUE,5065
"Dec 05 2014","22:03:51",26,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",10,"Same",1,"Novel75",0,"Novel75",0,1981,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"second",20,-1,"include","social",TRUE,1,TRUE,5065
"Dec 05 2014","22:03:51",27,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",11,"Switch",0,"Novel104",1,"Novel68",2,3188,"up-right-4sec",3,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"second",20,1,"include","social",TRUE,1,TRUE,3188
"Dec 05 2014","22:03:51",28,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",11,"Switch",0,"Novel4",2,"Novel68",2,2830,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"second",20,-1,"include","social",FALSE,1,TRUE,3188
"Dec 05 2014","22:03:51",29,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",12,"Same",1,"Novel100",1,"Novel100",1,1756,"up-right-4sec",3,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"second",20,1,"include","social",TRUE,1,TRUE,1756
"Dec 05 2014","22:03:51",30,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",12,"Same",1,"Novel100",1,"Novel100",1,1532,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"second",20,-1,"include","social",TRUE,1,TRUE,1756
"Dec 05 2014","22:03:51",31,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",13,"Switch",1,"Novel127",3,"Novel85",0,3783,"down-right-4sec",2,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"second",20,3,"include","social",TRUE,1,TRUE,3783
"Dec 05 2014","22:03:51",32,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",13,"Switch",1,"Novel63",1,"Novel85",0,2318,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"second",20,-1,"include","social",FALSE,1,TRUE,3783
"Dec 05 2014","22:03:51",33,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",14,"Same",0,"Novel136",1,"Novel136",1,3129,"up-right-4sec",3,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"second",20,1,"include","social",TRUE,1,TRUE,3129
"Dec 05 2014","22:03:51",34,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",14,"Same",0,"Novel136",0,"Novel136",1,1938,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"second",20,-1,"include","social",TRUE,1,TRUE,3129
"Dec 05 2014","22:03:51",35,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",15,"Switch",1,"Novel18",2,"Novel33",3,2973,"down-left-4sec",0,"(Dec 05 2014 22:03:51)",0,36,"exposure",TRUE,FALSE,4,"second",20,2,"include","social",TRUE,1,TRUE,2973
"Dec 05 2014","22:03:51",36,"Live","Zero",4,"Chrome","          No comments, everything worked fine.","No-socialFirst",15,"Switch",1,"Novel61",2,"Novel33",3,2627,"straight-ahead",-1,"(Dec 05 2014 22:03:51)",0,36,"test",TRUE,FALSE,4,"second",20,-1,"include","social",FALSE,1,TRUE,2973
"Jan 08 2015","18:30:34",1,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"squirrel",0,"",0,2241,"up-left-4sec",0,"(Jan 08 2015 18:30:34)",3,36,"example",TRUE,FALSE,4,"first",21,2,"include","no-social",FALSE,0.5,NA,3693
"Jan 08 2015","18:30:34",2,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"squirrel",0,"",0,1608,"up-left-4sec",0,"(Jan 08 2015 18:30:34)",3,36,"example",TRUE,FALSE,4,"first",21,2,"include","no-social",FALSE,0.5,NA,3693
"Jan 08 2015","18:30:34",3,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"tomato",1,"",0,1545,"up-right-4sec",0,"(Jan 08 2015 18:30:34)",3,36,"example",TRUE,FALSE,4,"first",21,2,"include","no-social",FALSE,0.5,NA,3693
"Jan 08 2015","18:30:34",4,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"tomato",2,"",0,1608,"down-left-4sec",0,"(Jan 08 2015 18:30:34)",3,36,"example",TRUE,FALSE,4,"first",21,2,"include","no-social",TRUE,0.5,NA,3693
"Jan 08 2015","18:30:34",5,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"Novel50",3,"Novel50",3,3693,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"first",21,-1,"include","no-social",NA,0.5,NA,3693
"Jan 08 2015","18:30:34",6,"Live","Three",4,"Safari","          ","No-socialFirst",1,"Switch",0,"Novel24",0,"Novel17",2,1562,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"first",21,-1,"include","no-social",NA,0.5,NA,1562
"Jan 08 2015","18:30:34",7,"Live","Three",4,"Safari","          ","No-socialFirst",2,"Same",1,"Novel52",2,"Novel52",2,2106,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"first",21,-1,"include","no-social",NA,0.5,NA,2106
"Jan 08 2015","18:30:34",8,"Live","Three",4,"Safari","          ","No-socialFirst",3,"Switch",1,"Novel8",1,"Novel64",3,1920,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"first",21,-1,"include","no-social",NA,0.5,NA,1920
"Jan 08 2015","18:30:34",9,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"Novel50",3,"Novel50",3,859,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,TRUE,4,"first",21,-1,"include","no-social",TRUE,0.5,NA,3693
"Jan 08 2015","18:30:34",10,"Live","Three",4,"Safari","          ","No-socialFirst",1,"Switch",0,"Novel17",3,"Novel17",2,1173,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"first",21,-1,"include","no-social",TRUE,0.5,NA,1562
"Jan 08 2015","18:30:34",11,"Live","Three",4,"Safari","          ","No-socialFirst",2,"Same",1,"Novel52",2,"Novel52",2,234,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"first",21,-1,"exclude","no-social",TRUE,0.5,NA,2106
"Jan 08 2015","18:30:34",12,"Live","Three",4,"Safari","          ","No-socialFirst",3,"Switch",1,"Novel64",3,"Novel64",3,735,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"first",21,-1,"include","no-social",TRUE,0.5,NA,1920
"Jan 08 2015","18:30:34",13,"Live","Three",4,"Safari","          ","No-socialFirst",4,"Same",0,"Novel102",0,"Novel102",0,999,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"first",21,-1,"include","no-social",NA,0.5,NA,999
"Jan 08 2015","18:30:34",14,"Live","Three",4,"Safari","          ","No-socialFirst",5,"Switch",0,"Novel45",3,"Novel119",2,1764,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"first",21,-1,"include","no-social",NA,0.5,NA,1764
"Jan 08 2015","18:30:34",15,"Live","Three",4,"Safari","          ","No-socialFirst",6,"Same",0,"Novel1",3,"Novel1",3,1906,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"first",21,-1,"include","no-social",NA,0.5,NA,1906
"Jan 08 2015","18:30:34",16,"Live","Three",4,"Safari","          ","No-socialFirst",7,"Switch",1,"Novel126",2,"Novel135",0,1607,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"first",21,-1,"include","no-social",NA,0.5,NA,1607
"Jan 08 2015","18:30:34",17,"Live","Three",4,"Safari","          ","No-socialFirst",4,"Same",0,"Novel102",3,"Novel102",0,444,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"first",21,-1,"include","no-social",TRUE,0.5,NA,999
"Jan 08 2015","18:30:34",18,"Live","Three",4,"Safari","          ","No-socialFirst",5,"Switch",0,"Novel63",2,"Novel119",2,1037,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"first",21,-1,"include","no-social",FALSE,0.5,NA,1764
"Jan 08 2015","18:30:34",19,"Live","Three",4,"Safari","          ","No-socialFirst",6,"Same",0,"Novel1",0,"Novel1",3,379,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"first",21,-1,"exclude","no-social",TRUE,0.5,NA,1906
"Jan 08 2015","18:30:34",20,"Live","Three",4,"Safari","          ","No-socialFirst",7,"Switch",1,"Novel55",3,"Novel135",0,2286,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"first",21,-1,"include","no-social",FALSE,0.5,NA,1607
"Jan 08 2015","18:30:34",21,"Live","Three",4,"Safari","          ","No-socialFirst",8,"Same",1,"Novel93",0,"Novel93",0,4141,"down-right-4sec",2,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"second",21,3,"include","social",FALSE,0.5,FALSE,4141
"Jan 08 2015","18:30:34",22,"Live","Three",4,"Safari","          ","No-socialFirst",9,"Switch",0,"Novel56",0,"Novel117",3,1965,"up-left-4sec",1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"second",21,0,"include","social",TRUE,0.5,TRUE,1965
"Jan 08 2015","18:30:34",23,"Live","Three",4,"Safari","          ","No-socialFirst",10,"Same",1,"Novel28",2,"Novel28",2,592,"up-left-4sec",1,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"second",21,0,"include","social",FALSE,0.5,FALSE,592
"Jan 08 2015","18:30:34",24,"Live","Three",4,"Safari","          ","No-socialFirst",11,"Switch",1,"Novel109",2,"Novel10",0,2048,"up-right-4sec",3,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"second",21,1,"include","social",FALSE,0.5,FALSE,2048
"Jan 08 2015","18:30:34",25,"Live","Three",4,"Safari","          ","No-socialFirst",8,"Same",1,"Novel93",0,"Novel93",0,614,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"second",21,-1,"include","social",TRUE,0.5,FALSE,4141
"Jan 08 2015","18:30:34",26,"Live","Three",4,"Safari","          ","No-socialFirst",9,"Switch",0,"Novel117",0,"Novel117",3,461,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"second",21,-1,"include","social",TRUE,0.5,TRUE,1965
"Jan 08 2015","18:30:34",27,"Live","Three",4,"Safari","          ","No-socialFirst",10,"Same",1,"Novel29",1,"Novel28",2,224,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"second",21,-1,"exclude","social",FALSE,0.5,FALSE,592
"Jan 08 2015","18:30:34",28,"Live","Three",4,"Safari","          ","No-socialFirst",11,"Switch",1,"Novel10",0,"Novel10",0,174,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"second",21,-1,"exclude","social",TRUE,0.5,FALSE,2048
"Jan 08 2015","18:30:34",29,"Live","Three",4,"Safari","          ","No-socialFirst",12,"Same",0,"Novel48",1,"Novel48",1,1825,"up-right-4sec",3,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"second",21,1,"include","social",TRUE,0.5,TRUE,1825
"Jan 08 2015","18:30:34",30,"Live","Three",4,"Safari","          ","No-socialFirst",13,"Switch",0,"Novel3",1,"Novel87",2,2043,"down-left-4sec",0,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"second",21,2,"include","social",FALSE,0.5,FALSE,2043
"Jan 08 2015","18:30:34",31,"Live","Three",4,"Safari","          ","No-socialFirst",14,"Same",0,"Novel22",1,"Novel22",1,3011,"up-right-4sec",3,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"second",21,1,"include","social",TRUE,0.5,TRUE,3011
"Jan 08 2015","18:30:34",32,"Live","Three",4,"Safari","          ","No-socialFirst",15,"Switch",1,"Novel70",2,"Novel123",1,3207,"down-left-4sec",0,"(Jan 08 2015 18:30:34)",3,36,"exposure",TRUE,FALSE,4,"second",21,2,"include","social",TRUE,0.5,TRUE,3207
"Jan 08 2015","18:30:34",33,"Live","Three",4,"Safari","          ","No-socialFirst",12,"Same",0,"Novel48",3,"Novel48",1,1632,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"second",21,-1,"include","social",TRUE,0.5,TRUE,1825
"Jan 08 2015","18:30:34",34,"Live","Three",4,"Safari","          ","No-socialFirst",13,"Switch",0,"Novel87",0,"Novel87",2,1012,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"second",21,-1,"include","social",TRUE,0.5,FALSE,2043
"Jan 08 2015","18:30:34",35,"Live","Three",4,"Safari","          ","No-socialFirst",14,"Same",0,"Novel22",3,"Novel22",1,141,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"second",21,-1,"exclude","social",TRUE,0.5,TRUE,3011
"Jan 08 2015","18:30:34",36,"Live","Three",4,"Safari","          ","No-socialFirst",15,"Switch",1,"Novel123",1,"Novel123",1,132,"straight-ahead",-1,"(Jan 08 2015 18:30:34)",3,36,"test",TRUE,FALSE,4,"second",21,-1,"exclude","social",TRUE,0.5,TRUE,3207
"Jan 09 2015","02:05:14",1,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",0,"Switch",0,"squirrel",0,"",0,2197,"up-left-4sec",0,"(Jan 09 2015 02:05:14)",3,36,"example",TRUE,FALSE,4,"first",22,2,"include","social",FALSE,1,TRUE,3810
"Jan 09 2015","02:05:14",2,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",0,"Switch",0,"squirrel",0,"",0,1443,"up-left-4sec",0,"(Jan 09 2015 02:05:14)",3,36,"example",TRUE,FALSE,4,"first",22,2,"include","social",FALSE,1,TRUE,3810
"Jan 09 2015","02:05:14",3,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",0,"Switch",0,"tomato",1,"",0,920,"up-right-4sec",0,"(Jan 09 2015 02:05:14)",3,36,"example",TRUE,FALSE,4,"first",22,2,"include","social",FALSE,1,TRUE,3810
"Jan 09 2015","02:05:14",4,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",0,"Switch",0,"tomato",2,"",0,876,"down-left-4sec",0,"(Jan 09 2015 02:05:14)",3,36,"example",TRUE,FALSE,4,"first",22,2,"include","social",TRUE,1,TRUE,3810
"Jan 09 2015","02:05:14",5,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",0,"Switch",0,"Novel102",2,"Novel96",3,3810,"down-left-4sec",0,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"first",22,2,"include","social",TRUE,1,TRUE,3810
"Jan 09 2015","02:05:14",6,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",1,"Same",1,"Novel47",2,"Novel47",2,2978,"down-left-4sec",0,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"first",22,2,"include","social",TRUE,1,TRUE,2978
"Jan 09 2015","02:05:14",7,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",2,"Switch",1,"Novel36",1,"Novel21",2,1050,"up-right-4sec",3,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"first",22,1,"include","social",TRUE,1,TRUE,1050
"Jan 09 2015","02:05:14",8,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",3,"Same",0,"Novel1",1,"Novel1",1,664,"up-right-4sec",3,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"first",22,1,"include","social",TRUE,1,TRUE,664
"Jan 09 2015","02:05:14",9,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",0,"Switch",0,"Novel96",0,"Novel96",3,3307,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,TRUE,4,"first",22,-1,"include","social",TRUE,1,TRUE,3810
"Jan 09 2015","02:05:14",10,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",1,"Same",1,"Novel47",2,"Novel47",2,3183,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"first",22,-1,"include","social",TRUE,1,TRUE,2978
"Jan 09 2015","02:05:14",11,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",2,"Switch",1,"Novel99",1,"Novel21",2,2247,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"first",22,-1,"include","social",FALSE,1,TRUE,1050
"Jan 09 2015","02:05:14",12,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",3,"Same",0,"Novel1",3,"Novel1",1,1630,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"first",22,-1,"include","social",TRUE,1,TRUE,664
"Jan 09 2015","02:05:14",13,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",4,"Switch",0,"Novel130",1,"Novel7",3,1012,"up-right-4sec",3,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"first",22,1,"include","social",TRUE,1,TRUE,1012
"Jan 09 2015","02:05:14",14,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",5,"Same",1,"Novel71",0,"Novel71",0,2531,"up-left-4sec",1,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"first",22,0,"include","social",TRUE,1,TRUE,2531
"Jan 09 2015","02:05:14",15,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",6,"Switch",1,"Novel64",3,"Novel80",0,1779,"down-right-4sec",2,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"first",22,3,"include","social",TRUE,1,TRUE,1779
"Jan 09 2015","02:05:14",16,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",7,"Same",0,"Novel65",3,"Novel65",3,1146,"down-right-4sec",2,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"first",22,3,"include","social",TRUE,1,TRUE,1146
"Jan 09 2015","02:05:14",17,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",4,"Switch",0,"Novel7",1,"Novel7",3,2695,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"first",22,-1,"include","social",TRUE,1,TRUE,1012
"Jan 09 2015","02:05:14",18,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",5,"Same",1,"Novel71",0,"Novel71",0,1029,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"first",22,-1,"include","social",TRUE,1,TRUE,2531
"Jan 09 2015","02:05:14",19,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",6,"Switch",1,"Novel75",3,"Novel80",0,2300,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"first",22,-1,"include","social",FALSE,1,TRUE,1779
"Jan 09 2015","02:05:14",20,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",7,"Same",0,"Novel65",0,"Novel65",3,1467,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"first",22,-1,"include","social",TRUE,1,TRUE,1146
"Jan 09 2015","02:05:14",21,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",8,"Switch",0,"Novel115",0,"Novel124",3,3541,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"second",22,-1,"include","no-social",NA,1,NA,3541
"Jan 09 2015","02:05:14",22,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",9,"Same",1,"Novel116",1,"Novel116",1,2763,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"second",22,-1,"include","no-social",NA,1,NA,2763
"Jan 09 2015","02:05:14",23,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",10,"Switch",1,"Novel120",1,"Novel110",0,2232,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"second",22,-1,"include","no-social",NA,1,NA,2232
"Jan 09 2015","02:05:14",24,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",11,"Same",0,"Novel126",3,"Novel126",3,1528,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"exposure",TRUE,FALSE,4,"second",22,-1,"include","no-social",NA,1,NA,1528
"Jan 09 2015","02:05:14",25,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",8,"Switch",0,"Novel124",1,"Novel124",3,3724,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"second",22,-1,"include","no-social",TRUE,1,NA,3541
"Jan 09 2015","02:05:14",26,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",9,"Same",1,"Novel70",3,"Novel116",1,1782,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"second",22,-1,"include","no-social",FALSE,1,NA,2763
"Jan 09 2015","02:05:14",27,"Live","Three",4,"Chrome","          It works fine, but it's creepy as heck. And thus kind of cool.","SocialFirst",10,"Switch",1,"Novel27",2,"Novel110",0,2415,"straight-ahead",-1,"(Jan 09 2015 02:05:14)",3,36,"test",TRUE,FALSE,4,"second",22,-1,"include","no-social",FALSE,1,NA,2232
