"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","numPic","interval","test","day.and.time","correct","include","first.trial","numPicN","intervalN"
"3143","A29YHSLTQ9OWIM","Aug 11 2013","20:59:03",19,6,"Same",1,"Novel74",1,"Novel74",1,2588,"4","7",1,(Aug 11 2013 20:59:03),TRUE,TRUE,FALSE,4,7
"3144","A29YHSLTQ9OWIM","Aug 11 2013","20:59:03",20,7,"Switch",0,"Novel91",3,"Novel91",1,4362,"4","7",1,(Aug 11 2013 20:59:03),TRUE,TRUE,FALSE,4,7
"3145","A2A1Y2EKAI03T5","Aug 11 2013","19:20:08",7,0,"Switch",0,"Novel72",2,"Novel25",0,2899,"3","1",1,(Aug 11 2013 19:20:08),FALSE,TRUE,TRUE,3,1
"3146","A2A1Y2EKAI03T5","Aug 11 2013","19:20:08",8,1,"Same",0,"Novel31",1,"Novel31",0,1941,"3","1",1,(Aug 11 2013 19:20:08),TRUE,TRUE,FALSE,3,1
"3147","A2A1Y2EKAI03T5","Aug 11 2013","19:20:08",11,2,"Switch",1,"Novel14",2,"Novel14",2,2456,"3","1",1,(Aug 11 2013 19:20:08),TRUE,TRUE,FALSE,3,1
"3148","A2A1Y2EKAI03T5","Aug 11 2013","19:20:08",12,3,"Same",0,"Novel9",2,"Novel9",1,2516,"3","1",1,(Aug 11 2013 19:20:08),TRUE,TRUE,FALSE,3,1
"3149","A2A1Y2EKAI03T5","Aug 11 2013","19:20:08",15,4,"Switch",0,"Novel6",0,"Novel123",2,605,"3","1",1,(Aug 11 2013 19:20:08),FALSE,TRUE,FALSE,3,1
"3150","A2A1Y2EKAI03T5","Aug 11 2013","19:20:08",16,5,"Same",1,"Novel117",2,"Novel47",0,2006,"3","1",1,(Aug 11 2013 19:20:08),FALSE,TRUE,FALSE,3,1
"3151","A2A1Y2EKAI03T5","Aug 11 2013","19:20:08",19,6,"Switch",1,"Novel65",2,"Novel65",2,2042,"3","1",1,(Aug 11 2013 19:20:08),TRUE,TRUE,FALSE,3,1
"3152","A2A1Y2EKAI03T5","Aug 11 2013","19:20:08",20,7,"Same",1,"Novel53",0,"Novel52",1,1377,"3","1",1,(Aug 11 2013 19:20:08),FALSE,TRUE,FALSE,3,1
"3153","A2A40D950QGXHK","Aug 11 2013","12:02:34",7,0,"Switch",1,"Novel6",0,"Novel6",0,1332,"2","1",1,(Aug 11 2013 12:02:34),TRUE,TRUE,TRUE,2,1
"3154","A2A40D950QGXHK","Aug 11 2013","12:02:34",8,1,"Same",1,"Novel131",0,"Novel131",0,1475,"2","1",1,(Aug 11 2013 12:02:34),TRUE,TRUE,FALSE,2,1
"3155","A2A40D950QGXHK","Aug 11 2013","12:02:34",11,2,"Switch",1,"Novel8",0,"Novel8",0,1519,"2","1",1,(Aug 11 2013 12:02:34),TRUE,TRUE,FALSE,2,1
"3156","A2A40D950QGXHK","Aug 11 2013","12:02:34",12,3,"Same",0,"Novel84",1,"Novel84",0,1661,"2","1",1,(Aug 11 2013 12:02:34),TRUE,TRUE,FALSE,2,1
"3157","A2A40D950QGXHK","Aug 11 2013","12:02:34",15,4,"Switch",0,"Novel116",0,"Novel116",1,1380,"2","1",1,(Aug 11 2013 12:02:34),TRUE,TRUE,FALSE,2,1
"3158","A2A40D950QGXHK","Aug 11 2013","12:02:34",16,5,"Same",1,"Novel73",1,"Novel73",1,1391,"2","1",1,(Aug 11 2013 12:02:34),TRUE,TRUE,FALSE,2,1
"3159","A2A40D950QGXHK","Aug 11 2013","12:02:34",19,6,"Switch",0,"Novel39",1,"Novel39",0,1440,"2","1",1,(Aug 11 2013 12:02:34),TRUE,TRUE,FALSE,2,1
"3160","A2A40D950QGXHK","Aug 11 2013","12:02:34",20,7,"Same",0,"Novel97",1,"Novel97",0,1256,"2","1",1,(Aug 11 2013 12:02:34),TRUE,TRUE,FALSE,2,1
"3161","A2A5G6I76118O0","Aug 11 2013","14:50:45",7,0,"Switch",0,"Novel27",2,"Novel40",2,5187,"8","1",1,(Aug 11 2013 14:50:45),FALSE,TRUE,TRUE,8,1
"3162","A2A5G6I76118O0","Aug 11 2013","14:50:45",8,1,"Same",1,"Novel89",4,"Novel116",2,5843,"8","1",1,(Aug 11 2013 14:50:45),FALSE,TRUE,FALSE,8,1
"3163","A2A5G6I76118O0","Aug 11 2013","14:50:45",11,2,"Switch",0,"Novel77",0,"Novel81",2,5826,"8","1",1,(Aug 11 2013 14:50:45),FALSE,TRUE,FALSE,8,1
"3164","A2A5G6I76118O0","Aug 11 2013","14:50:45",12,3,"Same",0,"Novel69",7,"Novel3",6,5265,"8","1",1,(Aug 11 2013 14:50:45),FALSE,TRUE,FALSE,8,1
"3165","A2A5G6I76118O0","Aug 11 2013","14:50:45",15,4,"Switch",1,"Novel139",5,"Novel140",1,5303,"8","1",1,(Aug 11 2013 14:50:45),FALSE,TRUE,FALSE,8,1
"3166","A2A5G6I76118O0","Aug 11 2013","14:50:45",16,5,"Same",1,"Novel80",3,"Novel80",3,2161,"8","1",1,(Aug 11 2013 14:50:45),TRUE,TRUE,FALSE,8,1
"3167","A2A5G6I76118O0","Aug 11 2013","14:50:45",19,6,"Switch",1,"Novel88",7,"Novel24",4,4383,"8","1",1,(Aug 11 2013 14:50:45),FALSE,TRUE,FALSE,8,1
"3168","A2A5G6I76118O0","Aug 11 2013","14:50:45",20,7,"Same",0,"Novel12",7,"Novel12",5,2574,"8","1",1,(Aug 11 2013 14:50:45),TRUE,TRUE,FALSE,8,1
"3169","A2A8DHZA5944VL","Aug 12 2013","10:19:07",6,0,"Same",0,"Novel110",4,"Novel110",2,2483,"8","0",1,(Aug 12 2013 10:19:07),TRUE,TRUE,TRUE,8,0
"3170","A2A8DHZA5944VL","Aug 12 2013","10:19:07",8,1,"Switch",0,"Novel136",4,"Novel19",3,3576,"8","0",1,(Aug 12 2013 10:19:07),FALSE,TRUE,FALSE,8,0
"3171","A2A8DHZA5944VL","Aug 12 2013","10:19:07",10,2,"Same",1,"Novel104",2,"Novel104",2,833,"8","0",1,(Aug 12 2013 10:19:07),TRUE,TRUE,FALSE,8,0
"3172","A2A8DHZA5944VL","Aug 12 2013","10:19:07",12,3,"Switch",0,"Novel24",1,"Novel125",3,3120,"8","0",1,(Aug 12 2013 10:19:07),FALSE,TRUE,FALSE,8,0
"3173","A2A8DHZA5944VL","Aug 12 2013","10:19:07",14,4,"Same",0,"Novel106",6,"Novel106",7,1594,"8","0",1,(Aug 12 2013 10:19:07),TRUE,TRUE,FALSE,8,0
"3174","A2A8DHZA5944VL","Aug 12 2013","10:19:07",16,5,"Switch",1,"Novel45",1,"Novel45",1,3982,"8","0",1,(Aug 12 2013 10:19:07),TRUE,TRUE,FALSE,8,0
"3175","A2A8DHZA5944VL","Aug 12 2013","10:19:07",18,6,"Same",1,"Novel128",7,"Novel128",7,774,"8","0",1,(Aug 12 2013 10:19:07),TRUE,TRUE,FALSE,8,0
"3176","A2A8DHZA5944VL","Aug 12 2013","10:19:07",20,7,"Switch",1,"Novel56",2,"Novel56",2,4017,"8","0",1,(Aug 12 2013 10:19:07),TRUE,TRUE,FALSE,8,0
"3177","A2ADDMNS8KVPYV","Aug 11 2013","12:11:06",6,0,"Switch",0,"Novel9",0,"Novel9",2,2723,"4","0",1,(Aug 11 2013 12:11:06),TRUE,TRUE,TRUE,4,0
"3178","A2ADDMNS8KVPYV","Aug 11 2013","12:11:06",8,1,"Same",1,"Novel11",2,"Novel11",2,572,"4","0",1,(Aug 11 2013 12:11:06),TRUE,TRUE,FALSE,4,0
"3179","A2ADDMNS8KVPYV","Aug 11 2013","12:11:06",10,2,"Switch",1,"Novel105",1,"Novel105",1,1073,"4","0",1,(Aug 11 2013 12:11:06),TRUE,TRUE,FALSE,4,0
"3180","A2ADDMNS8KVPYV","Aug 11 2013","12:11:06",12,3,"Same",1,"Novel53",2,"Novel53",2,519,"4","0",1,(Aug 11 2013 12:11:06),TRUE,TRUE,FALSE,4,0
"3181","A2ADDMNS8KVPYV","Aug 11 2013","12:11:06",14,4,"Switch",1,"Novel102",3,"Novel102",3,582,"4","0",1,(Aug 11 2013 12:11:06),TRUE,TRUE,FALSE,4,0
"3182","A2ADDMNS8KVPYV","Aug 11 2013","12:11:06",16,5,"Same",0,"Novel41",3,"Novel41",0,892,"4","0",1,(Aug 11 2013 12:11:06),TRUE,TRUE,FALSE,4,0
"3183","A2ADDMNS8KVPYV","Aug 11 2013","12:11:06",18,6,"Switch",0,"Novel101",1,"Novel101",3,1015,"4","0",1,(Aug 11 2013 12:11:06),TRUE,TRUE,FALSE,4,0
"3184","A2ADDMNS8KVPYV","Aug 11 2013","12:11:06",20,7,"Same",0,"Novel124",1,"Novel124",3,914,"4","0",1,(Aug 11 2013 12:11:06),TRUE,TRUE,FALSE,4,0
"3185","A2AFRVAIADHNAD","Aug 11 2013","13:57:57",6,0,"Switch",0,"Novel133",2,"Novel133",1,2752,"4","0",1,(Aug 11 2013 13:57:57),TRUE,TRUE,TRUE,4,0
"3186","A2AFRVAIADHNAD","Aug 11 2013","13:57:57",8,1,"Same",0,"Novel10",0,"Novel10",1,1468,"4","0",1,(Aug 11 2013 13:57:57),TRUE,TRUE,FALSE,4,0
"3187","A2AFRVAIADHNAD","Aug 11 2013","13:57:57",10,2,"Switch",0,"Novel123",2,"Novel56",2,2991,"4","0",1,(Aug 11 2013 13:57:57),FALSE,TRUE,FALSE,4,0
"3188","A2AFRVAIADHNAD","Aug 11 2013","13:57:57",12,3,"Same",1,"Novel108",1,"Novel108",1,1614,"4","0",1,(Aug 11 2013 13:57:57),TRUE,TRUE,FALSE,4,0
"3189","A2AFRVAIADHNAD","Aug 11 2013","13:57:57",14,4,"Switch",1,"Novel80",1,"Novel80",1,1918,"4","0",1,(Aug 11 2013 13:57:57),TRUE,TRUE,FALSE,4,0
"3190","A2AFRVAIADHNAD","Aug 11 2013","13:57:57",16,5,"Same",0,"Novel69",2,"Novel69",1,825,"4","0",1,(Aug 11 2013 13:57:57),TRUE,TRUE,FALSE,4,0
"3191","A2AFRVAIADHNAD","Aug 11 2013","13:57:57",18,6,"Switch",1,"Novel107",1,"Novel107",1,1065,"4","0",1,(Aug 11 2013 13:57:57),TRUE,TRUE,FALSE,4,0
"3192","A2AFRVAIADHNAD","Aug 11 2013","13:57:57",20,7,"Same",1,"Novel29",0,"Novel29",0,881,"4","0",1,(Aug 11 2013 13:57:57),TRUE,TRUE,FALSE,4,0
"3193","A2AHS2MN3M5CVX","Aug 11 2013","19:09:22",9,0,"Same",0,"Novel108",1,"Novel108",0,2655,"2","3",1,(Aug 11 2013 19:09:22),TRUE,TRUE,TRUE,2,3
"3194","A2AHS2MN3M5CVX","Aug 11 2013","19:09:22",10,1,"Switch",0,"Novel24",0,"Novel24",1,7265,"2","3",1,(Aug 11 2013 19:09:22),TRUE,TRUE,FALSE,2,3
"3195","A2AHS2MN3M5CVX","Aug 11 2013","19:09:22",11,2,"Same",1,"Novel98",0,"Novel98",0,1341,"2","3",1,(Aug 11 2013 19:09:22),TRUE,TRUE,FALSE,2,3
"3196","A2AHS2MN3M5CVX","Aug 11 2013","19:09:22",12,3,"Switch",1,"Novel129",1,"Novel72",0,4174,"2","3",1,(Aug 11 2013 19:09:22),FALSE,TRUE,FALSE,2,3
"3197","A2AHS2MN3M5CVX","Aug 11 2013","19:09:22",17,4,"Same",1,"Novel27",1,"Novel27",1,5111,"2","3",1,(Aug 11 2013 19:09:22),TRUE,TRUE,FALSE,2,3
"3198","A2AHS2MN3M5CVX","Aug 11 2013","19:09:22",18,5,"Switch",0,"Novel114",1,"Novel114",0,7191,"2","3",1,(Aug 11 2013 19:09:22),TRUE,TRUE,FALSE,2,3
"3199","A2AHS2MN3M5CVX","Aug 11 2013","19:09:22",19,6,"Same",0,"Novel124",1,"Novel124",0,5376,"2","3",1,(Aug 11 2013 19:09:22),TRUE,TRUE,FALSE,2,3
"3200","A2AHS2MN3M5CVX","Aug 11 2013","19:09:22",20,7,"Switch",1,"Novel2",1,"Novel79",0,4013,"2","3",1,(Aug 11 2013 19:09:22),FALSE,TRUE,FALSE,2,3
"3201","A2AM81Q08U0VHA","Aug 11 2013","17:21:44",13,0,"Switch",0,"Novel12",0,"Novel26",0,2268,"4","7",1,(Aug 11 2013 17:21:44),FALSE,TRUE,TRUE,4,7
"3202","A2AM81Q08U0VHA","Aug 11 2013","17:21:44",14,1,"Same",1,"Novel9",2,"Novel9",2,3336,"4","7",1,(Aug 11 2013 17:21:44),TRUE,TRUE,FALSE,4,7
"3203","A2AM81Q08U0VHA","Aug 11 2013","17:21:44",15,2,"Switch",1,"Novel104",2,"Novel104",2,6196,"4","7",1,(Aug 11 2013 17:21:44),TRUE,TRUE,FALSE,4,7
"3204","A2AM81Q08U0VHA","Aug 11 2013","17:21:44",16,3,"Same",1,"Novel82",1,"Novel82",1,4282,"4","7",1,(Aug 11 2013 17:21:44),TRUE,TRUE,FALSE,4,7
"3205","A2AM81Q08U0VHA","Aug 11 2013","17:21:44",17,4,"Switch",0,"Novel25",0,"Novel100",0,7638,"4","7",1,(Aug 11 2013 17:21:44),FALSE,TRUE,FALSE,4,7
"3206","A2AM81Q08U0VHA","Aug 11 2013","17:21:44",18,5,"Same",0,"Novel52",2,"Novel52",3,1258,"4","7",1,(Aug 11 2013 17:21:44),TRUE,TRUE,FALSE,4,7
"3207","A2AM81Q08U0VHA","Aug 11 2013","17:21:44",19,6,"Switch",1,"Novel21",0,"Novel57",2,8786,"4","7",1,(Aug 11 2013 17:21:44),FALSE,TRUE,FALSE,4,7
"3208","A2AM81Q08U0VHA","Aug 11 2013","17:21:44",20,7,"Same",0,"Novel68",0,"Novel6",2,5127,"4","7",1,(Aug 11 2013 17:21:44),FALSE,TRUE,FALSE,4,7
"3209","A2ARR7N86VLV5F","Aug 11 2013","13:11:09",13,0,"Same",0,"Novel33",0,"Novel33",7,11552,"8","7",1,(Aug 11 2013 13:11:09),TRUE,TRUE,TRUE,8,7
"3210","A2ARR7N86VLV5F","Aug 11 2013","13:11:09",14,1,"Switch",0,"Novel13",4,"Novel54",7,12621,"8","7",1,(Aug 11 2013 13:11:09),FALSE,TRUE,FALSE,8,7
"3211","A2ARR7N86VLV5F","Aug 11 2013","13:11:09",15,2,"Same",1,"Novel34",5,"Novel34",5,7229,"8","7",1,(Aug 11 2013 13:11:09),TRUE,TRUE,FALSE,8,7
"3212","A2ARR7N86VLV5F","Aug 11 2013","13:11:09",16,3,"Switch",1,"Novel46",0,"Novel46",0,9795,"8","7",1,(Aug 11 2013 13:11:09),TRUE,TRUE,FALSE,8,7
"3213","A2ARR7N86VLV5F","Aug 11 2013","13:11:09",17,4,"Same",1,"Novel5",7,"Novel5",7,3919,"8","7",1,(Aug 11 2013 13:11:09),TRUE,TRUE,FALSE,8,7
"3214","A2ARR7N86VLV5F","Aug 11 2013","13:11:09",18,5,"Switch",0,"Novel56",7,"Novel97",4,11858,"8","7",1,(Aug 11 2013 13:11:09),FALSE,TRUE,FALSE,8,7
"3215","A2ARR7N86VLV5F","Aug 11 2013","13:11:09",19,6,"Same",0,"Novel74",6,"Novel74",7,5275,"8","7",1,(Aug 11 2013 13:11:09),TRUE,TRUE,FALSE,8,7
"3216","A2ARR7N86VLV5F","Aug 11 2013","13:11:09",20,7,"Switch",1,"Novel85",1,"Novel8",7,9971,"8","7",1,(Aug 11 2013 13:11:09),FALSE,TRUE,FALSE,8,7
"3217","A2ASCL2QTSPJG1","Aug 11 2013","12:31:20",6,0,"Switch",0,"Novel101",0,"Novel101",1,977,"2","0",1,(Aug 11 2013 12:31:20),TRUE,TRUE,TRUE,2,0
"3218","A2ASCL2QTSPJG1","Aug 11 2013","12:31:20",8,1,"Same",1,"Novel94",1,"Novel94",1,969,"2","0",1,(Aug 11 2013 12:31:20),TRUE,TRUE,FALSE,2,0
"3219","A2ASCL2QTSPJG1","Aug 11 2013","12:31:20",10,2,"Switch",1,"Novel96",1,"Novel96",1,799,"2","0",1,(Aug 11 2013 12:31:20),TRUE,TRUE,FALSE,2,0
"3220","A2ASCL2QTSPJG1","Aug 11 2013","12:31:20",12,3,"Same",0,"Novel92",0,"Novel92",1,759,"2","0",1,(Aug 11 2013 12:31:20),TRUE,TRUE,FALSE,2,0
"3221","A2ASCL2QTSPJG1","Aug 11 2013","12:31:20",14,4,"Switch",0,"Novel8",0,"Novel8",1,956,"2","0",1,(Aug 11 2013 12:31:20),TRUE,TRUE,FALSE,2,0
"3222","A2ASCL2QTSPJG1","Aug 11 2013","12:31:20",16,5,"Same",0,"Novel109",1,"Novel109",0,860,"2","0",1,(Aug 11 2013 12:31:20),TRUE,TRUE,FALSE,2,0
"3223","A2ASCL2QTSPJG1","Aug 11 2013","12:31:20",18,6,"Switch",1,"Novel74",0,"Novel74",0,620,"2","0",1,(Aug 11 2013 12:31:20),TRUE,TRUE,FALSE,2,0
"3224","A2ASCL2QTSPJG1","Aug 11 2013","12:31:20",20,7,"Same",1,"Novel86",1,"Novel86",1,683,"2","0",1,(Aug 11 2013 12:31:20),TRUE,TRUE,FALSE,2,0
"3225","A2AXWJ3HQ6RFH8","Aug 11 2013","16:37:09",6,0,"Same",0,"Novel41",0,"Novel41",1,1169,"2","0",1,(Aug 11 2013 16:37:09),TRUE,TRUE,TRUE,2,0
"3226","A2AXWJ3HQ6RFH8","Aug 11 2013","16:37:09",8,1,"Switch",1,"Novel98",0,"Novel98",0,2403,"2","0",1,(Aug 11 2013 16:37:09),TRUE,TRUE,FALSE,2,0
"3227","A2AXWJ3HQ6RFH8","Aug 11 2013","16:37:09",10,2,"Same",0,"Novel19",0,"Novel19",1,853,"2","0",1,(Aug 11 2013 16:37:09),TRUE,TRUE,FALSE,2,0
"3228","A2AXWJ3HQ6RFH8","Aug 11 2013","16:37:09",12,3,"Switch",0,"Novel105",0,"Novel58",0,1893,"2","0",1,(Aug 11 2013 16:37:09),FALSE,TRUE,FALSE,2,0
"3229","A2AXWJ3HQ6RFH8","Aug 11 2013","16:37:09",14,4,"Same",1,"Novel11",0,"Novel11",0,861,"2","0",1,(Aug 11 2013 16:37:09),TRUE,TRUE,FALSE,2,0
"3230","A2AXWJ3HQ6RFH8","Aug 11 2013","16:37:09",16,5,"Switch",1,"Novel47",1,"Novel47",1,943,"2","0",1,(Aug 11 2013 16:37:09),TRUE,TRUE,FALSE,2,0
"3231","A2AXWJ3HQ6RFH8","Aug 11 2013","16:37:09",18,6,"Same",1,"Novel18",1,"Novel18",1,741,"2","0",1,(Aug 11 2013 16:37:09),TRUE,TRUE,FALSE,2,0
"3232","A2AXWJ3HQ6RFH8","Aug 11 2013","16:37:09",20,7,"Switch",0,"Novel125",0,"Novel21",0,2202,"2","0",1,(Aug 11 2013 16:37:09),FALSE,TRUE,FALSE,2,0
"3241","A2B3N7HN9GFZZV","Apr 05 2013","23:33:24",13,0,"Same",1,"Novel132",1,"Novel132",1,6846,"3","7",1,(Apr 05 2013 23:33:24),TRUE,TRUE,TRUE,3,7
"3242","A2B3N7HN9GFZZV","Apr 05 2013","23:33:24",14,1,"Switch",0,"Novel139",2,"Novel139",0,2211,"3","7",1,(Apr 05 2013 23:33:24),TRUE,TRUE,FALSE,3,7
"3243","A2B3N7HN9GFZZV","Apr 05 2013","23:33:24",15,2,"Same",0,"Novel86",2,"Novel86",0,950,"3","7",1,(Apr 05 2013 23:33:24),TRUE,TRUE,FALSE,3,7
"3244","A2B3N7HN9GFZZV","Apr 05 2013","23:33:24",16,3,"Switch",1,"Novel117",0,"Novel47",1,3140,"3","7",1,(Apr 05 2013 23:33:24),FALSE,TRUE,FALSE,3,7
"3245","A2B3N7HN9GFZZV","Apr 05 2013","23:33:24",17,4,"Same",1,"Novel32",0,"Novel32",0,2383,"3","7",1,(Apr 05 2013 23:33:24),TRUE,TRUE,FALSE,3,7
"3246","A2B3N7HN9GFZZV","Apr 05 2013","23:33:24",18,5,"Switch",1,"Novel106",0,"Novel106",0,2316,"3","7",1,(Apr 05 2013 23:33:24),TRUE,TRUE,FALSE,3,7
"3247","A2B3N7HN9GFZZV","Apr 05 2013","23:33:24",19,6,"Same",0,"Novel129",2,"Novel129",0,1003,"3","7",1,(Apr 05 2013 23:33:24),TRUE,TRUE,FALSE,3,7
"3248","A2B3N7HN9GFZZV","Apr 05 2013","23:33:24",20,7,"Switch",0,"Novel115",0,"Novel75",1,2335,"3","7",1,(Apr 05 2013 23:33:24),FALSE,TRUE,FALSE,3,7
"3249","A2BD1STXRBNJ1Q","Aug 12 2013","06:22:00",13,0,"Same",1,"Novel119",0,"Novel132",1,3167,"3","7",1,(Aug 12 2013 06:22:00),FALSE,TRUE,TRUE,3,7
"3250","A2BD1STXRBNJ1Q","Aug 12 2013","06:22:00",14,1,"Switch",1,"Novel77",0,"Novel77",0,3396,"3","7",1,(Aug 12 2013 06:22:00),TRUE,TRUE,FALSE,3,7
"3251","A2BD1STXRBNJ1Q","Aug 12 2013","06:22:00",15,2,"Same",1,"Novel101",1,"Novel101",1,1517,"3","7",1,(Aug 12 2013 06:22:00),TRUE,TRUE,FALSE,3,7
"3252","A2BD1STXRBNJ1Q","Aug 12 2013","06:22:00",16,3,"Switch",1,"Novel116",1,"Novel67",2,1680,"3","7",1,(Aug 12 2013 06:22:00),FALSE,TRUE,FALSE,3,7
"3253","A2BD1STXRBNJ1Q","Aug 12 2013","06:22:00",17,4,"Same",0,"Novel61",1,"Novel61",0,2637,"3","7",1,(Aug 12 2013 06:22:00),TRUE,TRUE,FALSE,3,7
"3254","A2BD1STXRBNJ1Q","Aug 12 2013","06:22:00",18,5,"Switch",0,"Novel1",1,"Novel1",0,2917,"3","7",1,(Aug 12 2013 06:22:00),TRUE,TRUE,FALSE,3,7
"3255","A2BD1STXRBNJ1Q","Aug 12 2013","06:22:00",19,6,"Same",0,"Novel53",2,"Novel53",1,2642,"3","7",1,(Aug 12 2013 06:22:00),TRUE,TRUE,FALSE,3,7
"3256","A2BD1STXRBNJ1Q","Aug 12 2013","06:22:00",20,7,"Switch",0,"Novel72",0,"Novel72",1,2013,"3","7",1,(Aug 12 2013 06:22:00),TRUE,TRUE,FALSE,3,7
"3257","A2BEMKRTG36HC","Aug 11 2013","15:54:08",9,0,"Switch",1,"Novel138",1,"Novel51",0,36,"3","3",1,(Aug 11 2013 15:54:08),FALSE,TRUE,TRUE,3,3
"3258","A2BEMKRTG36HC","Aug 11 2013","15:54:08",10,1,"Same",0,"Novel73",0,"Novel35",0,82,"3","3",1,(Aug 11 2013 15:54:08),FALSE,TRUE,FALSE,3,3
"3259","A2BEMKRTG36HC","Aug 11 2013","15:54:08",11,2,"Switch",0,"Novel109",2,"Novel109",1,53,"3","3",1,(Aug 11 2013 15:54:08),TRUE,TRUE,FALSE,3,3
"3260","A2BEMKRTG36HC","Aug 11 2013","15:54:08",12,3,"Same",1,"Novel119",1,"Novel88",2,62,"3","3",1,(Aug 11 2013 15:54:08),FALSE,TRUE,FALSE,3,3
"3261","A2BEMKRTG36HC","Aug 11 2013","15:54:08",17,4,"Switch",1,"Novel49",0,"Novel125",1,898,"3","3",1,(Aug 11 2013 15:54:08),FALSE,TRUE,FALSE,3,3
"3262","A2BEMKRTG36HC","Aug 11 2013","15:54:08",18,5,"Same",0,"Novel25",0,"Novel58",1,146,"3","3",1,(Aug 11 2013 15:54:08),FALSE,TRUE,FALSE,3,3
"3263","A2BEMKRTG36HC","Aug 11 2013","15:54:08",19,6,"Switch",0,"Novel45",2,"Novel115",0,552,"3","3",1,(Aug 11 2013 15:54:08),FALSE,TRUE,FALSE,3,3
"3264","A2BEMKRTG36HC","Aug 11 2013","15:54:08",20,7,"Same",1,"Novel16",0,"Novel16",0,113,"3","3",1,(Aug 11 2013 15:54:08),TRUE,TRUE,FALSE,3,3
"3265","A2BGDZTM4KTAJA","Apr 04 2013","20:41:00",6,0,"Switch",0,"Novel100",0,"Novel100",2,3045,"3","0",1,(Apr 04 2013 20:41:00),TRUE,TRUE,TRUE,3,0
"3266","A2BGDZTM4KTAJA","Apr 04 2013","20:41:00",8,1,"Same",1,"Novel10",1,"Novel10",1,1366,"3","0",1,(Apr 04 2013 20:41:00),TRUE,TRUE,FALSE,3,0
"3267","A2BGDZTM4KTAJA","Apr 04 2013","20:41:00",10,2,"Switch",1,"Novel139",2,"Novel139",2,2054,"3","0",1,(Apr 04 2013 20:41:00),TRUE,TRUE,FALSE,3,0
"3268","A2BGDZTM4KTAJA","Apr 04 2013","20:41:00",12,3,"Same",0,"Novel128",0,"Novel128",2,1102,"3","0",1,(Apr 04 2013 20:41:00),TRUE,TRUE,FALSE,3,0
"3269","A2BGDZTM4KTAJA","Apr 04 2013","20:41:00",14,4,"Switch",0,"Novel71",2,"Novel71",0,925,"3","0",1,(Apr 04 2013 20:41:00),TRUE,TRUE,FALSE,3,0
"3270","A2BGDZTM4KTAJA","Apr 04 2013","20:41:00",16,5,"Same",0,"Novel98",2,"Novel98",0,1309,"3","0",1,(Apr 04 2013 20:41:00),TRUE,TRUE,FALSE,3,0
"3271","A2BGDZTM4KTAJA","Apr 04 2013","20:41:00",18,6,"Switch",1,"Novel51",0,"Novel51",0,7775,"3","0",1,(Apr 04 2013 20:41:00),TRUE,TRUE,FALSE,3,0
"3272","A2BGDZTM4KTAJA","Apr 04 2013","20:41:00",20,7,"Same",1,"Novel108",2,"Novel108",2,914,"3","0",1,(Apr 04 2013 20:41:00),TRUE,TRUE,FALSE,3,0
"3273","A2BH0SKH37R2VL","Aug 11 2013","22:59:24",13,0,"Same",0,"Novel121",1,"Novel121",0,2462,"3","7",1,(Aug 11 2013 22:59:24),TRUE,TRUE,TRUE,3,7
"3274","A2BH0SKH37R2VL","Aug 11 2013","22:59:24",14,1,"Switch",1,"Novel10",0,"Novel10",0,2810,"3","7",1,(Aug 11 2013 22:59:24),TRUE,TRUE,FALSE,3,7
"3275","A2BH0SKH37R2VL","Aug 11 2013","22:59:24",15,2,"Same",1,"Novel24",2,"Novel24",2,1984,"3","7",1,(Aug 11 2013 22:59:24),TRUE,TRUE,FALSE,3,7
"3276","A2BH0SKH37R2VL","Aug 11 2013","22:59:24",16,3,"Switch",0,"Novel32",2,"Novel30",1,2711,"3","7",1,(Aug 11 2013 22:59:24),FALSE,TRUE,FALSE,3,7
"3277","A2BH0SKH37R2VL","Aug 11 2013","22:59:24",17,4,"Same",1,"Novel70",1,"Novel70",1,2031,"3","7",1,(Aug 11 2013 22:59:24),TRUE,TRUE,FALSE,3,7
"3278","A2BH0SKH37R2VL","Aug 11 2013","22:59:24",18,5,"Switch",1,"Novel138",1,"Novel138",1,3438,"3","7",1,(Aug 11 2013 22:59:24),TRUE,TRUE,FALSE,3,7
"3279","A2BH0SKH37R2VL","Aug 11 2013","22:59:24",19,6,"Same",0,"Novel54",1,"Novel54",2,3358,"3","7",1,(Aug 11 2013 22:59:24),TRUE,TRUE,FALSE,3,7
"3280","A2BH0SKH37R2VL","Aug 11 2013","22:59:24",20,7,"Switch",0,"Novel80",2,"Novel114",2,2538,"3","7",1,(Aug 11 2013 22:59:24),FALSE,TRUE,FALSE,3,7
"3281","A2BKTSNTGMDGT9","Aug 11 2013","13:14:51",7,0,"Same",0,"Novel136",0,"Novel136",2,1812,"3","1",1,(Aug 11 2013 13:14:51),TRUE,TRUE,TRUE,3,1
"3282","A2BKTSNTGMDGT9","Aug 11 2013","13:14:51",8,1,"Switch",1,"Novel93",2,"Novel93",2,1836,"3","1",1,(Aug 11 2013 13:14:51),TRUE,TRUE,FALSE,3,1
