"","id","birthday","gender","age","age_group","date","condition","trial","itemNum","trialType","samePos","chosen","chosen_idx","kept","kept_idx","rt","faceVid","faceIdx","example_trial","exposure_trial","test_trial","correct","include"
"165","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",11,"4","1","0","Novel5","1","Novel27","0",8877,"LDkidslonger","0",0,1,0,FALSE,1
"166","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",12,"4","1","0","Novel20","0","Novel27","0",14787,"LDkidslonger","0",0,0,1,FALSE,1
"167","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",13,"5","2","1","Novel28","0","Novel4","1",5994,"LDkidslonger","0",0,1,0,TRUE,1
"168","12","6/10/10","f",4.01,4,"2014-08-01-09-29","Social",14,"5","2","1","Novel7","0","Novel4","1",12408,"LDkidslonger","0",0,0,1,FALSE,1
"169","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",1,"0","1","1","flower","1","","0",5637,"straightaheadlonger","-1",1,0,0,TRUE,1
"170","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",2,"0","1","1","truck","0","","0",5696,"straightaheadlonger","-1",1,0,0,TRUE,1
"171","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",3,"0","1","1","Novel21","0","Novel21","0",6503,"LDkidslonger","0",0,1,0,TRUE,1
"172","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",4,"0","1","1","Novel21","0","Novel21","0",5273,"LDkidslonger","0",0,0,1,TRUE,1
"173","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",5,"1","1","0","Novel18","0","Novel18","0",1394,"LDkidslonger","0",0,1,0,TRUE,1
"174","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",6,"1","1","0","Novel18","1","Novel18","0",4209,"LDkidslonger","0",0,0,1,TRUE,1
"175","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",7,"2","2","0","Novel7","1","Novel7","1",3412,"RDkidslonger","1",0,1,0,TRUE,1
"176","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",8,"2","2","0","Novel7","0","Novel7","1",13936,"RDkidslonger","1",0,0,1,TRUE,1
"177","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",9,"3","2","1","Novel9","1","Novel9","1",4405,"RDkidslonger","1",0,1,0,TRUE,1
"178","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",10,"3","2","1","Novel9","1","Novel9","1",1890,"RDkidslonger","1",0,0,1,TRUE,1
"179","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",11,"4","1","1","Novel5","0","Novel5","0",2695,"LDkidslonger","0",0,1,0,TRUE,1
"180","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",12,"4","1","1","Novel5","0","Novel5","0",1518,"LDkidslonger","0",0,0,1,TRUE,1
"181","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",13,"5","2","0","Novel27","1","Novel27","1",1880,"RDkidslonger","1",0,1,0,TRUE,1
"182","13","5/6/10","m",4.02,4,"2014-08-01-09-58","Social",14,"5","2","0","Novel27","0","Novel27","1",19979,"RDkidslonger","1",0,0,1,TRUE,1
"183","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",1,"0","1","1","flower","1","","0",2951,"straightaheadlonger","-1",1,0,0,TRUE,1
"184","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",2,"0","1","1","truck","0","","0",2074,"straightaheadlonger","-1",1,0,0,TRUE,1
"185","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",3,"0","1","1","Novel3","1","Novel18","0",7384,"straightaheadlonger","-1",0,1,0,FALSE,1
"186","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",4,"0","1","1","Novel19","1","Novel18","0",4408,"straightaheadlonger","-1",0,0,1,FALSE,1
"187","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",5,"1","1","0","Novel15","0","Novel15","0",8123,"straightaheadlonger","-1",0,1,0,FALSE,1
"188","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",6,"1","1","0","Novel15","1","Novel15","0",4669,"straightaheadlonger","-1",0,0,1,TRUE,1
"189","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",7,"2","2","0","Novel27","1","Novel28","0",6685,"straightaheadlonger","-1",0,1,0,FALSE,1
"190","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",8,"2","2","0","Novel24","0","Novel28","0",5645,"straightaheadlonger","-1",0,0,1,FALSE,1
"191","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",9,"3","2","1","Novel14","1","Novel25","0",4980,"straightaheadlonger","-1",0,1,0,FALSE,1
"192","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",10,"3","2","1","Novel7","1","Novel25","0",4536,"straightaheadlonger","-1",0,0,1,FALSE,1
"193","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",11,"4","1","1","Novel9","0","Novel9","0",5230,"straightaheadlonger","-1",0,1,0,FALSE,1
"194","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",12,"4","1","1","Novel9","0","Novel9","0",3151,"straightaheadlonger","-1",0,0,1,TRUE,1
"195","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",13,"5","2","0","Novel13","0","Novel13","0",4049,"straightaheadlonger","-1",0,1,0,FALSE,1
"196","14","7/1/09","f",5,5,"2014-08-01-10-05","No-social",14,"5","2","0","Novel13","1","Novel13","0",2029,"straightaheadlonger","-1",0,0,1,TRUE,1
"197","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",1,"0","1","1","flower","1","","0",5568,"straightaheadlonger","-1",1,0,0,TRUE,1
"198","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",2,"0","1","1","truck","0","","0",1244,"straightaheadlonger","-1",1,0,0,TRUE,1
"199","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",3,"0","1","1","Novel27","0","Novel27","0",12960,"LDkidslonger","0",0,1,0,TRUE,1
"200","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",4,"0","1","1","Novel27","0","Novel27","0",6785,"LDkidslonger","0",0,0,1,TRUE,1
"201","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",5,"1","1","0","Novel15","1","Novel20","0",4197,"RDkidslonger","1",0,1,0,TRUE,1
"202","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",6,"1","1","0","Novel10","0","Novel20","0",5257,"RDkidslonger","1",0,0,1,FALSE,1
"203","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",7,"2","2","1","Novel1","0","Novel21","1",6762,"LDkidslonger","0",0,1,0,TRUE,1
"204","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",8,"2","2","1","Novel21","1","Novel21","1",8114,"LDkidslonger","0",0,0,1,TRUE,1
"205","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",9,"3","2","0","Novel5","0","Novel12","1",1359,"LDkidslonger","0",0,1,0,TRUE,1
"206","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",10,"3","2","0","Novel12","0","Novel12","1",3571,"LDkidslonger","0",0,0,1,TRUE,1
"207","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",11,"4","1","1","Novel18","0","Novel18","0",1824,"LDkidslonger","0",0,1,0,TRUE,1
"208","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",12,"4","1","1","Novel18","0","Novel18","0",1198,"LDkidslonger","0",0,0,1,TRUE,1
"209","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",13,"5","2","0","Novel24","0","Novel11","1",980,"LDkidslonger","0",0,1,0,TRUE,1
"210","15","5/15/09","f",5.02,5,"2014-08-01-10-13","Social",14,"5","2","0","Novel11","0","Novel11","1",5009,"LDkidslonger","0",0,0,1,TRUE,1
"211","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",1,"0","1","1","flower","1","","0",1302,"straightaheadlonger","-1",1,0,0,TRUE,1
"212","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",2,"0","1","1","truck","0","","0",1899,"straightaheadlonger","-1",1,0,0,TRUE,1
"213","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",3,"0","1","1","Novel5","1","Novel3","0",9343,"straightaheadlonger","-1",0,1,0,FALSE,1
"214","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",4,"0","1","1","Novel10","1","Novel3","0",3706,"straightaheadlonger","-1",0,0,1,FALSE,1
"215","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",5,"1","1","0","Novel15","1","Novel19","0",2707,"straightaheadlonger","-1",0,1,0,FALSE,1
"216","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",6,"1","1","0","Novel19","1","Novel19","0",1133,"straightaheadlonger","-1",0,0,1,TRUE,1
"217","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",7,"2","2","0","Novel18","1","Novel26","0",2042,"straightaheadlonger","-1",0,1,0,FALSE,1
"218","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",8,"2","2","0","Novel20","0","Novel26","0",3804,"straightaheadlonger","-1",0,0,1,FALSE,1
"219","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",9,"3","2","1","Novel4","0","Novel23","1",8511,"straightaheadlonger","-1",0,1,0,FALSE,1
"220","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",10,"3","2","1","Novel21","0","Novel23","1",1219,"straightaheadlonger","-1",0,0,1,FALSE,1
"221","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",11,"4","1","1","Novel1","0","Novel1","0",1196,"straightaheadlonger","-1",0,1,0,FALSE,1
"222","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",12,"4","1","1","Novel1","0","Novel1","0",1611,"straightaheadlonger","-1",0,0,1,TRUE,1
"223","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",13,"5","2","0","Novel24","0","Novel11","1",1765,"straightaheadlonger","-1",0,1,0,FALSE,1
"224","16","6/7/09","m",5.01,5,"2014-08-01-11-01","No-social",14,"5","2","0","Novel11","0","Novel11","1",1070,"straightaheadlonger","-1",0,0,1,TRUE,1
"225","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",1,"0","1","0","flower","1","","0",9574,"straightaheadlonger","-1",1,0,0,TRUE,1
"226","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",2,"0","1","0","truck","0","","0",2025,"straightaheadlonger","-1",1,0,0,TRUE,1
"227","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",3,"0","1","0","Novel3","0","Novel3","0",1469,"LDkidslonger","0",0,1,0,TRUE,1
"228","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",4,"0","1","0","Novel3","1","Novel3","0",2225,"LDkidslonger","0",0,0,1,TRUE,1
"229","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",5,"1","1","1","Novel23","0","Novel23","0",3084,"LDkidslonger","0",0,1,0,TRUE,1
"230","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",6,"1","1","1","Novel23","0","Novel23","0",1240,"LDkidslonger","0",0,0,1,TRUE,1
"231","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",7,"2","2","0","Novel13","1","Novel8","0",722,"RDkidslonger","1",0,1,0,TRUE,1
"232","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",8,"2","2","0","Novel8","1","Novel8","0",8006,"RDkidslonger","1",0,0,1,TRUE,1
"233","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",9,"3","2","1","Novel27","1","Novel15","0",2075,"RDkidslonger","1",0,1,0,TRUE,1
"234","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",10,"3","2","1","Novel14","1","Novel15","0",1046,"RDkidslonger","1",0,0,1,FALSE,1
"235","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",11,"4","1","0","Novel20","1","Novel9","0",1799,"RDkidslonger","1",0,1,0,TRUE,1
"236","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",12,"4","1","0","Novel9","1","Novel9","0",979,"RDkidslonger","1",0,0,1,TRUE,1
"237","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",13,"5","2","1","Novel24","1","Novel16","0",689,"RDkidslonger","1",0,1,0,TRUE,1
"238","17","8/31/10","m",3.11,3,"2014-08-04-10-52","Social",14,"5","2","1","Novel25","1","Novel16","0",1042,"RDkidslonger","1",0,0,1,FALSE,1
"239","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",1,"0","1","1","flower","1","","0",2339,"straightaheadlonger","-1",1,0,0,TRUE,1
"240","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",2,"0","1","1","truck","0","","0",706,"straightaheadlonger","-1",1,0,0,TRUE,1
"241","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",3,"0","1","1","Novel17","1","Novel5","0",9204,"straightaheadlonger","-1",0,1,0,FALSE,1
"242","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",4,"0","1","1","Novel5","0","Novel5","0",7747,"straightaheadlonger","-1",0,0,1,TRUE,1
"243","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",5,"1","1","0","Novel15","0","Novel15","0",4970,"straightaheadlonger","-1",0,1,0,FALSE,1
"244","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",6,"1","1","0","Novel15","1","Novel15","0",2638,"straightaheadlonger","-1",0,0,1,TRUE,1
"245","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",7,"2","2","1","Novel10","0","Novel20","1",1522,"straightaheadlonger","-1",0,1,0,FALSE,1
"246","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",8,"2","2","1","Novel28","0","Novel20","1",1431,"straightaheadlonger","-1",0,0,1,FALSE,1
"247","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",9,"3","2","0","Novel24","0","Novel22","1",8670,"straightaheadlonger","-1",0,1,0,FALSE,1
"248","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",10,"3","2","0","Novel9","1","Novel22","1",2380,"straightaheadlonger","-1",0,0,1,FALSE,1
"249","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",11,"4","1","1","Novel25","0","Novel25","0",2628,"straightaheadlonger","-1",0,1,0,FALSE,1
"250","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",12,"4","1","1","Novel11","1","Novel25","0",1673,"straightaheadlonger","-1",0,0,1,FALSE,1
"251","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",13,"5","2","0","Novel21","1","Novel21","1",1315,"straightaheadlonger","-1",0,1,0,FALSE,1
"252","18","12/10/08","f",5.07,5,"2014-08-05-14-05","No-social",14,"5","2","0","Novel21","0","Novel21","1",1681,"straightaheadlonger","-1",0,0,1,TRUE,1
"253","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",1,"0","1","1","flower","1","","0",2227,"straightaheadlonger","-1",1,0,0,TRUE,1
"254","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",2,"0","1","1","truck","0","","0",1400,"straightaheadlonger","-1",1,0,0,TRUE,1
"255","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",3,"0","1","1","Novel3","0","Novel3","0",7980,"LDkidslonger","0",0,1,0,TRUE,1
"256","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",4,"0","1","1","Novel3","0","Novel3","0",2285,"LDkidslonger","0",0,0,1,TRUE,1
"257","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",5,"1","1","0","Novel5","1","Novel20","0",3352,"RDkidslonger","1",0,1,0,TRUE,1
"258","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",6,"1","1","0","Novel20","1","Novel20","0",3524,"RDkidslonger","1",0,0,1,TRUE,1
"259","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",7,"2","2","0","Novel17","0","Novel17","0",3807,"LDkidslonger","0",0,1,0,TRUE,1
"260","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",8,"2","2","0","Novel19","0","Novel17","0",3345,"LDkidslonger","0",0,0,1,FALSE,1
"261","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",9,"3","2","1","Novel4","1","Novel4","1",1247,"RDkidslonger","1",0,1,0,TRUE,1
"262","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",10,"3","2","1","Novel4","1","Novel4","1",2382,"RDkidslonger","1",0,0,1,TRUE,1
"263","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",11,"4","1","1","Novel1","0","Novel1","0",1488,"LDkidslonger","0",0,1,0,TRUE,1
"264","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",12,"4","1","1","Novel1","0","Novel1","0",1781,"LDkidslonger","0",0,0,1,TRUE,1
"265","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",13,"5","2","0","Novel25","0","Novel25","0",2052,"LDkidslonger","0",0,1,0,TRUE,1
"266","19","4/24/10","m",4.03,4,"2014-08-05-15-07","Social",14,"5","2","0","Novel9","0","Novel25","0",4264,"LDkidslonger","0",0,0,1,FALSE,1
"267","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",1,"0","1","0","flower","1","","0",3647,"straightaheadlonger","-1",1,0,0,TRUE,1
"268","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",2,"0","1","0","truck","0","","0",1645,"straightaheadlonger","-1",1,0,0,TRUE,1
"269","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",3,"0","1","0","Novel11","1","Novel15","0",13232,"straightaheadlonger","-1",0,1,0,FALSE,1
"270","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",4,"0","1","0","Novel12","0","Novel15","0",3680,"straightaheadlonger","-1",0,0,1,FALSE,1
"271","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",5,"1","1","1","Novel1","1","Novel4","0",2640,"straightaheadlonger","-1",0,1,0,FALSE,1
"272","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",6,"1","1","1","Novel22","1","Novel4","0",1966,"straightaheadlonger","-1",0,0,1,FALSE,1
"273","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",7,"2","2","0","Novel14","1","Novel5","0",1923,"straightaheadlonger","-1",0,1,0,FALSE,1
"274","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",8,"2","2","0","Novel6","0","Novel5","0",1762,"straightaheadlonger","-1",0,0,1,FALSE,1
"275","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",9,"3","2","1","Novel20","0","Novel3","1",1592,"straightaheadlonger","-1",0,1,0,FALSE,1
"276","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",10,"3","2","1","Novel23","0","Novel3","1",1290,"straightaheadlonger","-1",0,0,1,FALSE,1
"277","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",11,"4","1","0","Novel8","0","Novel8","0",1656,"straightaheadlonger","-1",0,1,0,FALSE,1
"278","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",12,"4","1","0","Novel8","1","Novel8","0",1813,"straightaheadlonger","-1",0,0,1,TRUE,1
"279","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",13,"5","2","1","Novel18","0","Novel17","1",2340,"straightaheadlonger","-1",0,1,0,FALSE,1
"280","20","9/25/09","f",4.1,4,"2014-08-05-15-16","No-social",14,"5","2","1","Novel28","0","Novel17","1",1310,"straightaheadlonger","-1",0,0,1,FALSE,1
"281","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",1,"0","1","0","flower","1","","0",4811,"straightaheadlonger","-1",1,0,0,TRUE,1
"282","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",2,"0","1","0","truck","0","","0",1009,"straightaheadlonger","-1",1,0,0,TRUE,1
"283","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",3,"0","1","0","Novel8","1","Novel15","0",1913,"RDkidslonger","1",0,1,0,TRUE,1
"284","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",4,"0","1","0","Novel15","1","Novel15","0",15736,"RDkidslonger","1",0,0,1,TRUE,1
"285","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",5,"1","1","1","Novel13","1","Novel6","0",1156,"RDkidslonger","1",0,1,0,TRUE,1
"286","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",6,"1","1","1","Novel10","1","Novel6","0",20725,"RDkidslonger","1",0,0,1,FALSE,1
"287","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",7,"2","2","0","Novel3","1","Novel3","1",1414,"RDkidslonger","1",0,1,0,TRUE,1
"288","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",8,"2","2","0","Novel1","1","Novel3","1",1904,"RDkidslonger","1",0,0,1,FALSE,1
"289","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",9,"3","2","1","Novel5","1","Novel7","0",711,"RDkidslonger","1",0,1,0,TRUE,1
"290","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",10,"3","2","1","Novel7","0","Novel7","0",2349,"RDkidslonger","1",0,0,1,TRUE,1
"291","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",11,"4","1","0","Novel16","1","Novel27","0",1801,"RDkidslonger","1",0,1,0,TRUE,1
"292","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",12,"4","1","0","Novel27","1","Novel27","0",1541,"RDkidslonger","1",0,0,1,TRUE,1
"293","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",13,"5","2","1","Novel12","0","Novel12","0",1540,"LDkidslonger","0",0,1,0,TRUE,1
"294","21","6/16/11","f",3.01,3,"2014-08-05-15-25","Social",14,"5","2","1","Novel12","0","Novel12","0",1810,"LDkidslonger","0",0,0,1,TRUE,1
"295","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",1,"0","1","1","flower","1","","0",4359,"straightaheadlonger","-1",1,0,0,TRUE,1
"296","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",2,"0","1","1","truck","0","","0",9259,"straightaheadlonger","-1",1,0,0,TRUE,1
"297","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",3,"0","1","1","Novel8","1","Novel3","0",7532,"straightaheadlonger","-1",0,1,0,FALSE,1
"298","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",4,"0","1","1","Novel3","0","Novel3","0",6534,"straightaheadlonger","-1",0,0,1,TRUE,1
"299","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",5,"1","1","0","Novel16","0","Novel16","0",2970,"straightaheadlonger","-1",0,1,0,FALSE,1
"300","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",6,"1","1","0","Novel24","0","Novel16","0",1682,"straightaheadlonger","-1",0,0,1,FALSE,1
"301","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",7,"2","2","1","Novel1","0","Novel1","0",3823,"straightaheadlonger","-1",0,1,0,FALSE,1
"302","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",8,"2","2","1","Novel1","0","Novel1","0",2103,"straightaheadlonger","-1",0,0,1,TRUE,1
"303","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",9,"3","2","0","Novel19","0","Novel19","0",10390,"straightaheadlonger","-1",0,1,0,FALSE,1
"304","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",10,"3","2","0","Novel19","1","Novel19","0",8718,"straightaheadlonger","-1",0,0,1,TRUE,1
"305","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",11,"4","1","1","Novel2","1","Novel10","0",6304,"straightaheadlonger","-1",0,1,0,FALSE,1
"306","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",12,"4","1","1","Novel10","0","Novel10","0",3609,"straightaheadlonger","-1",0,0,1,TRUE,1
"307","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",13,"5","2","0","Novel21","0","Novel21","0",2355,"straightaheadlonger","-1",0,1,0,FALSE,1
"308","22","9/23/09","m",4.1,4,"2014-08-05-15-46","No-social",14,"5","2","0","Novel7","0","Novel21","0",11678,"straightaheadlonger","-1",0,0,1,FALSE,1
"309","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",1,"0","1","0","flower","1","","0",2971,"straightaheadlonger","-1",1,0,0,TRUE,1
"310","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",2,"0","1","0","truck","0","","0",1069,"straightaheadlonger","-1",1,0,0,TRUE,1
"311","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",3,"0","1","0","Novel7","1","Novel15","0",2675,"straightaheadlonger","-1",0,1,0,FALSE,1
"312","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",4,"0","1","0","Novel22","0","Novel15","0",2263,"straightaheadlonger","-1",0,0,1,FALSE,1
"313","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",5,"1","1","1","Novel11","0","Novel11","0",1145,"straightaheadlonger","-1",0,1,0,FALSE,1
"314","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",6,"1","1","1","Novel11","0","Novel11","0",1185,"straightaheadlonger","-1",0,0,1,TRUE,1
"315","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",7,"2","2","1","Novel8","0","Novel9","1",1261,"straightaheadlonger","-1",0,1,0,FALSE,1
"316","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",8,"2","2","1","Novel9","1","Novel9","1",4342,"straightaheadlonger","-1",0,0,1,TRUE,1
"317","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",9,"3","2","0","Novel20","0","Novel23","1",1343,"straightaheadlonger","-1",0,1,0,FALSE,1
"318","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",10,"3","2","0","Novel3","1","Novel23","1",1384,"straightaheadlonger","-1",0,0,1,FALSE,1
"319","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",11,"4","1","0","Novel17","0","Novel17","0",1281,"straightaheadlonger","-1",0,1,0,FALSE,1
"320","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",12,"4","1","0","Novel17","1","Novel17","0",1348,"straightaheadlonger","-1",0,0,1,TRUE,1
"321","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",13,"5","2","1","Novel13","0","Novel24","1",903,"straightaheadlonger","-1",0,1,0,FALSE,1
"322","23","11/25/08","f",5.08,5,"2014-08-06-09-37","No-social",14,"5","2","1","Novel14","0","Novel24","1",1540,"straightaheadlonger","-1",0,0,1,FALSE,1
"323","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",1,"0","1","0","flower","1","","0",5260,"straightaheadlonger","-1",1,0,0,TRUE,1
"324","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",2,"0","1","0","truck","0","","0",1745,"straightaheadlonger","-1",1,0,0,TRUE,1
"325","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",3,"0","1","0","Novel20","0","Novel20","0",4685,"LDkidslonger","0",0,1,0,TRUE,1
"326","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",4,"0","1","0","Novel20","1","Novel20","0",2045,"LDkidslonger","0",0,0,1,TRUE,1
"327","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",5,"1","1","1","Novel21","0","Novel21","0",3003,"LDkidslonger","0",0,1,0,TRUE,1
"328","24","9/14/09","f",4.1,4,"2014-08-06-09-44","Social",6,"1","1","1","Novel21","0","Novel21","0",1719,"LDkidslonger","0",0,0,1,TRUE,1
