"","subid","submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"566","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",6,"Medium","Social","Zero",4,"Chrome",0,"Switch",1,"Novel17",1,"Novel136",3,1688,"straightahead",-1,0,1,0,(Jul 13 2014 07:34:19),0,TRUE,TRUE,4,FALSE
"567","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",7,"Medium","Social","Zero",4,"Chrome",1,"Same",0,"Novel132",0,"Novel132",0,527,"silentLUmedium",1,1,0,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,TRUE
"568","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",8,"Medium","Social","Zero",4,"Chrome",1,"Same",0,"Novel132",2,"Novel132",0,680,"straightahead",-1,0,1,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,TRUE
"569","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",9,"Medium","Social","Zero",4,"Chrome",2,"Switch",0,"Novel120",2,"Novel40",3,2415,"silentLDmedium",0,1,0,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,FALSE
"570","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",10,"Medium","Social","Zero",4,"Chrome",2,"Switch",0,"Novel103",1,"Novel40",3,95,"straightahead",-1,0,1,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,FALSE
"571","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",11,"Medium","Social","Zero",4,"Chrome",3,"Same",1,"Novel26",0,"Novel26",0,348,"silentLUmedium",1,1,0,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,TRUE
"572","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",12,"Medium","Social","Zero",4,"Chrome",3,"Same",1,"Novel26",0,"Novel26",0,426,"straightahead",-1,0,1,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,TRUE
"573","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",13,"Medium","Social","Zero",4,"Chrome",4,"Switch",1,"Novel124",2,"Novel134",0,298,"silentLDmedium",0,1,0,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,FALSE
"574","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",14,"Medium","Social","Zero",4,"Chrome",4,"Switch",1,"Novel118",2,"Novel134",0,369,"straightahead",-1,0,1,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,FALSE
"575","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",15,"Medium","Social","Zero",4,"Chrome",5,"Same",0,"Novel131",3,"Novel131",3,360,"silentRDmedium",2,1,0,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,TRUE
"576","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",16,"Medium","Social","Zero",4,"Chrome",5,"Same",0,"Novel131",1,"Novel131",3,1013,"straightahead",-1,0,1,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,TRUE
"577","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",17,"Medium","Social","Zero",4,"Chrome",6,"Switch",0,"Novel62",3,"Novel82",1,514,"silentRDmedium",2,1,0,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,FALSE
"578","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",18,"Medium","Social","Zero",4,"Chrome",6,"Switch",0,"Novel54",0,"Novel82",1,475,"straightahead",-1,0,1,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,FALSE
"579","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",19,"Medium","Social","Zero",4,"Chrome",7,"Same",1,"Novel34",3,"Novel34",3,95,"silentRDmedium",2,1,0,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,TRUE
"580","A1LZ2GGC2A7KC9","Jul 13 2014","07:34:19",20,"Medium","Social","Zero",4,"Chrome",7,"Same",1,"Novel34",3,"Novel34",3,786,"straightahead",-1,0,1,0,(Jul 13 2014 07:34:19),0,TRUE,FALSE,4,TRUE
"581","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",1,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,3733,"straightahead",-1,0,0,1,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,FALSE
"582","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",2,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,186,"straightahead",-1,0,0,1,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,FALSE
"583","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",3,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"tomato",1,"",0,489,"straightahead",-1,0,0,1,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,FALSE
"584","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",4,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"tomato",2,"",0,122,"straightahead",-1,0,0,1,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,FALSE
"585","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",5,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"Novel42",0,"Novel58",3,374,"silentLUlong",1,1,0,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,FALSE
"586","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",6,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"Novel124",2,"Novel58",3,1592,"straightahead",-1,0,1,0,(Jul 13 2014 09:35:48),0,TRUE,TRUE,4,FALSE
"587","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",7,"Long","Social","Zero",4,"Chrome",1,"Same",1,"Novel35",2,"Novel35",2,755,"silentLDlong",0,1,0,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"588","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",8,"Long","Social","Zero",4,"Chrome",1,"Same",1,"Novel35",2,"Novel35",2,463,"straightahead",-1,0,1,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"589","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",9,"Long","Social","Zero",4,"Chrome",2,"Switch",1,"Novel47",0,"Novel84",3,1187,"silentLDlong",0,1,0,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,FALSE
"590","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",10,"Long","Social","Zero",4,"Chrome",2,"Switch",1,"Novel84",3,"Novel84",3,1117,"straightahead",-1,0,1,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"591","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",11,"Long","Social","Zero",4,"Chrome",3,"Same",0,"Novel134",2,"Novel134",2,1271,"silentLUlong",1,1,0,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"592","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",12,"Long","Social","Zero",4,"Chrome",3,"Same",0,"Novel134",3,"Novel134",2,342,"straightahead",-1,0,1,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"593","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",13,"Long","Social","Zero",4,"Chrome",4,"Switch",0,"Novel79",2,"Novel108",1,254,"silentLUlong",1,1,0,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,FALSE
"594","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",14,"Long","Social","Zero",4,"Chrome",4,"Switch",0,"Novel108",0,"Novel108",1,329,"straightahead",-1,0,1,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"595","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",15,"Long","Social","Zero",4,"Chrome",5,"Same",0,"Novel74",2,"Novel74",2,1094,"silentLDlong",0,1,0,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"596","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",16,"Long","Social","Zero",4,"Chrome",5,"Same",0,"Novel74",0,"Novel74",2,111,"straightahead",-1,0,1,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"597","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",17,"Long","Social","Zero",4,"Chrome",6,"Switch",0,"Novel45",2,"Novel81",0,1015,"silentRUlong",3,1,0,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,FALSE
"598","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",18,"Long","Social","Zero",4,"Chrome",6,"Switch",0,"Novel81",1,"Novel81",0,490,"straightahead",-1,0,1,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"599","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",19,"Long","Social","Zero",4,"Chrome",7,"Same",1,"Novel118",3,"Novel118",3,1420,"silentRUlong",3,1,0,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"600","A1MNZBLQJOWBYQ","Jul 13 2014","09:35:48",20,"Long","Social","Zero",4,"Chrome",7,"Same",1,"Novel118",3,"Novel118",3,191,"straightahead",-1,0,1,0,(Jul 13 2014 09:35:48),0,TRUE,FALSE,4,TRUE
"601","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",1,"Short","Social","Zero",4,"Chrome",0,"Switch",0,"squirrel",0,"",0,181,"straightahead",-1,0,0,1,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"602","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",2,"Short","Social","Zero",4,"Chrome",0,"Switch",0,"squirrel",0,"",0,1893,"straightahead",-1,0,0,1,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"603","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",3,"Short","Social","Zero",4,"Chrome",0,"Switch",0,"tomato",1,"",0,114,"straightahead",-1,0,0,1,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"604","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",4,"Short","Social","Zero",4,"Chrome",0,"Switch",0,"tomato",2,"",0,464,"straightahead",-1,0,0,1,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"605","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",5,"Short","Social","Zero",4,"Chrome",0,"Switch",0,"Novel53",2,"Novel86",3,317,"silentLDshort",0,1,0,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"606","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",6,"Short","Social","Zero",4,"Chrome",0,"Switch",0,"Novel86",2,"Novel86",3,448,"straightahead",-1,0,1,0,(Jul 13 2014 03:45:27),0,TRUE,TRUE,4,TRUE
"607","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",7,"Short","Social","Zero",4,"Chrome",1,"Same",0,"Novel40",2,"Novel40",2,315,"silentLDshort",0,1,0,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,TRUE
"608","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",8,"Short","Social","Zero",4,"Chrome",1,"Same",0,"Novel17",2,"Novel40",2,806,"straightahead",-1,0,1,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"609","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",9,"Short","Social","Zero",4,"Chrome",2,"Switch",1,"Novel49",1,"Novel78",0,886,"silentRUshort",3,1,0,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"610","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",10,"Short","Social","Zero",4,"Chrome",2,"Switch",1,"Novel28",1,"Novel78",0,1506,"straightahead",-1,0,1,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"611","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",11,"Short","Social","Zero",4,"Chrome",3,"Same",1,"Novel65",0,"Novel65",0,417,"silentLUshort",1,1,0,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,TRUE
"612","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",12,"Short","Social","Zero",4,"Chrome",3,"Same",1,"Novel65",0,"Novel65",0,143,"straightahead",-1,0,1,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,TRUE
"613","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",13,"Short","Social","Zero",4,"Chrome",4,"Switch",0,"Novel66",2,"Novel81",0,215,"silentLDshort",0,1,0,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"614","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",14,"Short","Social","Zero",4,"Chrome",4,"Switch",0,"Novel81",2,"Novel81",0,537,"straightahead",-1,0,1,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,TRUE
"615","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",15,"Short","Social","Zero",4,"Chrome",5,"Same",1,"Novel121",3,"Novel121",3,50,"silentRDshort",2,1,0,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,TRUE
"616","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",16,"Short","Social","Zero",4,"Chrome",5,"Same",1,"Novel121",3,"Novel121",3,237,"straightahead",-1,0,1,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,TRUE
"617","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",17,"Short","Social","Zero",4,"Chrome",6,"Switch",1,"Novel26",0,"Novel102",3,170,"silentLUshort",1,1,0,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"618","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",18,"Short","Social","Zero",4,"Chrome",6,"Switch",1,"Novel55",0,"Novel102",3,325,"straightahead",-1,0,1,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"619","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",19,"Short","Social","Zero",4,"Chrome",7,"Same",0,"Novel139",3,"Novel139",3,1127,"silentRDshort",2,1,0,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,TRUE
"620","A1NMKXK04PZ6KK","Jul 13 2014","03:45:27",20,"Short","Social","Zero",4,"Chrome",7,"Same",0,"Novel56",3,"Novel139",3,189,"straightahead",-1,0,1,0,(Jul 13 2014 03:45:27),0,TRUE,FALSE,4,FALSE
"621","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",1,"Medium","Social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,2476,"straightahead",-1,0,0,1,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"622","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",2,"Medium","Social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,125,"straightahead",-1,0,0,1,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"623","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",3,"Medium","Social","Zero",4,"Chrome",0,"Switch",1,"tomato",1,"",0,231,"straightahead",-1,0,0,1,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"624","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",4,"Medium","Social","Zero",4,"Chrome",0,"Switch",1,"tomato",2,"",0,932,"straightahead",-1,0,0,1,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"625","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",5,"Medium","Social","Zero",4,"Chrome",0,"Switch",1,"Novel104",2,"Novel19",1,148,"silentLUmedium",1,1,0,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"626","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",6,"Medium","Social","Zero",4,"Chrome",0,"Switch",1,"Novel61",3,"Novel19",1,344,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:47),0,TRUE,TRUE,4,FALSE
"627","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",7,"Medium","Social","Zero",4,"Chrome",1,"Same",1,"Novel94",1,"Novel94",1,982,"silentRUmedium",3,1,0,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,TRUE
"628","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",8,"Medium","Social","Zero",4,"Chrome",1,"Same",1,"Novel94",1,"Novel94",1,506,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,TRUE
"629","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",9,"Medium","Social","Zero",4,"Chrome",2,"Switch",0,"Novel130",1,"Novel58",3,140,"silentRUmedium",3,1,0,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"630","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",10,"Medium","Social","Zero",4,"Chrome",2,"Switch",0,"Novel14",2,"Novel58",3,504,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"631","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",11,"Medium","Social","Zero",4,"Chrome",3,"Same",0,"Novel13",1,"Novel13",1,282,"silentRUmedium",3,1,0,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,TRUE
"632","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",12,"Medium","Social","Zero",4,"Chrome",3,"Same",0,"Novel13",3,"Novel13",1,321,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,TRUE
"633","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",13,"Medium","Social","Zero",4,"Chrome",4,"Switch",0,"Novel40",2,"Novel113",1,281,"silentLDmedium",0,1,0,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"634","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",14,"Medium","Social","Zero",4,"Chrome",4,"Switch",0,"Novel113",3,"Novel113",1,192,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,TRUE
"635","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",15,"Medium","Social","Zero",4,"Chrome",5,"Same",0,"Novel55",0,"Novel55",0,631,"silentLUmedium",1,1,0,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,TRUE
"636","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",16,"Medium","Social","Zero",4,"Chrome",5,"Same",0,"Novel55",1,"Novel55",0,565,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,TRUE
"637","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",17,"Medium","Social","Zero",4,"Chrome",6,"Switch",1,"Novel124",1,"Novel38",0,185,"silentRUmedium",3,1,0,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"638","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",18,"Medium","Social","Zero",4,"Chrome",6,"Switch",1,"Novel87",2,"Novel38",0,772,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,FALSE
"639","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",19,"Medium","Social","Zero",4,"Chrome",7,"Same",1,"Novel41",0,"Novel41",0,508,"silentLUmedium",1,1,0,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,TRUE
"640","A1OCJ5QNHY5RAW","Jul 13 2014","09:45:47",20,"Medium","Social","Zero",4,"Chrome",7,"Same",1,"Novel41",0,"Novel41",0,41,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:47),0,TRUE,FALSE,4,TRUE
"641","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",1,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,4903,"straightahead",-1,0,0,1,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"642","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",2,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,1435,"straightahead",-1,0,0,1,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"643","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",3,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"tomato",1,"",0,61,"straightahead",-1,0,0,1,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"644","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",4,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"tomato",2,"",0,1744,"straightahead",-1,0,0,1,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"645","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",5,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"Novel36",0,"Novel124",1,552,"silentLUlong",1,1,0,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"646","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",6,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"Novel124",1,"Novel124",1,2430,"straightahead",-1,0,1,0,(Jul 13 2014 10:41:41),0,TRUE,TRUE,4,TRUE
"647","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",7,"Long","Social","Zero",4,"Chrome",1,"Same",0,"Novel18",3,"Novel18",3,333,"silentRDlong",2,1,0,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,TRUE
"648","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",8,"Long","Social","Zero",4,"Chrome",1,"Same",0,"Novel18",2,"Novel18",3,1766,"straightahead",-1,0,1,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,TRUE
"649","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",9,"Long","Social","Zero",4,"Chrome",2,"Switch",1,"Novel34",2,"Novel129",3,472,"silentLDlong",0,1,0,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"650","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",10,"Long","Social","Zero",4,"Chrome",2,"Switch",1,"Novel110",1,"Novel129",3,1943,"straightahead",-1,0,1,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"651","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",11,"Long","Social","Zero",4,"Chrome",3,"Same",1,"Novel4",2,"Novel4",2,1648,"silentLDlong",0,1,0,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,TRUE
"652","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",12,"Long","Social","Zero",4,"Chrome",3,"Same",1,"Novel4",2,"Novel4",2,941,"straightahead",-1,0,1,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,TRUE
"653","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",13,"Long","Social","Zero",4,"Chrome",4,"Switch",0,"Novel82",3,"Novel100",0,567,"silentRDlong",2,1,0,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"654","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",14,"Long","Social","Zero",4,"Chrome",4,"Switch",0,"Novel12",3,"Novel100",0,430,"straightahead",-1,0,1,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"655","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",15,"Long","Social","Zero",4,"Chrome",5,"Same",1,"Novel119",2,"Novel119",2,576,"silentLDlong",0,1,0,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,TRUE
"656","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",16,"Long","Social","Zero",4,"Chrome",5,"Same",1,"Novel119",2,"Novel119",2,302,"straightahead",-1,0,1,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,TRUE
"657","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",17,"Long","Social","Zero",4,"Chrome",6,"Switch",0,"Novel70",0,"Novel44",1,55,"silentLUlong",1,1,0,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,FALSE
"658","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",18,"Long","Social","Zero",4,"Chrome",6,"Switch",0,"Novel44",2,"Novel44",1,55,"straightahead",-1,0,1,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,TRUE
"659","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",19,"Long","Social","Zero",4,"Chrome",7,"Same",0,"Novel86",1,"Novel86",1,78,"silentRUlong",3,1,0,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,TRUE
"660","A1QHB5W17I2DSM","Jul 13 2014","10:41:41",20,"Long","Social","Zero",4,"Chrome",7,"Same",0,"Novel86",0,"Novel86",1,270,"straightahead",-1,0,1,0,(Jul 13 2014 10:41:41),0,TRUE,FALSE,4,TRUE
"661","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",1,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,1859,"straightahead",-1,0,0,1,(Jul 13 2014 10:29:38),0,TRUE,FALSE,4,FALSE
"662","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",2,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,1809,"straightahead",-1,0,0,1,(Jul 13 2014 10:29:38),0,TRUE,FALSE,4,FALSE
"663","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",3,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"tomato",1,"",0,2957,"straightahead",-1,0,0,1,(Jul 13 2014 10:29:38),0,TRUE,FALSE,4,FALSE
"664","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",4,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"tomato",2,"",0,674,"straightahead",-1,0,0,1,(Jul 13 2014 10:29:38),0,TRUE,FALSE,4,FALSE
"665","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",5,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"Novel10",2,"Novel10",2,3015,"silentLDmedium",0,1,0,0,(Jul 13 2014 10:29:38),0,TRUE,FALSE,4,TRUE
"666","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",6,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"Novel10",2,"Novel10",2,2751,"straightahead",-1,0,1,0,(Jul 13 2014 10:29:38),0,TRUE,TRUE,4,TRUE
"667","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",7,"Medium","Social","Zero",4,"Chrome",1,"Switch",1,"Novel120",3,"Novel87",0,711,"silentRDmedium",2,1,0,0,(Jul 13 2014 10:29:38),0,TRUE,FALSE,4,FALSE
"668","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",8,"Medium","Social","Zero",4,"Chrome",1,"Switch",1,"Novel37",2,"Novel87",0,5000,"straightahead",-1,0,1,0,(Jul 13 2014 10:29:38),0,TRUE,FALSE,4,FALSE
"669","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",9,"Medium","Social","Zero",4,"Chrome",2,"Same",1,"Novel81",3,"Novel81",3,2599,"silentRDmedium",2,1,0,0,(Jul 13 2014 10:29:38),0,TRUE,FALSE,4,TRUE
"670","A1ROIIM9GBBDH","Jul 13 2014","10:29:38",10,"Medium","Social","Zero",4,"Chrome",2,"Same",1,"Novel81",3,"Novel81",3,11,"straightahead",-1,0,1,0,(Jul 13 2014 10:29:38),0,TRUE,FALSE,4,TRUE
