"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","test","exposure","day.and.time","faceIdx","choseSocial"
"28","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",8,3,"Same",1,"Novel113",0,"Novel113",0,2904,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:11:29),"0",TRUE
"33","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",13,4,"Switch",1,"Novel92",0,"Novel121",1,4022,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:11:29),"0",TRUE
"34","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",14,5,"Same",0,"Novel123",2,"Novel123",2,3084,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:11:29),"2",TRUE
"35","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",15,6,"Switch",1,"Novel117",2,"Novel23",1,4197,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:11:29),"2",TRUE
"36","A2TQUCYSLJJV47","Jan 18 2014","15:11:29",16,7,"Same",1,"Novel61",0,"Novel61",0,3052,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:11:29),"0",TRUE
"445","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",5,0,"Same",1,"Novel129",1,"Novel129",1,2769,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:32:34),"1",TRUE
"446","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",6,1,"Switch",1,"Novel80",0,"Novel120",1,837,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:32:34),"0",TRUE
"447","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",7,2,"Same",0,"Novel93",3,"Novel93",3,1409,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:32:34),"3",TRUE
"448","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",8,3,"Switch",1,"Novel135",3,"Novel112",0,1282,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:32:34),"3",TRUE
"453","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",13,4,"Same",0,"Novel106",0,"Novel106",0,846,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:32:34),"0",TRUE
"454","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",14,5,"Switch",0,"Novel42",3,"Novel99",0,925,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:32:34),"3",TRUE
"455","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",15,6,"Same",1,"Novel45",0,"Novel45",0,969,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:32:34),"0",TRUE
"456","A2TVLF6BGNNQBC","Jan 18 2014","15:32:34",16,7,"Switch",0,"Novel131",1,"Novel3",3,1045,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:32:34),"1",TRUE
"385","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",5,0,"Same",0,"Novel117",1,"Novel117",1,3325,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:29:53),"1",TRUE
"386","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",6,1,"Switch",0,"Novel122",0,"Novel18",2,2544,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:29:53),"0",TRUE
"387","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",7,2,"Same",1,"Novel112",2,"Novel112",2,2754,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:29:53),"2",TRUE
"388","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",8,3,"Switch",1,"Novel121",0,"Novel64",2,2370,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:29:53),"0",TRUE
"393","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",13,4,"Same",0,"Novel41",2,"Novel41",2,5873,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:29:53),"2",TRUE
"394","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",14,5,"Switch",1,"Novel137",2,"Novel132",1,2768,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:29:53),"3",FALSE
"395","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",15,6,"Same",1,"Novel34",0,"Novel34",0,2021,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:29:53),"0",TRUE
"396","A2VS0IP0RPFEAL","Jan 18 2014","15:29:53",16,7,"Switch",0,"Novel138",3,"Novel36",0,2211,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:29:53),"3",TRUE
"365","A31Z5TPD8QKE26","Jan 18 2014","15:28:44",5,0,"Switch",0,"Novel122",3,"Novel10",2,6579,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:28:44),"2",FALSE
"366","A31Z5TPD8QKE26","Jan 18 2014","15:28:44",6,1,"Same",1,"Novel2",1,"Novel2",1,3386,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:28:44),"2",FALSE
"367","A31Z5TPD8QKE26","Jan 18 2014","15:28:44",7,2,"Switch",1,"Novel91",3,"Novel103",0,6255,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:28:44),"0",FALSE
"368","A31Z5TPD8QKE26","Jan 18 2014","15:28:44",8,3,"Same",1,"Novel33",2,"Novel33",2,1682,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:28:44),"2",TRUE
"373","A31Z5TPD8QKE26","Jan 18 2014","15:28:44",13,4,"Switch",0,"Novel79",2,"Novel11",1,1234,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:28:44),"0",FALSE
"374","A31Z5TPD8QKE26","Jan 18 2014","15:28:44",14,5,"Same",0,"Novel62",0,"Novel62",0,2767,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:28:44),"1",FALSE
"375","A31Z5TPD8QKE26","Jan 18 2014","15:28:44",15,6,"Switch",1,"Novel15",2,"Novel130",0,1878,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:28:44),"1",FALSE
"376","A31Z5TPD8QKE26","Jan 18 2014","15:28:44",16,7,"Same",0,"Novel95",3,"Novel95",3,1503,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:28:44),"2",FALSE
"245","A38PDFJ9KGQGLV","Jan 18 2014","15:23:45",5,0,"Same",0,"Novel90",0,"Novel90",0,3706,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:23:45),"2",FALSE
"246","A38PDFJ9KGQGLV","Jan 18 2014","15:23:45",6,1,"Switch",0,"Novel76",0,"Novel97",2,3751,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:23:45),"3",FALSE
"247","A38PDFJ9KGQGLV","Jan 18 2014","15:23:45",7,2,"Same",1,"Novel118",0,"Novel118",0,4095,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:23:45),"1",FALSE
"248","A38PDFJ9KGQGLV","Jan 18 2014","15:23:45",8,3,"Switch",0,"Novel80",0,"Novel121",1,3490,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:23:45),"1",FALSE
"253","A38PDFJ9KGQGLV","Jan 18 2014","15:23:45",13,4,"Same",0,"Novel58",0,"Novel58",0,7922,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:23:45),"2",FALSE
"254","A38PDFJ9KGQGLV","Jan 18 2014","15:23:45",14,5,"Switch",1,"Novel46",1,"Novel123",0,3714,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:23:45),"1",TRUE
"255","A38PDFJ9KGQGLV","Jan 18 2014","15:23:45",15,6,"Same",1,"Novel7",1,"Novel7",1,2194,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:23:45),"1",TRUE
"256","A38PDFJ9KGQGLV","Jan 18 2014","15:23:45",16,7,"Switch",1,"Novel2",3,"Novel98",2,10007,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:23:45),"3",TRUE
"505","A3EDFNG7NA7V0I","Jan 18 2014","15:34:01",5,0,"Switch",1,"Novel105",1,"Novel33",3,15635,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:34:01),"0",FALSE
"506","A3EDFNG7NA7V0I","Jan 18 2014","15:34:01",6,1,"Same",0,"Novel45",0,"Novel45",0,8915,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:34:01),"0",TRUE
"507","A3EDFNG7NA7V0I","Jan 18 2014","15:34:01",7,2,"Switch",0,"Novel9",1,"Novel127",0,4198,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:34:01),"3",FALSE
"508","A3EDFNG7NA7V0I","Jan 18 2014","15:34:01",8,3,"Same",1,"Novel7",1,"Novel7",1,4314,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:34:01),"1",TRUE
"513","A3EDFNG7NA7V0I","Jan 18 2014","15:34:01",13,4,"Switch",1,"Novel15",2,"Novel123",1,1704,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:34:01),"1",FALSE
"514","A3EDFNG7NA7V0I","Jan 18 2014","15:34:01",14,5,"Same",0,"Novel83",3,"Novel83",3,1666,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:34:01),"1",FALSE
"515","A3EDFNG7NA7V0I","Jan 18 2014","15:34:01",15,6,"Switch",0,"Novel67",3,"Novel28",2,1759,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:34:01),"3",TRUE
"516","A3EDFNG7NA7V0I","Jan 18 2014","15:34:01",16,7,"Same",1,"Novel120",1,"Novel120",1,3803,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:34:01),"2",FALSE
"265","A3H8M155NBFE1L","Jan 18 2014","15:24:56",5,0,"Switch",1,"Novel38",1,"Novel55",0,2056,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:24:56),"1",TRUE
"266","A3H8M155NBFE1L","Jan 18 2014","15:24:56",6,1,"Same",0,"Novel115",0,"Novel115",0,878,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:24:56),"0",TRUE
"267","A3H8M155NBFE1L","Jan 18 2014","15:24:56",7,2,"Switch",0,"Novel85",2,"Novel63",3,1223,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:24:56),"2",TRUE
"268","A3H8M155NBFE1L","Jan 18 2014","15:24:56",8,3,"Same",1,"Novel125",1,"Novel125",1,1021,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:24:56),"1",TRUE
"273","A3H8M155NBFE1L","Jan 18 2014","15:24:56",13,4,"Switch",0,"Novel62",0,"Novel121",3,1010,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:24:56),"0",TRUE
"274","A3H8M155NBFE1L","Jan 18 2014","15:24:56",14,5,"Same",0,"Novel21",1,"Novel21",1,804,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:24:56),"1",TRUE
"275","A3H8M155NBFE1L","Jan 18 2014","15:24:56",15,6,"Switch",1,"Novel25",3,"Novel2",2,1157,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:24:56),"3",TRUE
"276","A3H8M155NBFE1L","Jan 18 2014","15:24:56",16,7,"Same",1,"Novel73",2,"Novel73",2,935,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:24:56),"2",TRUE
"125","A3NRI97XEKEXJH","Jan 18 2014","15:13:48",5,0,"Switch",0,"Novel105",1,"Novel127",2,1477,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:13:48),"1",TRUE
"126","A3NRI97XEKEXJH","Jan 18 2014","15:13:48",6,1,"Same",0,"Novel68",2,"Novel68",2,1178,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:13:48),"2",TRUE
"127","A3NRI97XEKEXJH","Jan 18 2014","15:13:48",7,2,"Switch",0,"Novel124",1,"Novel70",3,2122,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:13:48),"1",TRUE
"128","A3NRI97XEKEXJH","Jan 18 2014","15:13:48",8,3,"Same",1,"Novel9",1,"Novel9",1,931,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:13:48),"1",TRUE
"133","A3NRI97XEKEXJH","Jan 18 2014","15:13:48",13,4,"Switch",1,"Novel139",1,"Novel81",3,3283,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:13:48),"1",TRUE
"134","A3NRI97XEKEXJH","Jan 18 2014","15:13:48",14,5,"Same",1,"Novel2",2,"Novel2",2,1291,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:13:48),"2",TRUE
"135","A3NRI97XEKEXJH","Jan 18 2014","15:13:48",15,6,"Switch",1,"Novel91",3,"Novel132",2,1251,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:13:48),"3",TRUE
"136","A3NRI97XEKEXJH","Jan 18 2014","15:13:48",16,7,"Same",0,"Novel136",3,"Novel136",3,839,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:13:48),"3",TRUE
"205","A9I65QLIO7LS7","Jan 18 2014","15:22:10",5,0,"Same",1,"Novel24",0,"Novel24",0,3866,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:22:10),"0",TRUE
"206","A9I65QLIO7LS7","Jan 18 2014","15:22:10",6,1,"Switch",1,"Novel95",1,"Novel48",2,1572,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:22:10),"1",TRUE
"207","A9I65QLIO7LS7","Jan 18 2014","15:22:10",7,2,"Same",0,"Novel66",3,"Novel66",3,1008,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:22:10),"1",FALSE
"208","A9I65QLIO7LS7","Jan 18 2014","15:22:10",8,3,"Switch",0,"Novel29",2,"Novel138",3,928,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:22:10),"2",TRUE
"213","A9I65QLIO7LS7","Jan 18 2014","15:22:10",13,4,"Same",1,"Novel125",2,"Novel125",2,369,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:22:10),"3",FALSE
"214","A9I65QLIO7LS7","Jan 18 2014","15:22:10",14,5,"Switch",0,"Novel13",0,"Novel99",1,388,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:22:10),"2",FALSE
"215","A9I65QLIO7LS7","Jan 18 2014","15:22:10",15,6,"Same",0,"Novel46",0,"Novel46",0,465,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:22:10),"2",FALSE
"216","A9I65QLIO7LS7","Jan 18 2014","15:22:10",16,7,"Switch",1,"Novel97",3,"Novel34",0,39,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:22:10),"3",TRUE
"485","ANYGVVKZ1MJRP","Jan 18 2014","15:33:46",5,0,"Switch",0,"Novel112",1,"Novel93",2,5771,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:33:46),"1",TRUE
"486","ANYGVVKZ1MJRP","Jan 18 2014","15:33:46",6,1,"Same",1,"Novel2",0,"Novel2",0,2670,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:33:46),"0",TRUE
"487","ANYGVVKZ1MJRP","Jan 18 2014","15:33:46",7,2,"Switch",1,"Novel75",2,"Novel40",1,2058,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:33:46),"2",TRUE
"488","ANYGVVKZ1MJRP","Jan 18 2014","15:33:46",8,3,"Same",0,"Novel43",3,"Novel43",3,2518,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:33:46),"3",TRUE
"493","ANYGVVKZ1MJRP","Jan 18 2014","15:33:46",13,4,"Switch",0,"Novel121",1,"Novel92",0,2334,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:33:46),"1",TRUE
"494","ANYGVVKZ1MJRP","Jan 18 2014","15:33:46",14,5,"Same",0,"Novel97",0,"Novel97",0,1603,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:33:46),"0",TRUE
"495","ANYGVVKZ1MJRP","Jan 18 2014","15:33:46",15,6,"Switch",1,"Novel91",0,"Novel42",1,1558,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:33:46),"0",TRUE
"496","ANYGVVKZ1MJRP","Jan 18 2014","15:33:46",16,7,"Same",1,"Novel103",2,"Novel103",2,2460,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:33:46),"2",TRUE
"545","AO4241SMFJ95K","Jan 18 2014","15:38:24",5,0,"Switch",0,"Novel130",3,"Novel70",2,13565,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:38:24),"3",TRUE
"546","AO4241SMFJ95K","Jan 18 2014","15:38:24",6,1,"Same",0,"Novel10",0,"Novel10",0,4827,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:38:24),"0",TRUE
"547","AO4241SMFJ95K","Jan 18 2014","15:38:24",7,2,"Switch",1,"Novel128",1,"Novel47",2,7954,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:38:24),"1",TRUE
"548","AO4241SMFJ95K","Jan 18 2014","15:38:24",8,3,"Same",1,"Novel69",2,"Novel69",2,3006,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:38:24),"2",TRUE
"553","AO4241SMFJ95K","Jan 18 2014","15:38:24",13,4,"Switch",0,"Novel62",2,"Novel55",0,2188,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:38:24),"2",TRUE
"554","AO4241SMFJ95K","Jan 18 2014","15:38:24",14,5,"Same",1,"Novel122",3,"Novel122",3,1410,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:38:24),"3",TRUE
"555","AO4241SMFJ95K","Jan 18 2014","15:38:24",15,6,"Switch",1,"Novel97",3,"Novel73",2,1066,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:38:24),"3",TRUE
"556","AO4241SMFJ95K","Jan 18 2014","15:38:24",16,7,"Same",0,"Novel25",1,"Novel25",1,1891,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:38:24),"1",TRUE
"525","AP8QHC5BS3I6Z","Jan 18 2014","15:34:22",5,0,"Same",0,"Novel28",1,"Novel28",1,7818,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:34:22),"2",FALSE
"526","AP8QHC5BS3I6Z","Jan 18 2014","15:34:22",6,1,"Switch",1,"Novel37",1,"Novel128",3,4478,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:34:22),"2",FALSE
"527","AP8QHC5BS3I6Z","Jan 18 2014","15:34:22",7,2,"Same",1,"Novel95",3,"Novel95",3,2637,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:34:22),"2",FALSE
"528","AP8QHC5BS3I6Z","Jan 18 2014","15:34:22",8,3,"Switch",1,"Novel41",3,"Novel68",2,3353,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:34:22),"2",FALSE
"533","AP8QHC5BS3I6Z","Jan 18 2014","15:34:22",13,4,"Same",1,"Novel24",2,"Novel24",2,1774,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:34:22),"2",TRUE
"534","AP8QHC5BS3I6Z","Jan 18 2014","15:34:22",14,5,"Switch",0,"Novel63",1,"Novel112",3,2088,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:34:22),"1",TRUE
"535","AP8QHC5BS3I6Z","Jan 18 2014","15:34:22",15,6,"Same",0,"Novel52",0,"Novel52",0,1525,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:34:22),"0",TRUE
"536","AP8QHC5BS3I6Z","Jan 18 2014","15:34:22",16,7,"Switch",0,"Novel116",0,"Novel58",3,1264,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:34:22),"0",TRUE
"165","AQZDMXV5KGAYD","Jan 18 2014","15:17:09",5,0,"Same",1,"Novel6",2,"Novel6",2,3246,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:17:09),"1",FALSE
"166","AQZDMXV5KGAYD","Jan 18 2014","15:17:09",6,1,"Switch",0,"Novel10",3,"Novel97",2,3466,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:17:09),"3",TRUE
"167","AQZDMXV5KGAYD","Jan 18 2014","15:17:09",7,2,"Same",1,"Novel30",0,"Novel30",0,1629,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:17:09),"0",TRUE
"168","AQZDMXV5KGAYD","Jan 18 2014","15:17:09",8,3,"Switch",0,"Novel127",2,"Novel2",1,1099,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:17:09),"2",TRUE
"173","AQZDMXV5KGAYD","Jan 18 2014","15:17:09",13,4,"Same",0,"Novel117",0,"Novel117",0,1388,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:17:09),"0",TRUE
"174","AQZDMXV5KGAYD","Jan 18 2014","15:17:09",14,5,"Switch",1,"Novel25",2,"Novel16",0,1115,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:17:09),"2",TRUE
"175","AQZDMXV5KGAYD","Jan 18 2014","15:17:09",15,6,"Same",0,"Novel40",1,"Novel40",1,1164,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:17:09),"1",TRUE
"176","AQZDMXV5KGAYD","Jan 18 2014","15:17:09",16,7,"Switch",1,"Novel138",3,"Novel58",2,1061,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:17:09),"3",TRUE
"65","AST33WVZ5QC05","Jan 18 2014","15:13:18",5,0,"Same",1,"Novel55",3,"Novel55",3,3603,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:13:18),"3",TRUE
"66","AST33WVZ5QC05","Jan 18 2014","15:13:18",6,1,"Switch",0,"Novel59",2,"Novel32",1,1884,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:13:18),"2",TRUE
"67","AST33WVZ5QC05","Jan 18 2014","15:13:18",7,2,"Same",1,"Novel73",1,"Novel73",1,1353,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:13:18),"1",TRUE
"68","AST33WVZ5QC05","Jan 18 2014","15:13:18",8,3,"Switch",1,"Novel121",2,"Novel27",3,1506,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:13:18),"2",TRUE
"73","AST33WVZ5QC05","Jan 18 2014","15:13:18",13,4,"Same",0,"Novel100",1,"Novel100",1,1954,"eyesdownleftarrow","4","3",NA,1,(Jan 18 2014 15:13:18),"1",TRUE
"74","AST33WVZ5QC05","Jan 18 2014","15:13:18",14,5,"Switch",0,"Novel108",3,"Novel114",1,1719,"eyesrightarrow","4","3",NA,1,(Jan 18 2014 15:13:18),"3",TRUE
"75","AST33WVZ5QC05","Jan 18 2014","15:13:18",15,6,"Same",0,"Novel28",2,"Novel28",2,1419,"eyesdownrightarrow","4","3",NA,1,(Jan 18 2014 15:13:18),"2",TRUE
"76","AST33WVZ5QC05","Jan 18 2014","15:13:18",16,7,"Switch",1,"Novel138",0,"Novel119",3,1285,"eyesleftarrow","4","3",NA,1,(Jan 18 2014 15:13:18),"0",TRUE
