"","X.1","X","subid","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","intervalNum","include","first.trial","numPicN","correct","dataset"
"18703",18703,855,"A1OWOQ0V6PL6JG","09:17:58",15,"Social","One",4,4,"Switch",1,"Novel16",1,"Novel16",1,1214,"eyescenter",-1,0,1,0,1,TRUE,FALSE,4,TRUE,"km-batch2"
"18704",18704,856,"A1OWOQ0V6PL6JG","09:17:58",16,"Social","One",4,5,"Same",0,"Novel81",0,"Novel15",1,1069,"eyescenter",-1,0,1,0,1,TRUE,FALSE,4,FALSE,"km-batch2"
"18705",18705,857,"A1OWOQ0V6PL6JG","09:17:58",17,"Social","One",4,6,"Switch",1,"Novel62",2,"Novel134",1,1112,"eyes_down_right",2,1,0,0,1,TRUE,FALSE,4,FALSE,"km-batch2"
"18706",18706,858,"A1OWOQ0V6PL6JG","09:17:58",18,"Social","One",4,7,"Same",1,"Novel133",2,"Novel133",2,2336,"eyes_right",3,1,0,0,1,TRUE,FALSE,4,TRUE,"km-batch2"
"18707",18707,859,"A1OWOQ0V6PL6JG","09:17:58",19,"Social","One",4,6,"Switch",1,"Novel61",0,"Novel134",1,1932,"eyescenter",-1,0,1,0,1,TRUE,FALSE,4,FALSE,"km-batch2"
"18708",18708,860,"A1OWOQ0V6PL6JG","09:17:58",20,"Social","One",4,7,"Same",1,"Novel133",2,"Novel133",2,1394,"eyescenter",-1,0,1,0,1,TRUE,FALSE,4,TRUE,"km-batch2"
"1621",1621,1621,"A1OY40VC86UZZ5","18:08:52",1,"Social","Zero",6,0,"Switch",1,"squirrel",3,"",0,2713,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE,"km"
"1622",1622,1622,"A1OY40VC86UZZ5","18:08:52",2,"Social","Zero",6,0,"Switch",1,"squirrel",1,"",0,2154,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE,"km"
"1623",1623,1623,"A1OY40VC86UZZ5","18:08:52",3,"Social","Zero",6,0,"Switch",1,"tomato",4,"",0,1322,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE,"km"
"1624",1624,1624,"A1OY40VC86UZZ5","18:08:52",4,"Social","Zero",6,0,"Switch",1,"tomato",0,"",0,1140,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE,"km"
"1625",1625,1625,"A1OY40VC86UZZ5","18:08:52",5,"Social","Zero",6,0,"Switch",1,"Novel100",5,"Novel92",0,1479,"eyes_right",3,1,0,0,0,TRUE,FALSE,6,FALSE,"km"
"1626",1626,1626,"A1OY40VC86UZZ5","18:08:52",6,"Social","Zero",6,0,"Switch",1,"Novel70",3,"Novel92",0,3052,"eyescenter",-1,0,1,0,0,TRUE,TRUE,6,FALSE,"km"
"1627",1627,1627,"A1OY40VC86UZZ5","18:08:52",7,"Social","Zero",6,1,"Same",0,"Novel29",3,"Novel29",3,738,"eyes_down_left",1,1,0,0,0,TRUE,FALSE,6,TRUE,"km"
"1628",1628,1628,"A1OY40VC86UZZ5","18:08:52",8,"Social","Zero",6,1,"Same",0,"Novel29",0,"Novel29",3,659,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE,"km"
"1629",1629,1629,"A1OY40VC86UZZ5","18:08:52",9,"Social","Zero",6,2,"Switch",0,"Novel95",3,"Novel37",0,NA,"eyes_down_left",1,1,0,0,0,TRUE,FALSE,6,FALSE,"km"
"1630",1630,1630,"A1OY40VC86UZZ5","18:08:52",10,"Social","Zero",6,2,"Switch",0,"Novel103",5,"Novel37",0,1758,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE,"km"
"1631",1631,1631,"A1OY40VC86UZZ5","18:08:52",11,"Social","Zero",6,3,"Same",0,"Novel32",5,"Novel32",5,717,"eyes_right",3,1,0,0,0,TRUE,FALSE,6,TRUE,"km"
"1632",1632,1632,"A1OY40VC86UZZ5","18:08:52",12,"Social","Zero",6,3,"Same",0,"Novel32",1,"Novel32",5,982,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE,"km"
"1633",1633,1633,"A1OY40VC86UZZ5","18:08:52",13,"Social","Zero",6,4,"Switch",0,"Novel56",0,"Novel22",3,1131,"eyes_left_90",4,1,0,0,0,TRUE,FALSE,6,FALSE,"km"
"1634",1634,1634,"A1OY40VC86UZZ5","18:08:52",14,"Social","Zero",6,4,"Switch",0,"Novel61",2,"Novel22",3,917,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE,"km"
"1635",1635,1635,"A1OY40VC86UZZ5","18:08:52",15,"Social","Zero",6,5,"Same",1,"Novel104",0,"Novel104",0,717,"eyes_left_90",4,1,0,0,0,TRUE,FALSE,6,TRUE,"km"
"1636",1636,1636,"A1OY40VC86UZZ5","18:08:52",16,"Social","Zero",6,5,"Same",1,"Novel104",0,"Novel104",0,NA,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE,"km"
"1637",1637,1637,"A1OY40VC86UZZ5","18:08:52",17,"Social","Zero",6,6,"Switch",1,"Novel113",5,"Novel125",2,NA,"eyes_right",3,1,0,0,0,TRUE,FALSE,6,FALSE,"km"
"1638",1638,1638,"A1OY40VC86UZZ5","18:08:52",18,"Social","Zero",6,6,"Switch",1,"Novel125",2,"Novel125",2,NA,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE,"km"
"1639",1639,1639,"A1OY40VC86UZZ5","18:08:52",19,"Social","Zero",6,7,"Same",1,"Novel88",5,"Novel88",5,NA,"eyes_right",3,1,0,0,0,TRUE,FALSE,6,TRUE,"km"
"1640",1640,1640,"A1OY40VC86UZZ5","18:08:52",20,"Social","Zero",6,7,"Same",1,"Novel88",5,"Novel88",5,NA,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE,"km"
"1641",1641,1641,"A1P7HV5FPJ29H4","13:31:28",1,"No-Social","Three",6,0,"Same",1,"squirrel",3,"",0,1425,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE,"km"
"1642",1642,1642,"A1P7HV5FPJ29H4","13:31:28",2,"No-Social","Three",6,0,"Same",1,"squirrel",1,"",0,1107,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE,"km"
"1643",1643,1643,"A1P7HV5FPJ29H4","13:31:28",3,"No-Social","Three",6,0,"Same",1,"tomato",4,"",0,2085,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE,"km"
"1644",1644,1644,"A1P7HV5FPJ29H4","13:31:28",4,"No-Social","Three",6,0,"Same",1,"tomato",0,"",0,1057,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE,"km"
"1645",1645,1645,"A1P7HV5FPJ29H4","13:31:28",5,"No-Social","Three",6,0,"Same",1,"Novel97",4,"Novel97",4,2618,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE,"km"
"1646",1646,1646,"A1P7HV5FPJ29H4","13:31:28",6,"No-Social","Three",6,1,"Switch",1,"Novel130",0,"Novel66",5,2082,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE,"km"
"1647",1647,1647,"A1P7HV5FPJ29H4","13:31:28",7,"No-Social","Three",6,2,"Same",0,"Novel102",2,"Novel102",2,4469,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE,"km"
"1648",1648,1648,"A1P7HV5FPJ29H4","13:31:28",8,"No-Social","Three",6,3,"Switch",0,"Novel36",4,"Novel131",1,1821,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE,"km"
"1649",1649,1649,"A1P7HV5FPJ29H4","13:31:28",9,"No-Social","Three",6,0,"Same",1,"Novel97",4,"Novel97",4,3372,"eyescenter",-1,0,1,0,3,TRUE,TRUE,6,TRUE,"km"
"1650",1650,1650,"A1P7HV5FPJ29H4","13:31:28",10,"No-Social","Three",6,1,"Switch",1,"Novel87",2,"Novel66",5,3193,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"1651",1651,1651,"A1P7HV5FPJ29H4","13:31:28",11,"No-Social","Three",6,2,"Same",0,"Novel102",1,"Novel102",2,2544,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE,"km"
"1652",1652,1652,"A1P7HV5FPJ29H4","13:31:28",12,"No-Social","Three",6,3,"Switch",0,"Novel137",0,"Novel131",1,3169,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"1653",1653,1653,"A1P7HV5FPJ29H4","13:31:28",13,"No-Social","Three",6,4,"Same",0,"Novel100",4,"Novel100",4,1273,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE,"km"
"1654",1654,1654,"A1P7HV5FPJ29H4","13:31:28",14,"No-Social","Three",6,5,"Switch",1,"Novel51",1,"Novel90",2,1238,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE,"km"
"1655",1655,1655,"A1P7HV5FPJ29H4","13:31:28",15,"No-Social","Three",6,6,"Same",1,"Novel1",4,"Novel1",4,2212,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE,"km"
"1656",1656,1656,"A1P7HV5FPJ29H4","13:31:28",16,"No-Social","Three",6,7,"Switch",0,"Novel138",3,"Novel122",5,1977,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE,"km"
"1657",1657,1657,"A1P7HV5FPJ29H4","13:31:28",17,"No-Social","Three",6,4,"Same",0,"Novel126",3,"Novel100",4,2242,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"1658",1658,1658,"A1P7HV5FPJ29H4","13:31:28",18,"No-Social","Three",6,5,"Switch",1,"Novel34",0,"Novel90",2,2122,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"1659",1659,1659,"A1P7HV5FPJ29H4","13:31:28",19,"No-Social","Three",6,6,"Same",1,"Novel1",4,"Novel1",4,1653,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE,"km"
"1660",1660,1660,"A1P7HV5FPJ29H4","13:31:28",20,"No-Social","Three",6,7,"Switch",0,"Novel104",4,"Novel122",5,1449,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE,"km"
"11741",11741,11741,"A1PBBLU81HEB7D","14:16:21",1,"Social","Three",4,0,"Switch",1,"squirrel",0,"",0,2839,"eyescenter",-1,0,0,1,3,TRUE,FALSE,4,FALSE,"km"
"11742",11742,11742,"A1PBBLU81HEB7D","14:16:21",2,"Social","Three",4,0,"Switch",1,"squirrel",0,"",0,1419,"eyescenter",-1,0,0,1,3,TRUE,FALSE,4,FALSE,"km"
"11743",11743,11743,"A1PBBLU81HEB7D","14:16:21",3,"Social","Three",4,0,"Switch",1,"tomato",1,"",0,1463,"eyescenter",-1,0,0,1,3,TRUE,FALSE,4,FALSE,"km"
"11744",11744,11744,"A1PBBLU81HEB7D","14:16:21",4,"Social","Three",4,0,"Switch",1,"tomato",2,"",0,1108,"eyescenter",-1,0,0,1,3,TRUE,FALSE,4,FALSE,"km"
"11745",11745,11745,"A1PBBLU81HEB7D","14:16:21",5,"Social","Three",4,0,"Switch",1,"Novel94",0,"Novel119",1,1870,"eyes_left",0,1,0,0,3,TRUE,FALSE,4,FALSE,"km"
"11746",11746,11746,"A1PBBLU81HEB7D","14:16:21",6,"Social","Three",4,1,"Same",1,"Novel123",3,"Novel123",3,1366,"eyes_right",3,1,0,0,3,TRUE,FALSE,4,TRUE,"km"
"11747",11747,11747,"A1PBBLU81HEB7D","14:16:21",7,"Social","Three",4,2,"Switch",0,"Novel64",0,"Novel21",3,1639,"eyes_left",0,1,0,0,3,TRUE,FALSE,4,FALSE,"km"
"11748",11748,11748,"A1PBBLU81HEB7D","14:16:21",8,"Social","Three",4,3,"Same",0,"Novel37",2,"Novel37",2,1480,"eyes_down_right",2,1,0,0,3,TRUE,FALSE,4,TRUE,"km"
"11749",11749,11749,"A1PBBLU81HEB7D","14:16:21",9,"Social","Three",4,0,"Switch",1,"Novel119",1,"Novel119",1,6553,"eyescenter",-1,0,1,0,3,TRUE,TRUE,4,TRUE,"km"
"11750",11750,11750,"A1PBBLU81HEB7D","14:16:21",10,"Social","Three",4,1,"Same",1,"Novel123",3,"Novel123",3,2643,"eyescenter",-1,0,1,0,3,TRUE,FALSE,4,TRUE,"km"
"11751",11751,11751,"A1PBBLU81HEB7D","14:16:21",11,"Social","Three",4,2,"Switch",0,"Novel54",1,"Novel21",3,5224,"eyescenter",-1,0,1,0,3,TRUE,FALSE,4,FALSE,"km"
"11752",11752,11752,"A1PBBLU81HEB7D","14:16:21",12,"Social","Three",4,3,"Same",0,"Novel37",1,"Novel37",2,716,"eyescenter",-1,0,1,0,3,TRUE,FALSE,4,TRUE,"km"
"11753",11753,11753,"A1PBBLU81HEB7D","14:16:21",13,"Social","Three",4,4,"Switch",0,"Novel69",1,"Novel120",2,2031,"eyes_down_left",1,1,0,0,3,TRUE,FALSE,4,FALSE,"km"
"11754",11754,11754,"A1PBBLU81HEB7D","14:16:21",14,"Social","Three",4,5,"Same",0,"Novel76",2,"Novel76",2,2267,"eyes_down_right",2,1,0,0,3,TRUE,FALSE,4,TRUE,"km"
"11755",11755,11755,"A1PBBLU81HEB7D","14:16:21",15,"Social","Three",4,6,"Switch",1,"Novel58",0,"Novel108",2,1731,"eyes_left",0,1,0,0,3,TRUE,FALSE,4,FALSE,"km"
"11756",11756,11756,"A1PBBLU81HEB7D","14:16:21",16,"Social","Three",4,7,"Same",1,"Novel66",3,"Novel66",3,1404,"eyes_right",3,1,0,0,3,TRUE,FALSE,4,TRUE,"km"
"11757",11757,11757,"A1PBBLU81HEB7D","14:16:21",17,"Social","Three",4,4,"Switch",0,"Novel89",2,"Novel120",2,7095,"eyescenter",-1,0,1,0,3,TRUE,FALSE,4,FALSE,"km"
"11758",11758,11758,"A1PBBLU81HEB7D","14:16:21",18,"Social","Three",4,5,"Same",0,"Novel6",1,"Novel76",2,6078,"eyescenter",-1,0,1,0,3,TRUE,FALSE,4,FALSE,"km"
"11759",11759,11759,"A1PBBLU81HEB7D","14:16:21",19,"Social","Three",4,6,"Switch",1,"Novel67",1,"Novel108",2,4460,"eyescenter",-1,0,1,0,3,TRUE,FALSE,4,FALSE,"km"
"11760",11760,11760,"A1PBBLU81HEB7D","14:16:21",20,"Social","Three",4,7,"Same",1,"Novel66",3,"Novel66",3,1334,"eyescenter",-1,0,1,0,3,TRUE,FALSE,4,TRUE,"km"
"1661",1661,1661,"A1PF01FF85HUY4","13:25:05",1,"No-Social","Zero",6,0,"Same",0,"squirrel",3,"",0,4434,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE,"km"
"1662",1662,1662,"A1PF01FF85HUY4","13:25:05",2,"No-Social","Zero",6,0,"Same",0,"squirrel",1,"",0,4717,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE,"km"
"1663",1663,1663,"A1PF01FF85HUY4","13:25:05",3,"No-Social","Zero",6,0,"Same",0,"tomato",4,"",0,1527,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE,"km"
"1664",1664,1664,"A1PF01FF85HUY4","13:25:05",4,"No-Social","Zero",6,0,"Same",0,"tomato",0,"",0,2152,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE,"km"
"1665",1665,1665,"A1PF01FF85HUY4","13:25:05",5,"No-Social","Zero",6,0,"Same",0,"Novel65",3,"Novel65",3,1702,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,TRUE,"km"
"1666",1666,1666,"A1PF01FF85HUY4","13:25:05",6,"No-Social","Zero",6,0,"Same",0,"Novel65",0,"Novel65",3,3038,"eyescenter",-1,0,1,0,0,TRUE,TRUE,6,TRUE,"km"
"1667",1667,1667,"A1PF01FF85HUY4","13:25:05",7,"No-Social","Zero",6,1,"Switch",0,"Novel133",2,"Novel77",0,2061,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,FALSE,"km"
"1668",1668,1668,"A1PF01FF85HUY4","13:25:05",8,"No-Social","Zero",6,1,"Switch",0,"Novel77",5,"Novel77",0,1931,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE,"km"
"1669",1669,1669,"A1PF01FF85HUY4","13:25:05",9,"No-Social","Zero",6,2,"Same",1,"Novel8",4,"Novel8",4,1782,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,TRUE,"km"
"1670",1670,1670,"A1PF01FF85HUY4","13:25:05",10,"No-Social","Zero",6,2,"Same",1,"Novel8",4,"Novel8",4,547,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE,"km"
"1671",1671,1671,"A1PF01FF85HUY4","13:25:05",11,"No-Social","Zero",6,3,"Switch",1,"Novel107",0,"Novel100",4,1759,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,FALSE,"km"
"1672",1672,1672,"A1PF01FF85HUY4","13:25:05",12,"No-Social","Zero",6,3,"Switch",1,"Novel12",1,"Novel100",4,1201,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE,"km"
"1673",1673,1673,"A1PF01FF85HUY4","13:25:05",13,"No-Social","Zero",6,4,"Same",1,"Novel11",4,"Novel11",4,1902,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,TRUE,"km"
"1674",1674,1674,"A1PF01FF85HUY4","13:25:05",14,"No-Social","Zero",6,4,"Same",1,"Novel11",4,"Novel11",4,799,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE,"km"
"1675",1675,1675,"A1PF01FF85HUY4","13:25:05",15,"No-Social","Zero",6,5,"Switch",1,"Novel73",0,"Novel50",4,2360,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,FALSE,"km"
"1676",1676,1676,"A1PF01FF85HUY4","13:25:05",16,"No-Social","Zero",6,5,"Switch",1,"Novel108",5,"Novel50",4,2310,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE,"km"
"1677",1677,1677,"A1PF01FF85HUY4","13:25:05",17,"No-Social","Zero",6,6,"Same",0,"Novel118",1,"Novel118",1,3132,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,TRUE,"km"
"1678",1678,1678,"A1PF01FF85HUY4","13:25:05",18,"No-Social","Zero",6,6,"Same",0,"Novel118",2,"Novel118",1,571,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE,"km"
"1679",1679,1679,"A1PF01FF85HUY4","13:25:05",19,"No-Social","Zero",6,7,"Switch",0,"Novel32",3,"Novel102",4,1749,"eyescenter",-1,1,0,0,0,TRUE,FALSE,6,FALSE,"km"
"1680",1680,1680,"A1PF01FF85HUY4","13:25:05",20,"No-Social","Zero",6,7,"Switch",0,"Novel136",4,"Novel102",4,5487,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE,"km"
"1681",1681,1681,"A1PKAF0C2UJW5M","22:21:33",1,"No-Social","One",6,0,"Switch",1,"squirrel",3,"",0,2336,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE,"km"
"1682",1682,1682,"A1PKAF0C2UJW5M","22:21:33",2,"No-Social","One",6,0,"Switch",1,"squirrel",1,"",0,2996,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE,"km"
"1683",1683,1683,"A1PKAF0C2UJW5M","22:21:33",3,"No-Social","One",6,0,"Switch",1,"tomato",4,"",0,2784,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE,"km"
"1684",1684,1684,"A1PKAF0C2UJW5M","22:21:33",4,"No-Social","One",6,0,"Switch",1,"tomato",0,"",0,976,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE,"km"
"1685",1685,1685,"A1PKAF0C2UJW5M","22:21:33",5,"No-Social","One",6,0,"Switch",1,"Novel116",1,"Novel71",5,7544,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE,"km"
"1686",1686,1686,"A1PKAF0C2UJW5M","22:21:33",6,"No-Social","One",6,1,"Same",0,"Novel8",3,"Novel8",3,5823,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE,"km"
"1687",1687,1687,"A1PKAF0C2UJW5M","22:21:33",7,"No-Social","One",6,0,"Switch",1,"Novel71",5,"Novel71",5,4962,"eyescenter",-1,0,1,0,1,TRUE,TRUE,6,TRUE,"km"
"1688",1688,1688,"A1PKAF0C2UJW5M","22:21:33",8,"No-Social","One",6,1,"Same",0,"Novel8",4,"Novel8",3,3203,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE,"km"
"1689",1689,1689,"A1PKAF0C2UJW5M","22:21:33",9,"No-Social","One",6,2,"Switch",1,"Novel30",1,"Novel41",3,5847,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE,"km"
"1690",1690,1690,"A1PKAF0C2UJW5M","22:21:33",10,"No-Social","One",6,3,"Same",1,"Novel7",1,"Novel7",1,5198,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE,"km"
"1691",1691,1691,"A1PKAF0C2UJW5M","22:21:33",11,"No-Social","One",6,2,"Switch",1,"Novel23",4,"Novel41",3,5661,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE,"km"
"1692",1692,1692,"A1PKAF0C2UJW5M","22:21:33",12,"No-Social","One",6,3,"Same",1,"Novel7",1,"Novel7",1,10200,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE,"km"
"1693",1693,1693,"A1PKAF0C2UJW5M","22:21:33",13,"No-Social","One",6,4,"Switch",0,"Novel125",3,"Novel110",0,5207,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE,"km"
"1694",1694,1694,"A1PKAF0C2UJW5M","22:21:33",14,"No-Social","One",6,5,"Same",0,"Novel114",4,"Novel114",4,3698,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE,"km"
"1695",1695,1695,"A1PKAF0C2UJW5M","22:21:33",15,"No-Social","One",6,4,"Switch",0,"Novel110",4,"Novel110",0,4326,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE,"km"
"1696",1696,1696,"A1PKAF0C2UJW5M","22:21:33",16,"No-Social","One",6,5,"Same",0,"Novel114",3,"Novel114",4,3621,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE,"km"
"1697",1697,1697,"A1PKAF0C2UJW5M","22:21:33",17,"No-Social","One",6,6,"Switch",0,"Novel99",2,"Novel78",5,4773,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE,"km"
"1698",1698,1698,"A1PKAF0C2UJW5M","22:21:33",18,"No-Social","One",6,7,"Same",1,"Novel131",5,"Novel131",5,8710,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE,"km"
"1699",1699,1699,"A1PKAF0C2UJW5M","22:21:33",19,"No-Social","One",6,6,"Switch",0,"Novel78",3,"Novel78",5,3496,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE,"km"
"1700",1700,1700,"A1PKAF0C2UJW5M","22:21:33",20,"No-Social","One",6,7,"Same",1,"Novel90",0,"Novel131",5,2701,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE,"km"
"15993",15993,1785,"A1PNOBU0FOZSFC","11:01:31",9,"No-Social","3",4,0,"Same",1,"Novel26",3,"Novel26",3,4426,NA,NA,NA,1,NA,3,TRUE,TRUE,4,TRUE,"dy"
"15994",15994,1786,"A1PNOBU0FOZSFC","11:01:31",10,"No-Social","3",4,1,"Switch",0,"Novel7",0,"Novel7",3,NA,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"15995",15995,1787,"A1PNOBU0FOZSFC","11:01:31",11,"No-Social","3",4,2,"Same",1,"Novel22",3,"Novel22",3,2014,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"15996",15996,1788,"A1PNOBU0FOZSFC","11:01:31",12,"No-Social","3",4,3,"Switch",1,"Novel48",2,"Novel73",1,NA,NA,NA,NA,1,NA,3,TRUE,FALSE,4,FALSE,"dy"
"15997",15997,1789,"A1PNOBU0FOZSFC","11:01:31",17,"No-Social","3",4,4,"Same",0,"Novel52",3,"Novel98",3,NA,NA,NA,NA,1,NA,3,TRUE,FALSE,4,FALSE,"dy"
"15998",15998,1790,"A1PNOBU0FOZSFC","11:01:31",18,"No-Social","3",4,5,"Switch",0,"Novel23",0,"Novel125",2,9560,NA,NA,NA,1,NA,3,TRUE,FALSE,4,FALSE,"dy"
"15999",15999,1791,"A1PNOBU0FOZSFC","11:01:31",19,"No-Social","3",4,6,"Same",0,"Novel78",0,"Novel78",1,2236,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"16000",16000,1792,"A1PNOBU0FOZSFC","11:01:31",20,"No-Social","3",4,7,"Switch",1,"Novel16",1,"Novel16",1,4168,NA,NA,NA,1,NA,3,TRUE,FALSE,4,TRUE,"dy"
"1701",1701,1701,"A1PS5WJNNNZGVX","12:56:44",1,"Social","Seven",6,0,"Same",0,"squirrel",3,"",0,1286,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE,"km"
"1702",1702,1702,"A1PS5WJNNNZGVX","12:56:44",2,"Social","Seven",6,0,"Same",0,"squirrel",1,"",0,1135,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE,"km"
"1703",1703,1703,"A1PS5WJNNNZGVX","12:56:44",3,"Social","Seven",6,0,"Same",0,"tomato",4,"",0,1293,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE,"km"
"1704",1704,1704,"A1PS5WJNNNZGVX","12:56:44",4,"Social","Seven",6,0,"Same",0,"tomato",0,"",0,635,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE,"km"
"1705",1705,1705,"A1PS5WJNNNZGVX","12:56:44",5,"Social","Seven",6,0,"Same",0,"Novel103",5,"Novel103",5,1111,"eyes_right",3,1,0,0,7,TRUE,FALSE,6,TRUE,"km"
"1706",1706,1706,"A1PS5WJNNNZGVX","12:56:44",6,"Social","Seven",6,1,"Switch",0,"Novel79",1,"Novel70",4,828,"eyes_right_90",5,1,0,0,7,TRUE,FALSE,6,FALSE,"km"
"1707",1707,1707,"A1PS5WJNNNZGVX","12:56:44",7,"Social","Seven",6,2,"Same",0,"Novel118",1,"Novel118",1,826,"eyes_right_90",5,1,0,0,7,TRUE,FALSE,6,TRUE,"km"
"1708",1708,1708,"A1PS5WJNNNZGVX","12:56:44",8,"Social","Seven",6,3,"Switch",1,"Novel116",3,"Novel86",1,829,"eyes_down_left",1,1,0,0,7,TRUE,FALSE,6,FALSE,"km"
"1709",1709,1709,"A1PS5WJNNNZGVX","12:56:44",9,"Social","Seven",6,4,"Same",1,"Novel99",4,"Novel99",4,931,"eyes_down_right",2,1,0,0,7,TRUE,FALSE,6,TRUE,"km"
"1710",1710,1710,"A1PS5WJNNNZGVX","12:56:44",10,"Social","Seven",6,5,"Switch",1,"Novel122",4,"Novel41",2,769,"eyes_down_right",2,1,0,0,7,TRUE,FALSE,6,FALSE,"km"
"1711",1711,1711,"A1PS5WJNNNZGVX","12:56:44",11,"Social","Seven",6,6,"Same",1,"Novel133",5,"Novel133",5,1210,"eyes_right",3,1,0,0,7,TRUE,FALSE,6,TRUE,"km"
"1712",1712,1712,"A1PS5WJNNNZGVX","12:56:44",12,"Social","Seven",6,7,"Switch",0,"Novel132",5,"Novel137",4,667,"eyes_right",3,1,0,0,7,TRUE,FALSE,6,FALSE,"km"
"1713",1713,1713,"A1PS5WJNNNZGVX","12:56:44",13,"Social","Seven",6,0,"Same",0,"Novel73",2,"Novel103",5,7127,"eyescenter",-1,0,1,0,7,TRUE,TRUE,6,FALSE,"km"
