"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","test","exposure","day.and.time"
"171","A3B3AKQ9G1VX9J","Dec 03 2013","09:33:54",11,3,"Same",1,"Novel29",2,"Novel29",2,1250,"eyesleft","4","0",0,1,(Dec 03 2013 09:33:54)
"173","A3B3AKQ9G1VX9J","Dec 03 2013","09:33:54",13,4,"Switch",1,"Novel72",2,"Novel129",0,703,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:33:54)
"175","A3B3AKQ9G1VX9J","Dec 03 2013","09:33:54",15,5,"Same",1,"Novel136",1,"Novel136",1,1250,"eyesdownright","4","0",0,1,(Dec 03 2013 09:33:54)
"177","A3B3AKQ9G1VX9J","Dec 03 2013","09:33:54",17,6,"Switch",0,"Novel78",0,"Novel132",3,1078,"eyesdownright","4","0",0,1,(Dec 03 2013 09:33:54)
"179","A3B3AKQ9G1VX9J","Dec 03 2013","09:33:54",19,7,"Same",0,"Novel49",2,"Novel49",2,1688,"eyesdownright","4","0",0,1,(Dec 03 2013 09:33:54)
"405","A3O9VWYB0F4RJ4","Dec 03 2013","09:37:53",5,0,"Switch",1,"Novel41",1,"Novel92",2,4384,"eyesright","4","0",0,1,(Dec 03 2013 09:37:53)
"407","A3O9VWYB0F4RJ4","Dec 03 2013","09:37:53",7,1,"Same",0,"Novel6",2,"Novel6",2,5320,"eyesleft","4","0",0,1,(Dec 03 2013 09:37:53)
"409","A3O9VWYB0F4RJ4","Dec 03 2013","09:37:53",9,2,"Switch",0,"Novel7",3,"Novel117",0,3713,"eyesright","4","0",0,1,(Dec 03 2013 09:37:53)
"411","A3O9VWYB0F4RJ4","Dec 03 2013","09:37:53",11,3,"Same",0,"Novel67",1,"Novel67",1,3432,"eyesright","4","0",0,1,(Dec 03 2013 09:37:53)
"413","A3O9VWYB0F4RJ4","Dec 03 2013","09:37:53",13,4,"Switch",0,"Novel44",2,"Novel74",1,2558,"eyesright","4","0",0,1,(Dec 03 2013 09:37:53)
"415","A3O9VWYB0F4RJ4","Dec 03 2013","09:37:53",15,5,"Same",1,"Novel136",0,"Novel136",0,1779,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:37:53)
"417","A3O9VWYB0F4RJ4","Dec 03 2013","09:37:53",17,6,"Switch",1,"Novel2",1,"Novel56",0,3853,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:37:53)
"419","A3O9VWYB0F4RJ4","Dec 03 2013","09:37:53",19,7,"Same",1,"Novel10",2,"Novel10",2,2886,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:37:53)
"85","A3ORE2BNURPVNI","Dec 03 2013","09:33:00",5,0,"Same",0,"Novel91",2,"Novel91",2,2825,"eyesleft","4","0",0,1,(Dec 03 2013 09:33:00)
"87","A3ORE2BNURPVNI","Dec 03 2013","09:33:00",7,1,"Switch",1,"Novel129",2,"Novel22",0,2776,"eyesright","4","0",0,1,(Dec 03 2013 09:33:00)
"89","A3ORE2BNURPVNI","Dec 03 2013","09:33:00",9,2,"Same",0,"Novel60",3,"Novel60",3,2884,"eyesright","4","0",0,1,(Dec 03 2013 09:33:00)
"91","A3ORE2BNURPVNI","Dec 03 2013","09:33:00",11,3,"Switch",0,"Novel105",3,"Novel51",0,2812,"eyesdownright","4","0",0,1,(Dec 03 2013 09:33:00)
"93","A3ORE2BNURPVNI","Dec 03 2013","09:33:00",13,4,"Same",1,"Novel73",1,"Novel73",1,1602,"eyesright","4","0",0,1,(Dec 03 2013 09:33:00)
"95","A3ORE2BNURPVNI","Dec 03 2013","09:33:00",15,5,"Switch",0,"Novel32",3,"Novel39",1,1704,"eyesright","4","0",0,1,(Dec 03 2013 09:33:00)
"97","A3ORE2BNURPVNI","Dec 03 2013","09:33:00",17,6,"Same",1,"Novel3",2,"Novel3",2,1513,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:33:00)
"99","A3ORE2BNURPVNI","Dec 03 2013","09:33:00",19,7,"Switch",1,"Novel94",1,"Novel74",2,2159,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:33:00)
"205","A3QC57KUVJP5EW","Dec 03 2013","09:34:56",5,0,"Switch",0,"Novel5",3,"Novel15",0,4084,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:34:56)
"207","A3QC57KUVJP5EW","Dec 03 2013","09:34:56",7,1,"Same",0,"Novel40",3,"Novel40",3,3881,"eyesdownright","4","0",0,1,(Dec 03 2013 09:34:56)
"209","A3QC57KUVJP5EW","Dec 03 2013","09:34:56",9,2,"Switch",1,"Novel53",3,"Novel47",2,4382,"eyesdownright","4","0",0,1,(Dec 03 2013 09:34:56)
"211","A3QC57KUVJP5EW","Dec 03 2013","09:34:56",11,3,"Same",1,"Novel62",2,"Novel62",2,4529,"eyesleft","4","0",0,1,(Dec 03 2013 09:34:56)
"213","A3QC57KUVJP5EW","Dec 03 2013","09:34:56",13,4,"Switch",0,"Novel137",1,"Novel72",0,4594,"eyesleft","4","0",0,1,(Dec 03 2013 09:34:56)
"215","A3QC57KUVJP5EW","Dec 03 2013","09:34:56",15,5,"Same",0,"Novel90",3,"Novel90",3,2599,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:34:56)
"217","A3QC57KUVJP5EW","Dec 03 2013","09:34:56",17,6,"Switch",1,"Novel112",3,"Novel105",1,4421,"eyesright","4","0",0,1,(Dec 03 2013 09:34:56)
"219","A3QC57KUVJP5EW","Dec 03 2013","09:34:56",19,7,"Same",1,"Novel1",3,"Novel1",3,3914,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:34:56)
"185","A8TCR99262PGK","Dec 03 2013","09:34:36",5,0,"Switch",1,"Novel8",1,"Novel48",0,3292,"eyesright","4","0",0,1,(Dec 03 2013 09:34:36)
"187","A8TCR99262PGK","Dec 03 2013","09:34:36",7,1,"Same",1,"Novel44",1,"Novel44",1,2871,"eyesright","4","0",0,1,(Dec 03 2013 09:34:36)
"189","A8TCR99262PGK","Dec 03 2013","09:34:36",9,2,"Switch",1,"Novel40",0,"Novel67",2,3073,"eyesdownright","4","0",0,1,(Dec 03 2013 09:34:36)
"191","A8TCR99262PGK","Dec 03 2013","09:34:36",11,3,"Same",1,"Novel98",1,"Novel98",1,1358,"eyesleft","4","0",0,1,(Dec 03 2013 09:34:36)
"193","A8TCR99262PGK","Dec 03 2013","09:34:36",13,4,"Switch",0,"Novel66",0,"Novel16",1,1576,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:34:36)
"195","A8TCR99262PGK","Dec 03 2013","09:34:36",15,5,"Same",0,"Novel21",1,"Novel21",1,1077,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:34:36)
"197","A8TCR99262PGK","Dec 03 2013","09:34:36",17,6,"Switch",0,"Novel2",3,"Novel96",2,624,"eyesright","4","0",0,1,(Dec 03 2013 09:34:36)
"199","A8TCR99262PGK","Dec 03 2013","09:34:36",19,7,"Same",0,"Novel118",0,"Novel118",0,1045,"eyesleft","4","0",0,1,(Dec 03 2013 09:34:36)
"345","AGPBP85B17VXL","Dec 03 2013","09:37:33",5,0,"Same",0,"Novel121",2,"Novel121",2,5382,"eyesleft","4","0",0,1,(Dec 03 2013 09:37:33)
"347","AGPBP85B17VXL","Dec 03 2013","09:37:33",7,1,"Switch",1,"Novel56",2,"Novel83",0,8941,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:37:33)
"349","AGPBP85B17VXL","Dec 03 2013","09:37:33",9,2,"Same",1,"Novel5",3,"Novel5",3,3382,"eyesleft","4","0",0,1,(Dec 03 2013 09:37:33)
"351","AGPBP85B17VXL","Dec 03 2013","09:37:33",11,3,"Switch",1,"Novel51",3,"Novel124",0,50219,"eyesright","4","0",0,1,(Dec 03 2013 09:37:33)
"353","AGPBP85B17VXL","Dec 03 2013","09:37:33",13,4,"Same",0,"Novel30",3,"Novel30",3,2003,"eyesdownright","4","0",0,1,(Dec 03 2013 09:37:33)
"355","AGPBP85B17VXL","Dec 03 2013","09:37:33",15,5,"Switch",0,"Novel45",0,"Novel66",1,5168,"eyesright","4","0",0,1,(Dec 03 2013 09:37:33)
"357","AGPBP85B17VXL","Dec 03 2013","09:37:33",17,6,"Same",1,"Novel73",2,"Novel73",2,2531,"eyesright","4","0",0,1,(Dec 03 2013 09:37:33)
"359","AGPBP85B17VXL","Dec 03 2013","09:37:33",19,7,"Switch",0,"Novel37",0,"Novel92",3,5561,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:37:33)
"545","AHR15NJNGBAB0","Dec 03 2013","09:40:08",5,0,"Same",1,"Novel82",1,"Novel82",1,6724,"eyesright","4","0",0,1,(Dec 03 2013 09:40:08)
"547","AHR15NJNGBAB0","Dec 03 2013","09:40:08",7,1,"Switch",0,"Novel75",0,"Novel47",1,4041,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:40:08)
"549","AHR15NJNGBAB0","Dec 03 2013","09:40:08",9,2,"Same",0,"Novel21",1,"Novel21",1,6053,"eyesdownright","4","0",0,1,(Dec 03 2013 09:40:08)
"551","AHR15NJNGBAB0","Dec 03 2013","09:40:08",11,3,"Switch",1,"Novel49",0,"Novel39",1,3416,"eyesleft","4","0",0,1,(Dec 03 2013 09:40:08)
"553","AHR15NJNGBAB0","Dec 03 2013","09:40:08",13,4,"Same",1,"Novel80",0,"Novel80",0,1966,"eyesleft","4","0",0,1,(Dec 03 2013 09:40:08)
"555","AHR15NJNGBAB0","Dec 03 2013","09:40:08",15,5,"Switch",1,"Novel87",3,"Novel125",1,2168,"eyesright","4","0",0,1,(Dec 03 2013 09:40:08)
"557","AHR15NJNGBAB0","Dec 03 2013","09:40:08",17,6,"Same",0,"Novel121",0,"Novel121",0,2169,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:40:08)
"559","AHR15NJNGBAB0","Dec 03 2013","09:40:08",19,7,"Switch",0,"Novel51",1,"Novel57",3,2699,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:40:08)
"505","AK2L7MFN06P5T","Dec 03 2013","09:39:13",5,0,"Same",0,"Novel135",2,"Novel135",2,9280,"eyesdownright","4","0",0,1,(Dec 03 2013 09:39:13)
"507","AK2L7MFN06P5T","Dec 03 2013","09:39:13",7,1,"Switch",1,"Novel105",1,"Novel28",0,2645,"eyesleft","4","0",0,1,(Dec 03 2013 09:39:13)
"509","AK2L7MFN06P5T","Dec 03 2013","09:39:13",9,2,"Same",0,"Novel84",3,"Novel84",3,5169,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:39:13)
"511","AK2L7MFN06P5T","Dec 03 2013","09:39:13",11,3,"Switch",0,"Novel130",3,"Novel119",2,4187,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:39:13)
"513","AK2L7MFN06P5T","Dec 03 2013","09:39:13",13,4,"Same",1,"Novel116",3,"Novel116",3,2621,"eyesleft","4","0",0,1,(Dec 03 2013 09:39:13)
"515","AK2L7MFN06P5T","Dec 03 2013","09:39:13",15,5,"Switch",1,"Novel36",0,"Novel46",1,4710,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:39:13)
"517","AK2L7MFN06P5T","Dec 03 2013","09:39:13",17,6,"Same",1,"Novel18",1,"Novel18",1,4550,"eyesdownright","4","0",0,1,(Dec 03 2013 09:39:13)
"519","AK2L7MFN06P5T","Dec 03 2013","09:39:13",19,7,"Switch",0,"Novel33",0,"Novel24",3,4287,"eyesright","4","0",0,1,(Dec 03 2013 09:39:13)
"245","AK884VX5S74ZW","Dec 03 2013","09:35:39",5,0,"Same",1,"Novel23",1,"Novel23",1,2479,"eyesleft","4","0",0,1,(Dec 03 2013 09:35:39)
"247","AK884VX5S74ZW","Dec 03 2013","09:35:39",7,1,"Switch",0,"Novel100",2,"Novel46",1,3572,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:35:39)
"249","AK884VX5S74ZW","Dec 03 2013","09:35:39",9,2,"Same",0,"Novel53",2,"Novel53",2,4564,"eyesright","4","0",0,1,(Dec 03 2013 09:35:39)
"251","AK884VX5S74ZW","Dec 03 2013","09:35:39",11,3,"Switch",1,"Novel47",2,"Novel97",0,4821,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:35:39)
"253","AK884VX5S74ZW","Dec 03 2013","09:35:39",13,4,"Same",0,"Novel51",1,"Novel51",1,4805,"eyesright","4","0",0,1,(Dec 03 2013 09:35:39)
"255","AK884VX5S74ZW","Dec 03 2013","09:35:39",15,5,"Switch",1,"Novel10",1,"Novel116",0,2924,"eyesright","4","0",0,1,(Dec 03 2013 09:35:39)
"257","AK884VX5S74ZW","Dec 03 2013","09:35:39",17,6,"Same",1,"Novel68",1,"Novel68",1,3037,"eyesdownright","4","0",0,1,(Dec 03 2013 09:35:39)
"259","AK884VX5S74ZW","Dec 03 2013","09:35:39",19,7,"Switch",0,"Novel60",1,"Novel81",0,5526,"eyesright","4","0",0,1,(Dec 03 2013 09:35:39)
"65","AN8SUIGI03DLJ","Dec 03 2013","09:32:38",5,0,"Same",1,"Novel126",1,"Novel126",1,3916,"eyesdownright","4","0",0,1,(Dec 03 2013 09:32:38)
"67","AN8SUIGI03DLJ","Dec 03 2013","09:32:38",7,1,"Switch",0,"Novel133",3,"Novel3",2,2808,"eyesdownright","4","0",0,1,(Dec 03 2013 09:32:38)
"69","AN8SUIGI03DLJ","Dec 03 2013","09:32:38",9,2,"Same",1,"Novel38",0,"Novel38",0,2309,"eyesdownright","4","0",0,1,(Dec 03 2013 09:32:38)
"71","AN8SUIGI03DLJ","Dec 03 2013","09:32:38",11,3,"Switch",1,"Novel8",0,"Novel97",3,2994,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:32:38)
"73","AN8SUIGI03DLJ","Dec 03 2013","09:32:38",13,4,"Same",0,"Novel63",2,"Novel63",2,2293,"eyesright","4","0",0,1,(Dec 03 2013 09:32:38)
"75","AN8SUIGI03DLJ","Dec 03 2013","09:32:38",15,5,"Switch",0,"Novel39",3,"Novel13",0,2168,"eyesleft","4","0",0,1,(Dec 03 2013 09:32:38)
"77","AN8SUIGI03DLJ","Dec 03 2013","09:32:38",17,6,"Same",0,"Novel101",0,"Novel101",0,1965,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:32:38)
"79","AN8SUIGI03DLJ","Dec 03 2013","09:32:38",19,7,"Switch",1,"Novel112",3,"Novel130",0,2308,"eyesleft","4","0",0,1,(Dec 03 2013 09:32:38)
"265","ASB8T0H7L99RF","Dec 03 2013","09:36:25",5,0,"Switch",1,"Novel90",1,"Novel115",0,3619,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:36:25)
"267","ASB8T0H7L99RF","Dec 03 2013","09:36:25",7,1,"Same",1,"Novel130",0,"Novel130",0,4438,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:36:25)
"269","ASB8T0H7L99RF","Dec 03 2013","09:36:25",9,2,"Switch",0,"Novel134",1,"Novel16",2,2175,"eyesleft","4","0",0,1,(Dec 03 2013 09:36:25)
"271","ASB8T0H7L99RF","Dec 03 2013","09:36:25",11,3,"Same",1,"Novel116",2,"Novel116",2,3167,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:36:25)
"273","ASB8T0H7L99RF","Dec 03 2013","09:36:25",13,4,"Switch",1,"Novel131",3,"Novel132",0,2773,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:36:25)
"275","ASB8T0H7L99RF","Dec 03 2013","09:36:25",15,5,"Same",0,"Novel39",3,"Novel39",3,4263,"eyesleft","4","0",0,1,(Dec 03 2013 09:36:25)
"277","ASB8T0H7L99RF","Dec 03 2013","09:36:25",17,6,"Switch",0,"Novel33",1,"Novel54",2,3101,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:36:25)
"279","ASB8T0H7L99RF","Dec 03 2013","09:36:25",19,7,"Same",0,"Novel14",2,"Novel14",2,2457,"eyesleft","4","0",0,1,(Dec 03 2013 09:36:25)
"125","AVS077OA03NB6","Dec 03 2013","09:33:26",5,0,"Same",0,"Novel120",0,"Novel120",0,7798,"eyesdownright","4","0",0,1,(Dec 03 2013 09:33:26)
"127","AVS077OA03NB6","Dec 03 2013","09:33:26",7,1,"Switch",1,"Novel37",0,"Novel32",2,6107,"eyesdownleft","4","0",0,1,(Dec 03 2013 09:33:26)
"129","AVS077OA03NB6","Dec 03 2013","09:33:26",9,2,"Same",1,"Novel129",1,"Novel129",1,3124,"eyesdownright","4","0",0,1,(Dec 03 2013 09:33:26)
"131","AVS077OA03NB6","Dec 03 2013","09:33:26",11,3,"Switch",1,"Novel131",2,"Novel63",3,3083,"eyesleft","4","0",0,1,(Dec 03 2013 09:33:26)
"133","AVS077OA03NB6","Dec 03 2013","09:33:26",13,4,"Same",0,"Novel101",3,"Novel101",3,3828,"eyesleft","4","0",0,1,(Dec 03 2013 09:33:26)
"135","AVS077OA03NB6","Dec 03 2013","09:33:26",15,5,"Switch",0,"Novel92",0,"Novel125",1,3563,"eyesright","4","0",0,1,(Dec 03 2013 09:33:26)
"137","AVS077OA03NB6","Dec 03 2013","09:33:26",17,6,"Same",1,"Novel42",2,"Novel42",2,2868,"eyesleft","4","0",0,1,(Dec 03 2013 09:33:26)
"139","AVS077OA03NB6","Dec 03 2013","09:33:26",19,7,"Switch",0,"Novel5",0,"Novel67",1,5044,"eyesdownright","4","0",0,1,(Dec 03 2013 09:33:26)
