"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","condition","test","exposure","day.and.time","include","first.trial","numPicN","intervalN","correct"
"395","A1LJ5F9TIW88ND","Dec 02 2013","16:02:41",16,5,"Switch",1,"Novel88",1,"Novel88",1,2153,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:02:41),TRUE,FALSE,4,0,TRUE
"396","A1LJ5F9TIW88ND","Dec 02 2013","16:02:41",17,6,"Same",0,"Novel48",3,"Novel48",3,2137,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:02:41),TRUE,FALSE,4,0,TRUE
"397","A1LJ5F9TIW88ND","Dec 02 2013","16:02:41",14,4,"Same",1,"Novel35",3,"Novel35",3,718,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:02:41),TRUE,FALSE,4,0,TRUE
"398","A1LJ5F9TIW88ND","Dec 02 2013","16:02:41",19,7,"Switch",0,"Novel5",3,"Novel96",1,1045,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:02:41),TRUE,FALSE,4,0,FALSE
"399","A1LJ5F9TIW88ND","Dec 02 2013","16:02:41",20,7,"Switch",0,"Novel102",2,"Novel96",1,1279,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:02:41),TRUE,FALSE,4,0,FALSE
"400","A1LJ5F9TIW88ND","Dec 02 2013","16:02:41",18,6,"Same",0,"Novel48",2,"Novel48",3,780,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:02:41),TRUE,FALSE,4,0,TRUE
"401","A1MVX5US03MRC5","Jan 18 2014","15:33:08",20,7,"Same",0,"Novel138",0,"Novel37",0,1060,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,FALSE
"402","A1MVX5US03MRC5","Jan 18 2014","15:33:08",18,5,"Same",1,"Novel61",0,"Novel61",0,1116,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,TRUE
"403","A1MVX5US03MRC5","Jan 18 2014","15:33:08",19,6,"Switch",0,"Novel114",2,"Novel11",0,1985,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,FALSE
"408","A1MVX5US03MRC5","Jan 18 2014","15:33:08",5,0,"Switch",0,"Novel102",0,"Novel88",2,3269,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,FALSE
"409","A1MVX5US03MRC5","Jan 18 2014","15:33:08",6,1,"Same",0,"Novel28",2,"Novel28",2,4247,"eyesdownrightarrow","4","3","soc",0,1,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,TRUE
"410","A1MVX5US03MRC5","Jan 18 2014","15:33:08",7,2,"Switch",1,"Novel118",2,"Novel38",3,2162,"eyesdownrightarrow","4","3","soc",0,1,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,FALSE
"411","A1MVX5US03MRC5","Jan 18 2014","15:33:08",8,3,"Same",1,"Novel21",1,"Novel21",1,2022,"eyesdownleftarrow","4","3","soc",0,1,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,TRUE
"412","A1MVX5US03MRC5","Jan 18 2014","15:33:08",9,0,"Switch",0,"Novel81",1,"Novel88",2,5665,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:33:08),TRUE,TRUE,4,3,FALSE
"413","A1MVX5US03MRC5","Jan 18 2014","15:33:08",10,1,"Same",0,"Novel28",3,"Novel28",2,5464,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,TRUE
"414","A1MVX5US03MRC5","Jan 18 2014","15:33:08",11,2,"Switch",1,"Novel6",1,"Novel38",3,2670,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,FALSE
"415","A1MVX5US03MRC5","Jan 18 2014","15:33:08",12,3,"Same",1,"Novel21",1,"Novel21",1,1833,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,TRUE
"416","A1MVX5US03MRC5","Jan 18 2014","15:33:08",13,4,"Switch",1,"Novel76",2,"Novel14",3,1002,"eyesdownrightarrow","4","3","soc",0,1,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,FALSE
"417","A1MVX5US03MRC5","Jan 18 2014","15:33:08",14,5,"Same",1,"Novel61",0,"Novel61",0,1315,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,TRUE
"418","A1MVX5US03MRC5","Jan 18 2014","15:33:08",15,6,"Switch",0,"Novel90",2,"Novel11",0,697,"eyesdownrightarrow","4","3","soc",0,1,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,FALSE
"419","A1MVX5US03MRC5","Jan 18 2014","15:33:08",16,7,"Same",0,"Novel37",0,"Novel37",0,495,"eyesleftarrow","4","3","soc",0,1,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,TRUE
"420","A1MVX5US03MRC5","Jan 18 2014","15:33:08",17,4,"Switch",1,"Novel127",1,"Novel14",3,1940,"eyescenter2","4","3","soc",1,0,(Jan 18 2014 15:33:08),TRUE,FALSE,4,3,FALSE
"421","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",11,3,"Switch",0,"Novel117",3,"Novel26",0,4462,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,FALSE
"422","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",12,3,"Switch",0,"Novel103",0,"Novel26",0,2699,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,FALSE
"423","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",13,4,"Same",0,"Novel94",0,"Novel94",0,3182,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,TRUE
"428","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",5,0,"Same",0,"Novel112",3,"Novel112",3,3760,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,TRUE
"429","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",6,0,"Same",0,"Novel112",1,"Novel112",3,2636,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:23:39),TRUE,TRUE,4,0,TRUE
"430","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",7,1,"Switch",0,"Novel137",3,"Novel56",0,6396,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,FALSE
"431","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",8,1,"Switch",0,"Novel92",0,"Novel56",0,3604,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,FALSE
"432","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",9,2,"Same",1,"Novel9",2,"Novel9",2,2122,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,TRUE
"433","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",10,2,"Same",1,"Novel9",2,"Novel9",2,1321,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,TRUE
"434","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",15,5,"Switch",1,"Novel76",0,"Novel55",3,3604,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,FALSE
"435","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",16,5,"Switch",1,"Novel55",3,"Novel55",3,1981,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,TRUE
"436","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",17,6,"Same",1,"Novel124",3,"Novel124",3,2200,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,TRUE
"437","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",14,4,"Same",0,"Novel94",3,"Novel94",0,858,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,TRUE
"438","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",19,7,"Switch",1,"Novel97",3,"Novel32",0,2824,"eyescenter","4","0","nosoc",0,1,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,FALSE
"439","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",20,7,"Switch",1,"Novel52",2,"Novel32",0,1982,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,FALSE
"440","A1OQIXAU1SEJ4P","Dec 02 2013","16:23:39",18,6,"Same",1,"Novel124",3,"Novel124",3,858,"eyescenter","4","0","nosoc",1,0,(Dec 02 2013 16:23:39),TRUE,FALSE,4,0,TRUE
"441","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",20,7,"Switch",0,"Novel63",3,"Novel63",1,3794,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,TRUE
"442","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",18,5,"Switch",1,"Novel41",0,"Novel64",1,7358,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,FALSE
"443","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",19,6,"Same",1,"Novel43",3,"Novel43",3,7643,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,TRUE
"448","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",5,0,"Same",0,"Novel116",0,"Novel116",0,6040,"eyesright","4","3","nosoc",0,1,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,TRUE
"449","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",6,1,"Switch",0,"Novel121",0,"Novel120",2,7569,"eyesdownright","4","3","nosoc",0,1,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,FALSE
"450","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",7,2,"Same",1,"Novel23",3,"Novel23",3,8480,"eyesdownleft","4","3","nosoc",0,1,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,TRUE
"451","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",8,3,"Switch",1,"Novel98",1,"Novel77",3,7091,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,FALSE
"452","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",9,0,"Same",0,"Novel116",2,"Novel116",0,6138,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:03:40),TRUE,TRUE,4,3,TRUE
"453","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",10,1,"Switch",0,"Novel120",1,"Novel120",2,9517,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,TRUE
"454","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",11,2,"Same",1,"Novel23",3,"Novel23",3,6199,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,TRUE
"455","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",12,3,"Switch",1,"Novel77",3,"Novel77",3,4289,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,TRUE
"456","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",13,4,"Same",0,"Novel12",1,"Novel12",1,6178,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,TRUE
"457","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",14,5,"Switch",1,"Novel91",0,"Novel64",1,4275,"eyesdownleft","4","3","nosoc",0,1,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,FALSE
"458","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",15,6,"Same",1,"Novel43",3,"Novel43",3,4900,"eyesdownleft","4","3","nosoc",0,1,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,TRUE
"459","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",16,7,"Switch",0,"Novel113",0,"Novel63",1,4754,"eyesright","4","3","nosoc",0,1,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,FALSE
"460","A1OV86I0FAFAM1","Jan 19 2014","10:03:40",17,4,"Same",0,"Novel86",2,"Novel12",1,6677,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:03:40),TRUE,FALSE,4,3,FALSE
"461","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",10,2,"Same",0,"Novel49",0,"Novel49",2,1083,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,TRUE
"462","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",11,3,"Switch",1,"Novel17",1,"Novel21",3,3260,"eyesdownleftarrow","4","0","soc",0,1,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,FALSE
"463","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",12,3,"Switch",1,"Novel27",0,"Novel21",3,2746,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,FALSE
"464","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",13,4,"Same",1,"Novel91",3,"Novel91",3,2590,"eyesrightarrow","4","0","soc",0,1,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,TRUE
"469","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",5,0,"Same",0,"Novel129",1,"Novel129",1,20015,"eyesdownleftarrow","4","0","soc",0,1,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,TRUE
"470","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",6,0,"Same",0,"Novel129",0,"Novel129",1,19329,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:16:54),TRUE,TRUE,4,0,TRUE
"471","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",7,1,"Switch",0,"Novel84",2,"Novel135",0,7909,"eyesdownrightarrow","4","0","soc",0,1,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,FALSE
"472","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",8,1,"Switch",0,"Novel63",3,"Novel135",0,6864,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,FALSE
"473","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",9,2,"Same",0,"Novel49",2,"Novel49",2,3152,"eyesdownrightarrow","4","0","soc",0,1,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,TRUE
"474","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",14,4,"Same",1,"Novel91",3,"Novel91",3,936,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,TRUE
"475","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",15,5,"Switch",0,"Novel73",1,"Novel116",2,1560,"eyesdownleftarrow","4","0","soc",0,1,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,FALSE
"476","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",16,5,"Switch",0,"Novel103",1,"Novel116",2,3401,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,FALSE
"477","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",17,6,"Same",1,"Novel138",2,"Novel138",2,4087,"eyesdownrightarrow","4","0","soc",0,1,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,TRUE
"478","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",18,6,"Same",1,"Novel138",2,"Novel138",2,593,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,TRUE
"479","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",19,7,"Switch",1,"Novel32",2,"Novel114",1,2636,"eyesdownrightarrow","4","0","soc",0,1,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,FALSE
"480","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",20,7,"Switch",1,"Novel58",3,"Novel114",1,3167,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:16:54),TRUE,FALSE,4,0,FALSE
"481","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",6,0,"Same",1,"Novel69",1,"Novel69",1,3026,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 04:12:56),TRUE,TRUE,4,0,TRUE
"482","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",19,7,"Switch",0,"Novel136",1,"Novel123",3,1419,"eyesleftarrow","4","0","soc",0,1,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,FALSE
"483","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",20,7,"Switch",0,"Novel123",0,"Novel123",3,1918,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"484","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",5,0,"Same",1,"Novel69",1,"Novel69",1,5070,"eyesleftarrow","4","0","soc",0,1,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"489","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",18,6,"Same",0,"Novel138",0,"Novel138",2,796,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"490","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",10,2,"Same",0,"Novel25",3,"Novel25",2,795,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"491","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",7,1,"Switch",1,"Novel59",3,"Novel84",2,1919,"eyesdownrightarrow","4","0","soc",0,1,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,FALSE
"492","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",8,1,"Switch",1,"Novel84",2,"Novel84",2,3292,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"493","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",9,2,"Same",0,"Novel25",2,"Novel25",2,1264,"eyesdownrightarrow","4","0","soc",0,1,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"494","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",14,4,"Same",1,"Novel68",3,"Novel68",3,515,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"495","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",11,3,"Switch",0,"Novel43",3,"Novel60",2,1466,"eyesrightarrow","4","0","soc",0,1,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,FALSE
"496","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",12,3,"Switch",0,"Novel72",3,"Novel60",2,952,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,FALSE
"497","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",13,4,"Same",1,"Novel68",3,"Novel68",3,1607,"eyesrightarrow","4","0","soc",0,1,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"498","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",15,5,"Switch",1,"Novel85",2,"Novel23",0,1124,"eyesleftarrow","4","0","soc",0,1,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,FALSE
"499","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",16,5,"Switch",1,"Novel23",0,"Novel23",0,2371,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"500","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",17,6,"Same",0,"Novel138",2,"Novel138",2,1670,"eyesrightarrow","4","0","soc",0,1,(Dec 05 2013 04:12:56),TRUE,FALSE,4,0,TRUE
"503","A1USDMJVT10CE4","Dec 05 2013","03:21:14",14,4,"Switch",1,"Novel76",0,"Novel91",2,4945,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,FALSE
"504","A1USDMJVT10CE4","Dec 05 2013","03:21:14",15,5,"Same",1,"Novel108",1,"Novel108",1,1310,"eyesdownrightarrow","4","0","soc",0,1,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,TRUE
"507","A1USDMJVT10CE4","Dec 05 2013","03:21:14",5,0,"Switch",1,"Novel27",3,"Novel112",1,2121,"eyesrightarrow","4","0","soc",0,1,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,FALSE
"508","A1USDMJVT10CE4","Dec 05 2013","03:21:14",6,0,"Switch",1,"Novel103",0,"Novel112",1,3884,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:21:14),TRUE,TRUE,4,0,FALSE
"509","A1USDMJVT10CE4","Dec 05 2013","03:21:14",7,1,"Same",1,"Novel17",2,"Novel17",2,2184,"eyesdownrightarrow","4","0","soc",0,1,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,TRUE
"510","A1USDMJVT10CE4","Dec 05 2013","03:21:14",8,1,"Same",1,"Novel17",2,"Novel17",2,2371,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,TRUE
"511","A1USDMJVT10CE4","Dec 05 2013","03:21:14",9,2,"Switch",0,"Novel15",3,"Novel6",0,1810,"eyesdownrightarrow","4","0","soc",0,1,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,FALSE
"512","A1USDMJVT10CE4","Dec 05 2013","03:21:14",10,2,"Switch",0,"Novel132",0,"Novel6",0,1778,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,FALSE
"513","A1USDMJVT10CE4","Dec 05 2013","03:21:14",11,3,"Same",0,"Novel78",3,"Novel78",3,2886,"eyesrightarrow","4","0","soc",0,1,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,TRUE
"514","A1USDMJVT10CE4","Dec 05 2013","03:21:14",12,3,"Same",0,"Novel78",0,"Novel78",3,733,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,TRUE
"515","A1USDMJVT10CE4","Dec 05 2013","03:21:14",13,4,"Switch",1,"Novel25",1,"Novel91",2,1045,"eyesdownleftarrow","4","0","soc",0,1,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,FALSE
"516","A1USDMJVT10CE4","Dec 05 2013","03:21:14",18,6,"Switch",0,"Novel39",1,"Novel29",2,1638,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,FALSE
"517","A1USDMJVT10CE4","Dec 05 2013","03:21:14",19,7,"Same",0,"Novel66",0,"Novel66",0,4883,"eyesdownleftarrow","4","0","soc",0,1,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,TRUE
"518","A1USDMJVT10CE4","Dec 05 2013","03:21:14",16,5,"Same",1,"Novel108",1,"Novel108",1,655,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,TRUE
"519","A1USDMJVT10CE4","Dec 05 2013","03:21:14",17,6,"Switch",0,"Novel47",3,"Novel29",2,2949,"eyesdownleftarrow","4","0","soc",0,1,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,FALSE
"520","A1USDMJVT10CE4","Dec 05 2013","03:21:14",20,7,"Same",0,"Novel66",2,"Novel66",0,702,"eyescenter2","4","0","soc",1,0,(Dec 05 2013 03:21:14),TRUE,FALSE,4,0,TRUE
"521","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",7,2,"Switch",0,"Novel63",0,"Novel4",2,4881,"eyesdownright","4","3","nosoc",0,1,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,FALSE
"522","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",8,3,"Same",1,"Novel11",1,"Novel11",1,3907,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,TRUE
"527","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",5,0,"Switch",1,"Novel132",2,"Novel73",1,14173,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,FALSE
"528","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",6,1,"Same",0,"Novel2",0,"Novel2",0,4041,"eyesdownleft","4","3","nosoc",0,1,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,TRUE
"529","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",20,7,"Same",1,"Novel98",2,"Novel98",2,1089,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,TRUE
"530","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",12,3,"Same",1,"Novel11",1,"Novel11",1,1878,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,TRUE
"531","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",9,0,"Switch",1,"Novel73",1,"Novel73",1,2308,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:08:14),TRUE,TRUE,4,3,TRUE
"532","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",10,1,"Same",0,"Novel2",1,"Novel2",0,1331,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,TRUE
"533","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",11,2,"Switch",0,"Novel4",3,"Novel4",2,1387,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,TRUE
"534","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",16,7,"Same",1,"Novel98",2,"Novel98",2,1812,"eyesdownright","4","3","nosoc",0,1,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,TRUE
"535","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",13,4,"Switch",0,"Novel38",0,"Novel6",3,3283,"eyesright","4","3","nosoc",0,1,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,FALSE
"536","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",14,5,"Same",0,"Novel123",1,"Novel123",1,1267,"eyesleft","4","3","nosoc",0,1,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,TRUE
"537","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",15,6,"Switch",1,"Novel24",1,"Novel52",0,1436,"eyesdownright","4","3","nosoc",0,1,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,FALSE
"538","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",17,4,"Switch",0,"Novel30",2,"Novel6",3,3690,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,FALSE
"539","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",18,5,"Same",0,"Novel37",1,"Novel123",1,2218,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,FALSE
"540","A1W3OTNMCSEJ2D","Jan 19 2014","10:08:14",19,6,"Switch",1,"Novel100",3,"Novel52",0,3187,"eyescenter","4","3","nosoc",1,0,(Jan 19 2014 10:08:14),TRUE,FALSE,4,3,FALSE
