"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","test","exposure","day.and.time"
"491","A3OGXVZ41XKHBV","Dec 02 2013","16:24:00",11,3,"Same",0,"Novel127",1,"Novel127",1,3034,"eyescenter","4","0",0,1,(Dec 02 2013 16:24:00)
"493","A3OGXVZ41XKHBV","Dec 02 2013","16:24:00",13,4,"Switch",0,"Novel111",2,"Novel137",3,2184,"eyescenter","4","0",0,1,(Dec 02 2013 16:24:00)
"495","A3OGXVZ41XKHBV","Dec 02 2013","16:24:00",15,5,"Same",0,"Novel136",1,"Novel136",1,1155,"eyescenter","4","0",0,1,(Dec 02 2013 16:24:00)
"497","A3OGXVZ41XKHBV","Dec 02 2013","16:24:00",17,6,"Switch",1,"Novel38",2,"Novel58",3,1542,"eyescenter","4","0",0,1,(Dec 02 2013 16:24:00)
"499","A3OGXVZ41XKHBV","Dec 02 2013","16:24:00",19,7,"Same",1,"Novel31",0,"Novel31",0,1379,"eyescenter","4","0",0,1,(Dec 02 2013 16:24:00)
"85","A6O1VFV32LBS8","Dec 02 2013","16:00:24",5,0,"Same",0,"Novel41",2,"Novel41",2,3415,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:24)
"87","A6O1VFV32LBS8","Dec 02 2013","16:00:24",7,1,"Switch",0,"Novel10",0,"Novel31",1,2095,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:24)
"89","A6O1VFV32LBS8","Dec 02 2013","16:00:24",9,2,"Same",1,"Novel104",1,"Novel104",1,581,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:24)
"91","A6O1VFV32LBS8","Dec 02 2013","16:00:24",11,3,"Switch",1,"Novel59",2,"Novel1",1,1469,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:24)
"93","A6O1VFV32LBS8","Dec 02 2013","16:00:24",13,4,"Same",0,"Novel116",2,"Novel116",2,2354,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:24)
"95","A6O1VFV32LBS8","Dec 02 2013","16:00:24",15,5,"Switch",0,"Novel129",2,"Novel19",3,3714,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:24)
"97","A6O1VFV32LBS8","Dec 02 2013","16:00:24",17,6,"Same",1,"Novel83",3,"Novel83",3,4851,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:24)
"99","A6O1VFV32LBS8","Dec 02 2013","16:00:24",19,7,"Switch",1,"Novel37",2,"Novel27",0,672,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:24)
"405","A6YMRKGNX6D3Z","Dec 02 2013","16:10:30",5,0,"Switch",0,"Novel124",1,"Novel37",0,11338,"eyescenter","4","0",0,1,(Dec 02 2013 16:10:30)
"407","A6YMRKGNX6D3Z","Dec 02 2013","16:10:30",7,1,"Same",1,"Novel42",1,"Novel42",1,1981,"eyescenter","4","0",0,1,(Dec 02 2013 16:10:30)
"409","A6YMRKGNX6D3Z","Dec 02 2013","16:10:30",9,2,"Switch",0,"Novel4",2,"Novel32",0,1653,"eyescenter","4","0",0,1,(Dec 02 2013 16:10:30)
"411","A6YMRKGNX6D3Z","Dec 02 2013","16:10:30",11,3,"Same",0,"Novel107",1,"Novel107",1,1841,"eyescenter","4","0",0,1,(Dec 02 2013 16:10:30)
"413","A6YMRKGNX6D3Z","Dec 02 2013","16:10:30",13,4,"Switch",1,"Novel126",2,"Novel3",3,2356,"eyescenter","4","0",0,1,(Dec 02 2013 16:10:30)
"415","A6YMRKGNX6D3Z","Dec 02 2013","16:10:30",15,5,"Same",1,"Novel78",3,"Novel78",3,1544,"eyescenter","4","0",0,1,(Dec 02 2013 16:10:30)
"417","A6YMRKGNX6D3Z","Dec 02 2013","16:10:30",17,6,"Switch",1,"Novel68",3,"Novel51",2,2231,"eyescenter","4","0",0,1,(Dec 02 2013 16:10:30)
"419","A6YMRKGNX6D3Z","Dec 02 2013","16:10:30",19,7,"Same",0,"Novel67",2,"Novel67",2,2402,"eyescenter","4","0",0,1,(Dec 02 2013 16:10:30)
"205","A9QYAH5BONH1W","Dec 02 2013","16:03:11",5,0,"Switch",0,"Novel102",3,"Novel98",2,4119,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:11)
"207","A9QYAH5BONH1W","Dec 02 2013","16:03:11",7,1,"Same",0,"Novel105",1,"Novel105",1,1186,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:11)
"209","A9QYAH5BONH1W","Dec 02 2013","16:03:11",9,2,"Switch",0,"Novel66",0,"Novel139",3,1248,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:11)
"211","A9QYAH5BONH1W","Dec 02 2013","16:03:11",11,3,"Same",1,"Novel127",1,"Novel127",1,1061,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:11)
"213","A9QYAH5BONH1W","Dec 02 2013","16:03:11",13,4,"Switch",1,"Novel134",0,"Novel112",2,1186,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:11)
"215","A9QYAH5BONH1W","Dec 02 2013","16:03:11",15,5,"Same",0,"Novel14",3,"Novel14",3,2933,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:11)
"217","A9QYAH5BONH1W","Dec 02 2013","16:03:11",17,6,"Switch",1,"Novel117",1,"Novel119",2,1887,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:11)
"219","A9QYAH5BONH1W","Dec 02 2013","16:03:11",19,7,"Same",1,"Novel140",2,"Novel140",2,858,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:11)
"365","ABM77ZQWCHPNX","Dec 02 2013","16:09:13",5,0,"Same",1,"Novel38",3,"Novel38",3,6603,"eyescenter","4","0",0,1,(Dec 02 2013 16:09:13)
"367","ABM77ZQWCHPNX","Dec 02 2013","16:09:13",7,1,"Switch",0,"Novel86",1,"Novel48",3,3401,"eyescenter","4","0",0,1,(Dec 02 2013 16:09:13)
"369","ABM77ZQWCHPNX","Dec 02 2013","16:09:13",9,2,"Same",0,"Novel112",2,"Novel112",2,4711,"eyescenter","4","0",0,1,(Dec 02 2013 16:09:13)
"371","ABM77ZQWCHPNX","Dec 02 2013","16:09:13",11,3,"Switch",0,"Novel6",1,"Novel18",2,3869,"eyescenter","4","0",0,1,(Dec 02 2013 16:09:13)
"373","ABM77ZQWCHPNX","Dec 02 2013","16:09:13",13,4,"Same",1,"Novel136",1,"Novel136",1,2699,"eyescenter","4","0",0,1,(Dec 02 2013 16:09:13)
"375","ABM77ZQWCHPNX","Dec 02 2013","16:09:13",15,5,"Switch",1,"Novel66",3,"Novel54",0,2449,"eyescenter","4","0",0,1,(Dec 02 2013 16:09:13)
"377","ABM77ZQWCHPNX","Dec 02 2013","16:09:13",17,6,"Same",0,"Novel70",3,"Novel70",3,4362,"eyescenter","4","0",0,1,(Dec 02 2013 16:09:13)
"379","ABM77ZQWCHPNX","Dec 02 2013","16:09:13",19,7,"Switch",1,"Novel29",1,"Novel91",0,3447,"eyescenter","4","0",0,1,(Dec 02 2013 16:09:13)
"45","ACLR7H75VUEN9","Dec 02 2013","15:59:45",5,0,"Switch",0,"Novel50",3,"Novel112",0,5226,"eyescenter","4","0",0,1,(Dec 02 2013 15:59:45)
"47","ACLR7H75VUEN9","Dec 02 2013","15:59:45",7,1,"Same",1,"Novel99",3,"Novel99",3,2856,"eyescenter","4","0",0,1,(Dec 02 2013 15:59:45)
"49","ACLR7H75VUEN9","Dec 02 2013","15:59:45",9,2,"Switch",1,"Novel125",2,"Novel129",0,2619,"eyescenter","4","0",0,1,(Dec 02 2013 15:59:45)
"51","ACLR7H75VUEN9","Dec 02 2013","15:59:45",11,3,"Same",0,"Novel119",3,"Novel119",3,2737,"eyescenter","4","0",0,1,(Dec 02 2013 15:59:45)
"53","ACLR7H75VUEN9","Dec 02 2013","15:59:45",13,4,"Switch",0,"Novel39",1,"Novel132",2,3130,"eyescenter","4","0",0,1,(Dec 02 2013 15:59:45)
"55","ACLR7H75VUEN9","Dec 02 2013","15:59:45",15,5,"Same",0,"Novel82",2,"Novel82",2,1511,"eyescenter","4","0",0,1,(Dec 02 2013 15:59:45)
"57","ACLR7H75VUEN9","Dec 02 2013","15:59:45",17,6,"Switch",1,"Novel110",2,"Novel115",3,2600,"eyescenter","4","0",0,1,(Dec 02 2013 15:59:45)
"59","ACLR7H75VUEN9","Dec 02 2013","15:59:45",19,7,"Same",1,"Novel65",3,"Novel65",3,5994,"eyescenter","4","0",0,1,(Dec 02 2013 15:59:45)
"345","AI885RNRGVIFM","Dec 02 2013","16:05:47",5,0,"Switch",0,"Novel77",0,"Novel83",2,4934,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:47)
"347","AI885RNRGVIFM","Dec 02 2013","16:05:47",7,1,"Same",0,"Novel64",2,"Novel64",2,3834,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:47)
"349","AI885RNRGVIFM","Dec 02 2013","16:05:47",9,2,"Switch",1,"Novel29",1,"Novel19",0,7765,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:47)
"351","AI885RNRGVIFM","Dec 02 2013","16:05:47",11,3,"Same",0,"Novel91",2,"Novel91",2,3245,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:47)
"353","AI885RNRGVIFM","Dec 02 2013","16:05:47",13,4,"Switch",0,"Novel36",0,"Novel140",2,4137,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:47)
"355","AI885RNRGVIFM","Dec 02 2013","16:05:47",15,5,"Same",1,"Novel119",2,"Novel119",2,2932,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:47)
"357","AI885RNRGVIFM","Dec 02 2013","16:05:47",17,6,"Switch",1,"Novel25",2,"Novel41",3,3017,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:47)
"359","AI885RNRGVIFM","Dec 02 2013","16:05:47",19,7,"Same",1,"Novel44",3,"Novel44",3,1948,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:47)
"65","AKO4O0L9613K5","Dec 02 2013","16:00:03",5,0,"Switch",1,"Novel121",0,"Novel109",1,4836,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:03)
"67","AKO4O0L9613K5","Dec 02 2013","16:00:03",7,1,"Same",1,"Novel85",2,"Novel85",2,3713,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:03)
"69","AKO4O0L9613K5","Dec 02 2013","16:00:03",9,2,"Switch",0,"Novel30",1,"Novel118",0,3073,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:03)
"71","AKO4O0L9613K5","Dec 02 2013","16:00:03",11,3,"Same",0,"Novel122",2,"Novel122",2,1497,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:03)
"73","AKO4O0L9613K5","Dec 02 2013","16:00:03",13,4,"Switch",0,"Novel93",2,"Novel114",0,3183,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:03)
"75","AKO4O0L9613K5","Dec 02 2013","16:00:03",15,5,"Same",1,"Novel116",0,"Novel116",0,3120,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:03)
"77","AKO4O0L9613K5","Dec 02 2013","16:00:03",17,6,"Switch",1,"Novel75",3,"Novel102",1,6256,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:03)
"79","AKO4O0L9613K5","Dec 02 2013","16:00:03",19,7,"Same",0,"Novel40",3,"Novel40",3,1950,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:03)
