"","subid","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","intervalNum","include","first.trial","numPicN","correct"
"1162","A1HCBT17FZ0ZNX","06:17:58",2,"Social","One",6,0,"Same",1,"squirrel",1,"",0,883,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1163","A1HCBT17FZ0ZNX","06:17:58",3,"Social","One",6,0,"Same",1,"tomato",4,"",0,1122,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1164","A1HCBT17FZ0ZNX","06:17:58",4,"Social","One",6,0,"Same",1,"tomato",0,"",0,720,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1165","A1HCBT17FZ0ZNX","06:17:58",5,"Social","One",6,0,"Same",1,"Novel73",1,"Novel73",1,1584,"eyes_right_90",5,1,0,0,1,TRUE,FALSE,6,TRUE
"1166","A1HCBT17FZ0ZNX","06:17:58",6,"Social","One",6,1,"Switch",1,"Novel87",5,"Novel74",2,3045,"eyes_right",3,1,0,0,1,TRUE,FALSE,6,FALSE
"1167","A1HCBT17FZ0ZNX","06:17:58",7,"Social","One",6,0,"Same",1,"Novel73",1,"Novel73",1,1518,"eyescenter",-1,0,1,0,1,TRUE,TRUE,6,TRUE
"1168","A1HCBT17FZ0ZNX","06:17:58",8,"Social","One",6,1,"Switch",1,"Novel85",3,"Novel74",2,6178,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1169","A1HCBT17FZ0ZNX","06:17:58",9,"Social","One",6,2,"Same",0,"Novel37",3,"Novel37",3,1268,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,TRUE
"1170","A1HCBT17FZ0ZNX","06:17:58",10,"Social","One",6,3,"Switch",1,"Novel25",0,"Novel47",4,819,"eyes_left_90",4,1,0,0,1,TRUE,FALSE,6,FALSE
"1171","A1HCBT17FZ0ZNX","06:17:58",11,"Social","One",6,2,"Same",0,"Novel37",5,"Novel37",3,605,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1172","A1HCBT17FZ0ZNX","06:17:58",12,"Social","One",6,3,"Switch",1,"Novel47",4,"Novel47",4,1831,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1173","A1HCBT17FZ0ZNX","06:17:58",13,"Social","One",6,4,"Same",0,"Novel75",1,"Novel75",1,1120,"eyes_right_90",5,1,0,0,1,TRUE,FALSE,6,TRUE
"1174","A1HCBT17FZ0ZNX","06:17:58",14,"Social","One",6,5,"Switch",0,"Novel58",3,"Novel67",0,931,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,FALSE
"1175","A1HCBT17FZ0ZNX","06:17:58",15,"Social","One",6,4,"Same",0,"Novel75",4,"Novel75",1,554,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1176","A1HCBT17FZ0ZNX","06:17:58",16,"Social","One",6,5,"Switch",0,"Novel20",3,"Novel67",0,877,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1177","A1HCBT17FZ0ZNX","06:17:58",17,"Social","One",6,6,"Same",1,"Novel81",3,"Novel81",3,1315,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,TRUE
"1178","A1HCBT17FZ0ZNX","06:17:58",18,"Social","One",6,7,"Switch",0,"Novel55",2,"Novel138",1,1168,"eyes_left",0,1,0,0,1,TRUE,FALSE,6,FALSE
"1179","A1HCBT17FZ0ZNX","06:17:58",19,"Social","One",6,6,"Same",1,"Novel81",3,"Novel81",3,606,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1180","A1HCBT17FZ0ZNX","06:17:58",20,"Social","One",6,7,"Switch",0,"Novel138",5,"Novel138",1,2306,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1181","A1HOEA3Y6W3FPZ","19:34:00",1,"Social","One",6,0,"Same",0,"squirrel",3,"",0,4218,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1182","A1HOEA3Y6W3FPZ","19:34:00",2,"Social","One",6,0,"Same",0,"squirrel",1,"",0,3755,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1183","A1HOEA3Y6W3FPZ","19:34:00",3,"Social","One",6,0,"Same",0,"tomato",4,"",0,3252,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1184","A1HOEA3Y6W3FPZ","19:34:00",4,"Social","One",6,0,"Same",0,"tomato",0,"",0,3012,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1185","A1HOEA3Y6W3FPZ","19:34:00",5,"Social","One",6,0,"Same",0,"Novel67",3,"Novel67",3,16653,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,TRUE
"1186","A1HOEA3Y6W3FPZ","19:34:00",6,"Social","One",6,1,"Switch",0,"Novel27",5,"Novel25",1,14153,"eyes_down_right",2,1,0,0,1,TRUE,FALSE,6,FALSE
"1187","A1HOEA3Y6W3FPZ","19:34:00",7,"Social","One",6,0,"Same",0,"Novel67",5,"Novel67",3,9919,"eyescenter",-1,0,1,0,1,TRUE,TRUE,6,TRUE
"1188","A1HOEA3Y6W3FPZ","19:34:00",8,"Social","One",6,1,"Switch",0,"Novel25",4,"Novel25",1,11827,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1189","A1HOEA3Y6W3FPZ","19:34:00",9,"Social","One",6,2,"Same",1,"Novel135",1,"Novel135",1,16602,"eyes_left_90",4,1,0,0,1,TRUE,FALSE,6,TRUE
"1190","A1HOEA3Y6W3FPZ","19:34:00",10,"Social","One",6,3,"Switch",1,"Novel82",2,"Novel59",0,6844,"eyes_right",3,1,0,0,1,TRUE,FALSE,6,FALSE
"1191","A1HOEA3Y6W3FPZ","19:34:00",11,"Social","One",6,2,"Same",1,"Novel135",1,"Novel135",1,4050,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1192","A1HOEA3Y6W3FPZ","19:34:00",12,"Social","One",6,3,"Switch",1,"Novel59",0,"Novel59",0,8443,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1193","A1HOEA3Y6W3FPZ","19:34:00",13,"Social","One",6,4,"Same",0,"Novel108",2,"Novel108",2,27295,"eyes_right_90",5,1,0,0,1,TRUE,FALSE,6,TRUE
"1194","A1HOEA3Y6W3FPZ","19:34:00",14,"Social","One",6,5,"Switch",0,"Novel9",0,"Novel28",3,25462,"eyes_left_90",4,1,0,0,1,TRUE,FALSE,6,FALSE
"1195","A1HOEA3Y6W3FPZ","19:34:00",15,"Social","One",6,4,"Same",0,"Novel8",1,"Novel108",2,13912,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1196","A1HOEA3Y6W3FPZ","19:34:00",16,"Social","One",6,5,"Switch",0,"Novel28",0,"Novel28",3,6571,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1197","A1HOEA3Y6W3FPZ","19:34:00",17,"Social","One",6,6,"Same",1,"Novel42",4,"Novel42",4,8357,"eyes_right_90",5,1,0,0,1,TRUE,FALSE,6,TRUE
"1198","A1HOEA3Y6W3FPZ","19:34:00",18,"Social","One",6,7,"Switch",1,"Novel4",3,"Novel86",2,9795,"eyes_down_right",2,1,0,0,1,TRUE,FALSE,6,FALSE
"1199","A1HOEA3Y6W3FPZ","19:34:00",19,"Social","One",6,6,"Same",1,"Novel42",4,"Novel42",4,4848,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1200","A1HOEA3Y6W3FPZ","19:34:00",20,"Social","One",6,7,"Switch",1,"Novel129",1,"Novel86",2,5112,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1201","A1HU9IOTYXB4YY","18:04:02",1,"No-Social","One",6,0,"Same",1,"squirrel",3,"",0,11381,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1202","A1HU9IOTYXB4YY","18:04:02",2,"No-Social","One",6,0,"Same",1,"squirrel",1,"",0,3618,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1203","A1HU9IOTYXB4YY","18:04:02",3,"No-Social","One",6,0,"Same",1,"tomato",4,"",0,3190,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1204","A1HU9IOTYXB4YY","18:04:02",4,"No-Social","One",6,0,"Same",1,"tomato",0,"",0,2998,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1205","A1HU9IOTYXB4YY","18:04:02",5,"No-Social","One",6,0,"Same",1,"Novel77",4,"Novel77",4,10973,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"1206","A1HU9IOTYXB4YY","18:04:02",6,"No-Social","One",6,1,"Switch",1,"Novel49",5,"Novel133",3,10714,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"1207","A1HU9IOTYXB4YY","18:04:02",7,"No-Social","One",6,0,"Same",1,"Novel77",4,"Novel77",4,6345,"eyescenter",-1,0,1,0,1,TRUE,TRUE,6,TRUE
"1208","A1HU9IOTYXB4YY","18:04:02",8,"No-Social","One",6,1,"Switch",1,"Novel8",4,"Novel133",3,20039,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1209","A1HU9IOTYXB4YY","18:04:02",9,"No-Social","One",6,2,"Same",0,"Novel67",1,"Novel67",1,13903,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"1210","A1HU9IOTYXB4YY","18:04:02",10,"No-Social","One",6,3,"Switch",0,"Novel22",3,"Novel139",5,5190,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"1211","A1HU9IOTYXB4YY","18:04:02",11,"No-Social","One",6,2,"Same",0,"Novel67",0,"Novel67",1,4458,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1212","A1HU9IOTYXB4YY","18:04:02",12,"No-Social","One",6,3,"Switch",0,"Novel118",4,"Novel139",5,8829,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1213","A1HU9IOTYXB4YY","18:04:02",13,"No-Social","One",6,4,"Same",1,"Novel82",1,"Novel82",1,2703,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"1214","A1HU9IOTYXB4YY","18:04:02",14,"No-Social","One",6,5,"Switch",1,"Novel125",0,"Novel87",5,6103,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"1215","A1HU9IOTYXB4YY","18:04:02",15,"No-Social","One",6,4,"Same",1,"Novel82",1,"Novel82",1,2367,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1216","A1HU9IOTYXB4YY","18:04:02",16,"No-Social","One",6,5,"Switch",1,"Novel37",1,"Novel87",5,4715,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1217","A1HU9IOTYXB4YY","18:04:02",17,"No-Social","One",6,6,"Same",0,"Novel122",4,"Novel122",4,3874,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"1218","A1HU9IOTYXB4YY","18:04:02",18,"No-Social","One",6,7,"Switch",0,"Novel111",0,"Novel33",4,2963,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"1219","A1HU9IOTYXB4YY","18:04:02",19,"No-Social","One",6,6,"Same",0,"Novel137",1,"Novel122",4,4442,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1220","A1HU9IOTYXB4YY","18:04:02",20,"No-Social","One",6,7,"Switch",0,"Novel43",0,"Novel33",4,7107,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1221","A1HWKNHFDR7GAR","14:40:41",1,"No-Social","Three",6,0,"Switch",0,"squirrel",3,"",0,3401,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"1222","A1HWKNHFDR7GAR","14:40:41",2,"No-Social","Three",6,0,"Switch",0,"squirrel",1,"",0,5981,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"1223","A1HWKNHFDR7GAR","14:40:41",3,"No-Social","Three",6,0,"Switch",0,"tomato",4,"",0,1817,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"1224","A1HWKNHFDR7GAR","14:40:41",4,"No-Social","Three",6,0,"Switch",0,"tomato",0,"",0,2284,"eyescenter",-1,0,0,1,3,TRUE,FALSE,6,FALSE
"1225","A1HWKNHFDR7GAR","14:40:41",5,"No-Social","Three",6,0,"Switch",0,"Novel102",5,"Novel26",3,11486,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE
"1226","A1HWKNHFDR7GAR","14:40:41",6,"No-Social","Three",6,1,"Same",0,"Novel46",5,"Novel46",5,5573,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE
"1227","A1HWKNHFDR7GAR","14:40:41",7,"No-Social","Three",6,2,"Switch",1,"Novel4",0,"Novel83",2,16888,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE
"1228","A1HWKNHFDR7GAR","14:40:41",8,"No-Social","Three",6,3,"Same",0,"Novel33",4,"Novel33",4,4177,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE
"1229","A1HWKNHFDR7GAR","14:40:41",9,"No-Social","Three",6,0,"Switch",0,"Novel42",1,"Novel26",3,7532,"eyescenter",-1,0,1,0,3,TRUE,TRUE,6,FALSE
"1230","A1HWKNHFDR7GAR","14:40:41",10,"No-Social","Three",6,1,"Same",0,"Novel46",4,"Novel46",5,3548,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"1231","A1HWKNHFDR7GAR","14:40:41",11,"No-Social","Three",6,2,"Switch",1,"Novel83",2,"Novel83",2,2757,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"1232","A1HWKNHFDR7GAR","14:40:41",12,"No-Social","Three",6,3,"Same",0,"Novel33",5,"Novel33",4,3590,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"1233","A1HWKNHFDR7GAR","14:40:41",13,"No-Social","Three",6,4,"Switch",0,"Novel104",3,"Novel133",4,8223,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE
"1234","A1HWKNHFDR7GAR","14:40:41",14,"No-Social","Three",6,5,"Same",1,"Novel15",2,"Novel15",2,9272,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE
"1235","A1HWKNHFDR7GAR","14:40:41",15,"No-Social","Three",6,6,"Switch",1,"Novel17",1,"Novel11",5,6856,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,FALSE
"1236","A1HWKNHFDR7GAR","14:40:41",16,"No-Social","Three",6,7,"Same",1,"Novel23",5,"Novel23",5,2762,"eyescenter",-1,1,0,0,3,TRUE,FALSE,6,TRUE
"1237","A1HWKNHFDR7GAR","14:40:41",17,"No-Social","Three",6,4,"Switch",0,"Novel133",1,"Novel133",4,5388,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"1238","A1HWKNHFDR7GAR","14:40:41",18,"No-Social","Three",6,5,"Same",1,"Novel15",2,"Novel15",2,6539,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"1239","A1HWKNHFDR7GAR","14:40:41",19,"No-Social","Three",6,6,"Switch",1,"Novel108",2,"Novel11",5,6473,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,FALSE
"1240","A1HWKNHFDR7GAR","14:40:41",20,"No-Social","Three",6,7,"Same",1,"Novel23",5,"Novel23",5,5510,"eyescenter",-1,0,1,0,3,TRUE,FALSE,6,TRUE
"1241","A1HZ1XXE6HWAAE","18:08:46",1,"Social","One",6,0,"Switch",0,"squirrel",3,"",0,2125,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1242","A1HZ1XXE6HWAAE","18:08:46",2,"Social","One",6,0,"Switch",0,"squirrel",1,"",0,1298,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1243","A1HZ1XXE6HWAAE","18:08:46",3,"Social","One",6,0,"Switch",0,"tomato",4,"",0,1333,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1244","A1HZ1XXE6HWAAE","18:08:46",4,"Social","One",6,0,"Switch",0,"tomato",0,"",0,1283,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1245","A1HZ1XXE6HWAAE","18:08:46",5,"Social","One",6,0,"Switch",0,"Novel6",3,"Novel67",0,5067,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,FALSE
"1246","A1HZ1XXE6HWAAE","18:08:46",6,"Social","One",6,1,"Same",1,"Novel12",1,"Novel12",1,1576,"eyes_right_90",5,1,0,0,1,TRUE,FALSE,6,TRUE
"1247","A1HZ1XXE6HWAAE","18:08:46",7,"Social","One",6,0,"Switch",0,"Novel23",2,"Novel67",0,5012,"eyescenter",-1,0,1,0,1,TRUE,TRUE,6,FALSE
"1248","A1HZ1XXE6HWAAE","18:08:46",8,"Social","One",6,1,"Same",1,"Novel12",1,"Novel12",1,1295,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1249","A1HZ1XXE6HWAAE","18:08:46",9,"Social","One",6,2,"Switch",0,"Novel127",3,"Novel115",1,2124,"eyes_down_left",1,1,0,0,1,TRUE,FALSE,6,FALSE
"1250","A1HZ1XXE6HWAAE","18:08:46",10,"Social","One",6,3,"Same",0,"Novel132",0,"Novel132",0,1569,"eyes_left_90",4,1,0,0,1,TRUE,FALSE,6,TRUE
"1251","A1HZ1XXE6HWAAE","18:08:46",11,"Social","One",6,2,"Switch",0,"Novel115",4,"Novel115",1,5387,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1252","A1HZ1XXE6HWAAE","18:08:46",12,"Social","One",6,3,"Same",0,"Novel132",5,"Novel132",0,2145,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1253","A1HZ1XXE6HWAAE","18:08:46",13,"Social","One",6,4,"Switch",1,"Novel3",4,"Novel50",1,5248,"eyes_down_right",2,1,0,0,1,TRUE,FALSE,6,FALSE
"1254","A1HZ1XXE6HWAAE","18:08:46",14,"Social","One",6,5,"Same",0,"Novel92",4,"Novel92",4,1743,"eyes_down_right",2,1,0,0,1,TRUE,FALSE,6,TRUE
"1255","A1HZ1XXE6HWAAE","18:08:46",15,"Social","One",6,4,"Switch",1,"Novel136",4,"Novel50",1,15611,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1256","A1HZ1XXE6HWAAE","18:08:46",16,"Social","One",6,5,"Same",0,"Novel92",0,"Novel92",4,877,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1257","A1HZ1XXE6HWAAE","18:08:46",17,"Social","One",6,6,"Switch",1,"Novel66",2,"Novel59",3,2877,"eyes_left",0,1,0,0,1,TRUE,FALSE,6,FALSE
"1258","A1HZ1XXE6HWAAE","18:08:46",18,"Social","One",6,7,"Same",1,"Novel83",5,"Novel83",5,6309,"eyes_right",3,1,0,0,1,TRUE,FALSE,6,TRUE
"1259","A1HZ1XXE6HWAAE","18:08:46",19,"Social","One",6,6,"Switch",1,"Novel76",1,"Novel59",3,4409,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1260","A1HZ1XXE6HWAAE","18:08:46",20,"Social","One",6,7,"Same",1,"Novel83",5,"Novel83",5,1195,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1261","A1I0RLH67V5YYS","08:58:12",1,"Social","Zero",6,0,"Same",1,"squirrel",3,"",0,3145,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE
"1262","A1I0RLH67V5YYS","08:58:12",2,"Social","Zero",6,0,"Same",1,"squirrel",1,"",0,1450,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE
"1263","A1I0RLH67V5YYS","08:58:12",3,"Social","Zero",6,0,"Same",1,"tomato",4,"",0,3954,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE
"1264","A1I0RLH67V5YYS","08:58:12",4,"Social","Zero",6,0,"Same",1,"tomato",0,"",0,3069,"eyescenter",-1,0,0,1,0,TRUE,FALSE,6,FALSE
"1265","A1I0RLH67V5YYS","08:58:12",5,"Social","Zero",6,0,"Same",1,"Novel54",4,"Novel54",4,1804,"eyes_down_right",2,1,0,0,0,TRUE,FALSE,6,TRUE
"1266","A1I0RLH67V5YYS","08:58:12",6,"Social","Zero",6,0,"Same",1,"Novel54",4,"Novel54",4,1540,"eyescenter",-1,0,1,0,0,TRUE,TRUE,6,TRUE
"1267","A1I0RLH67V5YYS","08:58:12",7,"Social","Zero",6,1,"Switch",0,"Novel43",1,"Novel4",5,1586,"eyes_right_90",5,1,0,0,0,TRUE,FALSE,6,FALSE
"1268","A1I0RLH67V5YYS","08:58:12",8,"Social","Zero",6,1,"Switch",0,"Novel128",3,"Novel4",5,4276,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE
"1269","A1I0RLH67V5YYS","08:58:12",9,"Social","Zero",6,2,"Same",1,"Novel10",1,"Novel10",1,1644,"eyes_right_90",5,1,0,0,0,TRUE,FALSE,6,TRUE
"1270","A1I0RLH67V5YYS","08:58:12",10,"Social","Zero",6,2,"Same",1,"Novel10",1,"Novel10",1,1011,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE
"1271","A1I0RLH67V5YYS","08:58:12",11,"Social","Zero",6,3,"Switch",1,"Novel55",3,"Novel109",5,1703,"eyes_down_left",1,1,0,0,0,TRUE,FALSE,6,FALSE
"1272","A1I0RLH67V5YYS","08:58:12",12,"Social","Zero",6,3,"Switch",1,"Novel101",3,"Novel109",5,7014,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE
"1273","A1I0RLH67V5YYS","08:58:12",13,"Social","Zero",6,4,"Same",0,"Novel17",0,"Novel17",0,1341,"eyes_left_90",4,1,0,0,0,TRUE,FALSE,6,TRUE
"1274","A1I0RLH67V5YYS","08:58:12",14,"Social","Zero",6,4,"Same",0,"Novel17",2,"Novel17",0,1279,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE
"1275","A1I0RLH67V5YYS","08:58:12",15,"Social","Zero",6,5,"Switch",1,"Novel8",5,"Novel14",4,1700,"eyes_right",3,1,0,0,0,TRUE,FALSE,6,FALSE
"1276","A1I0RLH67V5YYS","08:58:12",16,"Social","Zero",6,5,"Switch",1,"Novel21",2,"Novel14",4,1534,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE
"1277","A1I0RLH67V5YYS","08:58:12",17,"Social","Zero",6,6,"Same",0,"Novel104",5,"Novel104",5,1419,"eyes_right",3,1,0,0,0,TRUE,FALSE,6,TRUE
"1278","A1I0RLH67V5YYS","08:58:12",18,"Social","Zero",6,6,"Same",0,"Novel104",1,"Novel104",5,1161,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,TRUE
"1279","A1I0RLH67V5YYS","08:58:12",19,"Social","Zero",6,7,"Switch",0,"Novel59",1,"Novel28",4,1345,"eyes_right_90",5,1,0,0,0,TRUE,FALSE,6,FALSE
"1280","A1I0RLH67V5YYS","08:58:12",20,"Social","Zero",6,7,"Switch",0,"Novel138",1,"Novel28",4,1641,"eyescenter",-1,0,1,0,0,TRUE,FALSE,6,FALSE
"1281","A1IA4CST74I1Q8","08:19:25",1,"No-Social","One",6,0,"Same",1,"squirrel",3,"",0,3896,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1282","A1IA4CST74I1Q8","08:19:25",2,"No-Social","One",6,0,"Same",1,"squirrel",1,"",0,1328,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1283","A1IA4CST74I1Q8","08:19:25",3,"No-Social","One",6,0,"Same",1,"tomato",4,"",0,1605,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1284","A1IA4CST74I1Q8","08:19:25",4,"No-Social","One",6,0,"Same",1,"tomato",0,"",0,1338,"eyescenter",-1,0,0,1,1,TRUE,FALSE,6,FALSE
"1285","A1IA4CST74I1Q8","08:19:25",5,"No-Social","One",6,0,"Same",1,"Novel134",2,"Novel134",2,2328,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"1286","A1IA4CST74I1Q8","08:19:25",6,"No-Social","One",6,1,"Switch",1,"Novel107",5,"Novel40",4,2316,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"1287","A1IA4CST74I1Q8","08:19:25",7,"No-Social","One",6,0,"Same",1,"Novel134",2,"Novel134",2,2247,"eyescenter",-1,0,1,0,1,TRUE,TRUE,6,TRUE
"1288","A1IA4CST74I1Q8","08:19:25",8,"No-Social","One",6,1,"Switch",1,"Novel40",4,"Novel40",4,2220,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1289","A1IA4CST74I1Q8","08:19:25",9,"No-Social","One",6,2,"Same",0,"Novel123",1,"Novel123",1,1593,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"1290","A1IA4CST74I1Q8","08:19:25",10,"No-Social","One",6,3,"Switch",0,"Novel43",2,"Novel106",0,3541,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"1291","A1IA4CST74I1Q8","08:19:25",11,"No-Social","One",6,2,"Same",0,"Novel73",0,"Novel123",1,1818,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1292","A1IA4CST74I1Q8","08:19:25",12,"No-Social","One",6,3,"Switch",0,"Novel111",1,"Novel106",0,1759,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1293","A1IA4CST74I1Q8","08:19:25",13,"No-Social","One",6,4,"Same",1,"Novel70",4,"Novel70",4,2345,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"1294","A1IA4CST74I1Q8","08:19:25",14,"No-Social","One",6,5,"Switch",0,"Novel78",5,"Novel94",3,3137,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"1295","A1IA4CST74I1Q8","08:19:25",15,"No-Social","One",6,4,"Same",1,"Novel70",4,"Novel70",4,2093,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,TRUE
"1296","A1IA4CST74I1Q8","08:19:25",16,"No-Social","One",6,5,"Switch",0,"Novel53",0,"Novel94",3,2434,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1297","A1IA4CST74I1Q8","08:19:25",17,"No-Social","One",6,6,"Same",0,"Novel76",0,"Novel76",0,1761,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,TRUE
"1298","A1IA4CST74I1Q8","08:19:25",18,"No-Social","One",6,7,"Switch",1,"Novel102",3,"Novel85",0,1680,"eyescenter",-1,1,0,0,1,TRUE,FALSE,6,FALSE
"1299","A1IA4CST74I1Q8","08:19:25",19,"No-Social","One",6,6,"Same",0,"Novel19",5,"Novel76",0,2790,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1300","A1IA4CST74I1Q8","08:19:25",20,"No-Social","One",6,7,"Switch",1,"Novel25",4,"Novel85",0,2053,"eyescenter",-1,0,1,0,1,TRUE,FALSE,6,FALSE
"1301","A1IWNB57OP7MT1","18:13:53",1,"No-Social","Seven",6,0,"Same",1,"squirrel",3,"",0,3295,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE
"1302","A1IWNB57OP7MT1","18:13:53",2,"No-Social","Seven",6,0,"Same",1,"squirrel",1,"",0,2348,"eyescenter",-1,0,0,1,7,TRUE,FALSE,6,FALSE
