"example_trial","exposure_trial","test_trial","submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","day.and.time","intervalNum","include","first.trial","numPicN","correct","experiment","n_trials","duplicate","subids"
1,0,0,"Aug 08 2014","14:06:53",4,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","tomato",2,"",0,673,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",5,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","Novel68",2,"Novel22",0,3020,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",6,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","Novel77",1,"Novel22",0,4044,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,TRUE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",7,"Short","No-socialFirst","Zero",4,"Chrome",1,"Same","Novel138",0,"Novel138",0,5966,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",8,"Short","No-socialFirst","Zero",4,"Chrome",1,"Same","Novel89",3,"Novel138",0,2496,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",9,"Short","No-socialFirst","Zero",4,"Chrome",2,"Switch","Novel103",2,"Novel3",0,2545,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",10,"Short","No-socialFirst","Zero",4,"Chrome",2,"Switch","Novel15",0,"Novel3",0,1269,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",11,"Short","No-socialFirst","Zero",4,"Chrome",3,"Same","Novel118",2,"Novel118",2,1929,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",12,"Short","No-socialFirst","Zero",4,"Chrome",3,"Same","Novel69",2,"Novel118",2,292,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",13,"Short","No-socialFirst","Zero",4,"Chrome",4,"Switch","Novel67",0,"Novel4",1,3708,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",14,"Short","No-socialFirst","Zero",4,"Chrome",4,"Switch","Novel37",2,"Novel4",1,2714,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",15,"Short","No-socialFirst","Zero",4,"Chrome",5,"Same","Novel50",3,"Novel50",3,598,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",16,"Short","No-socialFirst","Zero",4,"Chrome",5,"Same","Novel57",1,"Novel50",3,1198,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",17,"Short","No-socialFirst","Zero",4,"Chrome",6,"Switch","Novel125",2,"Novel29",0,1729,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",18,"Short","No-socialFirst","Zero",4,"Chrome",6,"Switch","Novel83",1,"Novel29",0,1620,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",19,"Short","No-socialFirst","Zero",4,"Chrome",7,"Same","Novel12",2,"Novel12",2,1353,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",20,"Short","No-socialFirst","Zero",4,"Chrome",7,"Same","Novel111",0,"Novel12",2,1382,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",21,"Short","No-socialFirst","Zero",4,"Chrome",8,"Switch","Novel18",3,"Novel1",0,1322,"silentRDmedium",2,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",22,"Short","No-socialFirst","Zero",4,"Chrome",8,"Switch","Novel137",2,"Novel1",0,2763,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",23,"Short","No-socialFirst","Zero",4,"Chrome",9,"Same","Novel56",2,"Novel56",2,258,"silentLDmedium",0,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",24,"Short","No-socialFirst","Zero",4,"Chrome",9,"Same","Novel56",3,"Novel56",2,1951,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",25,"Short","No-socialFirst","Zero",4,"Chrome",10,"Switch","Novel105",1,"Novel113",3,1980,"silentRDmedium",2,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",26,"Short","No-socialFirst","Zero",4,"Chrome",10,"Switch","Novel46",1,"Novel113",3,80,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",27,"Short","No-socialFirst","Zero",4,"Chrome",11,"Same","Novel65",2,"Novel65",2,836,"silentLDmedium",0,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",28,"Short","No-socialFirst","Zero",4,"Chrome",11,"Same","Novel65",1,"Novel65",2,1380,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",29,"Short","No-socialFirst","Zero",4,"Chrome",12,"Switch","Novel126",2,"Novel92",0,856,"silentLDmedium",0,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",30,"Short","No-socialFirst","Zero",4,"Chrome",12,"Switch","Novel121",1,"Novel92",0,788,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",31,"Short","No-socialFirst","Zero",4,"Chrome",13,"Same","Novel112",0,"Novel112",0,644,"silentLUmedium",1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",32,"Short","No-socialFirst","Zero",4,"Chrome",13,"Same","Novel45",1,"Novel112",0,1601,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",33,"Short","No-socialFirst","Zero",4,"Chrome",14,"Switch","Novel86",1,"Novel59",0,60,"silentRUmedium",3,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",34,"Short","No-socialFirst","Zero",4,"Chrome",14,"Switch","Novel39",1,"Novel59",0,108,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"249"
0,1,0,"Aug 08 2014","14:06:53",35,"Short","No-socialFirst","Zero",4,"Chrome",15,"Same","Novel70",0,"Novel70",0,897,"silentLUmedium",1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
0,0,1,"Aug 08 2014","14:06:53",36,"Short","No-socialFirst","Zero",4,"Chrome",15,"Same","Novel70",1,"Novel70",0,216,"straightahead",-1,"(Aug 08 2014 14:06:53)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"249"
1,0,0,"Aug 08 2014","16:44:15",1,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,559,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
1,0,0,"Aug 08 2014","16:44:15",2,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,76,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
1,0,0,"Aug 08 2014","16:44:15",3,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","tomato",1,"",0,389,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
1,0,0,"Aug 08 2014","16:44:15",4,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","tomato",2,"",0,249,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",5,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","Novel62",1,"Novel62",1,129,"silentRDshort",2,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",6,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","Novel62",1,"Novel62",1,762,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,TRUE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",7,"Short","SocialFirst","Zero",4,"Chrome",1,"Switch","Novel106",2,"Novel135",1,1594,"silentRUshort",3,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",8,"Short","SocialFirst","Zero",4,"Chrome",1,"Switch","Novel61",1,"Novel135",1,1728,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",9,"Short","SocialFirst","Zero",4,"Chrome",2,"Same","Novel74",3,"Novel74",3,445,"silentRDshort",2,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",10,"Short","SocialFirst","Zero",4,"Chrome",2,"Same","Novel74",0,"Novel74",3,64,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",11,"Short","SocialFirst","Zero",4,"Chrome",3,"Switch","Novel87",1,"Novel114",2,750,"silentLDshort",0,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",12,"Short","SocialFirst","Zero",4,"Chrome",3,"Switch","Novel131",0,"Novel114",2,613,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",13,"Short","SocialFirst","Zero",4,"Chrome",4,"Same","Novel124",0,"Novel124",0,1351,"silentRDshort",2,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",14,"Short","SocialFirst","Zero",4,"Chrome",4,"Same","Novel124",0,"Novel124",0,118,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",15,"Short","SocialFirst","Zero",4,"Chrome",5,"Switch","Novel121",2,"Novel72",1,249,"silentLUshort",1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",16,"Short","SocialFirst","Zero",4,"Chrome",5,"Switch","Novel103",2,"Novel72",1,251,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",17,"Short","SocialFirst","Zero",4,"Chrome",6,"Same","Novel96",0,"Novel96",0,832,"silentLUshort",1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",18,"Short","SocialFirst","Zero",4,"Chrome",6,"Same","Novel96",3,"Novel96",0,173,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",19,"Short","SocialFirst","Zero",4,"Chrome",7,"Switch","Novel97",2,"Novel128",3,95,"silentLUshort",1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",20,"Short","SocialFirst","Zero",4,"Chrome",7,"Switch","Novel128",3,"Novel128",3,1882,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",21,"Short","SocialFirst","Zero",4,"Chrome",8,"Same","Novel46",0,"Novel46",0,547,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",22,"Short","SocialFirst","Zero",4,"Chrome",8,"Same","Novel46",2,"Novel46",0,386,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",23,"Short","SocialFirst","Zero",4,"Chrome",9,"Switch","Novel59",2,"Novel45",0,408,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",24,"Short","SocialFirst","Zero",4,"Chrome",9,"Switch","Novel45",2,"Novel45",0,40,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",25,"Short","SocialFirst","Zero",4,"Chrome",10,"Same","Novel8",1,"Novel8",1,588,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",26,"Short","SocialFirst","Zero",4,"Chrome",10,"Same","Novel8",3,"Novel8",1,411,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",27,"Short","SocialFirst","Zero",4,"Chrome",11,"Switch","Novel44",3,"Novel40",0,113,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",28,"Short","SocialFirst","Zero",4,"Chrome",11,"Switch","Novel23",0,"Novel40",0,557,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",29,"Short","SocialFirst","Zero",4,"Chrome",12,"Same","Novel9",0,"Novel9",0,441,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",30,"Short","SocialFirst","Zero",4,"Chrome",12,"Same","Novel9",3,"Novel9",0,46,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",31,"Short","SocialFirst","Zero",4,"Chrome",13,"Switch","Novel101",0,"Novel11",2,1168,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",32,"Short","SocialFirst","Zero",4,"Chrome",13,"Switch","Novel11",0,"Novel11",2,385,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",33,"Short","SocialFirst","Zero",4,"Chrome",14,"Same","Novel42",0,"Novel42",0,4500,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",34,"Short","SocialFirst","Zero",4,"Chrome",14,"Same","Novel42",2,"Novel42",0,433,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"251"
0,1,0,"Aug 08 2014","16:44:15",35,"Short","SocialFirst","Zero",4,"Chrome",15,"Switch","Novel91",0,"Novel32",1,543,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
0,0,1,"Aug 08 2014","16:44:15",36,"Short","SocialFirst","Zero",4,"Chrome",15,"Switch","Novel111",0,"Novel32",1,185,"straightahead",-1,"(Aug 08 2014 16:44:15)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"251"
1,0,0,"Aug 08 2014","18:12:46",1,"Short","SocialFirst","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,586,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
1,0,0,"Aug 08 2014","18:12:46",2,"Short","SocialFirst","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,125,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
1,0,0,"Aug 08 2014","18:12:46",3,"Short","SocialFirst","Zero",4,"Chrome",0,"Switch","tomato",1,"",0,256,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
1,0,0,"Aug 08 2014","18:12:46",4,"Short","SocialFirst","Zero",4,"Chrome",0,"Switch","tomato",2,"",0,820,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",5,"Short","SocialFirst","Zero",4,"Chrome",0,"Switch","Novel110",2,"Novel83",1,1936,"silentLUshort",1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",6,"Short","SocialFirst","Zero",4,"Chrome",0,"Switch","Novel83",1,"Novel83",1,2469,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,TRUE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",7,"Short","SocialFirst","Zero",4,"Chrome",1,"Same","Novel118",1,"Novel118",1,1222,"silentRUshort",3,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",8,"Short","SocialFirst","Zero",4,"Chrome",1,"Same","Novel118",1,"Novel118",1,645,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",9,"Short","SocialFirst","Zero",4,"Chrome",2,"Switch","Novel132",1,"Novel64",2,3061,"silentLDshort",0,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",10,"Short","SocialFirst","Zero",4,"Chrome",2,"Switch","Novel91",0,"Novel64",2,2329,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",11,"Short","SocialFirst","Zero",4,"Chrome",3,"Same","Novel114",2,"Novel114",2,3406,"silentLDshort",0,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",12,"Short","SocialFirst","Zero",4,"Chrome",3,"Same","Novel114",1,"Novel114",2,922,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",13,"Short","SocialFirst","Zero",4,"Chrome",4,"Switch","Novel44",0,"Novel56",2,3049,"silentLDshort",0,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",14,"Short","SocialFirst","Zero",4,"Chrome",4,"Switch","Novel56",1,"Novel56",2,2527,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",15,"Short","SocialFirst","Zero",4,"Chrome",5,"Same","Novel133",3,"Novel133",3,6886,"silentRDshort",2,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",16,"Short","SocialFirst","Zero",4,"Chrome",5,"Same","Novel61",2,"Novel133",3,1700,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",17,"Short","SocialFirst","Zero",4,"Chrome",6,"Switch","Novel35",2,"Novel96",0,25598,"silentLUshort",1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",18,"Short","SocialFirst","Zero",4,"Chrome",6,"Switch","Novel1",3,"Novel96",0,1263,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",19,"Short","SocialFirst","Zero",4,"Chrome",7,"Same","Novel134",3,"Novel134",3,1128,"silentLUshort",1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",20,"Short","SocialFirst","Zero",4,"Chrome",7,"Same","Novel134",0,"Novel134",3,61,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",21,"Short","SocialFirst","Zero",4,"Chrome",8,"Switch","Novel33",1,"Novel123",0,1630,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",22,"Short","SocialFirst","Zero",4,"Chrome",8,"Switch","Novel12",2,"Novel123",0,521,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",23,"Short","SocialFirst","Zero",4,"Chrome",9,"Same","Novel46",0,"Novel46",0,471,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",24,"Short","SocialFirst","Zero",4,"Chrome",9,"Same","Novel46",1,"Novel46",0,241,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",25,"Short","SocialFirst","Zero",4,"Chrome",10,"Switch","Novel58",3,"Novel43",2,619,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",26,"Short","SocialFirst","Zero",4,"Chrome",10,"Switch","Novel130",2,"Novel43",2,665,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",27,"Short","SocialFirst","Zero",4,"Chrome",11,"Same","Novel122",3,"Novel122",3,2420,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",28,"Short","SocialFirst","Zero",4,"Chrome",11,"Same","Novel122",0,"Novel122",3,692,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,TRUE,"soc_vs_no_soc_within",36,0,"252"
0,1,0,"Aug 08 2014","18:12:46",29,"Short","SocialFirst","Zero",4,"Chrome",12,"Switch","Novel138",1,"Novel90",2,8845,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
0,0,1,"Aug 08 2014","18:12:46",30,"Short","SocialFirst","Zero",4,"Chrome",12,"Switch","Novel32",0,"Novel90",2,1001,"straightahead",-1,"(Aug 08 2014 18:12:46)",0,TRUE,FALSE,4,FALSE,"soc_vs_no_soc_within",36,0,"252"
