"","subid","submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"487","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",7,"Short","Social","Zero",4,"Chrome",1,"Same",0,"Novel15",3,"Novel15",3,46,"silentLDshort",0,1,0,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"488","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",8,"Short","Social","Zero",4,"Chrome",1,"Same",0,"Novel15",2,"Novel15",3,1355,"straightahead",-1,0,1,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"489","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",9,"Short","Social","Zero",4,"Chrome",2,"Switch",0,"Novel91",1,"Novel65",2,2639,"silentRDshort",2,1,0,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,FALSE
"490","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",10,"Short","Social","Zero",4,"Chrome",2,"Switch",0,"Novel65",3,"Novel65",2,14,"straightahead",-1,0,1,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"491","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",11,"Short","Social","Zero",4,"Chrome",3,"Same",1,"Novel134",3,"Novel134",3,593,"silentRDshort",2,1,0,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"492","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",12,"Short","Social","Zero",4,"Chrome",3,"Same",1,"Novel134",3,"Novel134",3,117,"straightahead",-1,0,1,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"493","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",13,"Short","Social","Zero",4,"Chrome",4,"Switch",0,"Novel95",0,"Novel128",2,320,"silentRUshort",3,1,0,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,FALSE
"494","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",14,"Short","Social","Zero",4,"Chrome",4,"Switch",0,"Novel128",3,"Novel128",2,1410,"straightahead",-1,0,1,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"495","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",15,"Short","Social","Zero",4,"Chrome",5,"Same",0,"Novel19",1,"Novel19",1,86,"silentRDshort",2,1,0,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"496","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",16,"Short","Social","Zero",4,"Chrome",5,"Same",0,"Novel19",2,"Novel19",1,239,"straightahead",-1,0,1,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"497","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",17,"Short","Social","Zero",4,"Chrome",6,"Switch",1,"Novel45",3,"Novel21",1,752,"silentLDshort",0,1,0,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,FALSE
"498","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",18,"Short","Social","Zero",4,"Chrome",6,"Switch",1,"Novel21",1,"Novel21",1,622,"straightahead",-1,0,1,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"499","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",19,"Short","Social","Zero",4,"Chrome",7,"Same",1,"Novel102",0,"Novel102",0,1538,"silentRUshort",3,1,0,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"500","A26Y6N343ZN8E5","Jul 15 2014","07:11:30",20,"Short","Social","Zero",4,"Chrome",7,"Same",1,"Novel102",0,"Novel102",0,204,"straightahead",-1,0,1,0,(Jul 15 2014 07:11:30),0,TRUE,FALSE,4,TRUE
"501","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",1,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,1993,"straightahead",-1,0,0,1,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,FALSE
"502","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",2,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,500,"straightahead",-1,0,0,1,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,FALSE
"503","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",3,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"tomato",1,"",0,186,"straightahead",-1,0,0,1,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,FALSE
"504","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",4,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"tomato",2,"",0,1212,"straightahead",-1,0,0,1,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,FALSE
"505","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",5,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"Novel49",1,"Novel129",0,4428,"straightahead",-1,1,0,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,FALSE
"506","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",6,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"Novel23",2,"Novel129",0,1305,"straightahead",-1,0,1,0,(Jul 15 2014 11:19:32),0,TRUE,TRUE,4,FALSE
"507","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",7,"Short","No-social","Zero",4,"Chrome",1,"Same",0,"Novel95",1,"Novel95",1,221,"straightahead",-1,1,0,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"508","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",8,"Short","No-social","Zero",4,"Chrome",1,"Same",0,"Novel95",3,"Novel95",1,723,"straightahead",-1,0,1,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"509","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",9,"Short","No-social","Zero",4,"Chrome",2,"Switch",1,"Novel83",0,"Novel20",2,424,"straightahead",-1,1,0,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,FALSE
"510","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",10,"Short","No-social","Zero",4,"Chrome",2,"Switch",1,"Novel20",2,"Novel20",2,314,"straightahead",-1,0,1,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"511","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",11,"Short","No-social","Zero",4,"Chrome",3,"Same",0,"Novel94",1,"Novel94",1,376,"straightahead",-1,1,0,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"512","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",12,"Short","No-social","Zero",4,"Chrome",3,"Same",0,"Novel94",3,"Novel94",1,498,"straightahead",-1,0,1,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"513","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",13,"Short","No-social","Zero",4,"Chrome",4,"Switch",0,"Novel102",0,"Novel74",3,33306,"straightahead",-1,1,0,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,FALSE
"514","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",14,"Short","No-social","Zero",4,"Chrome",4,"Switch",0,"Novel74",2,"Novel74",3,565,"straightahead",-1,0,1,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"515","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",15,"Short","No-social","Zero",4,"Chrome",5,"Same",1,"Novel66",2,"Novel66",2,373,"straightahead",-1,1,0,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"516","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",16,"Short","No-social","Zero",4,"Chrome",5,"Same",1,"Novel66",2,"Novel66",2,205,"straightahead",-1,0,1,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"517","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",17,"Short","No-social","Zero",4,"Chrome",6,"Switch",0,"Novel115",1,"Novel54",0,507,"straightahead",-1,1,0,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,FALSE
"518","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",18,"Short","No-social","Zero",4,"Chrome",6,"Switch",0,"Novel91",1,"Novel54",0,778,"straightahead",-1,0,1,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,FALSE
"519","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",19,"Short","No-social","Zero",4,"Chrome",7,"Same",1,"Novel77",2,"Novel77",2,115,"straightahead",-1,1,0,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"520","A2ALS6H2M58RJ5","Jul 15 2014","11:19:32",20,"Short","No-social","Zero",4,"Chrome",7,"Same",1,"Novel77",2,"Novel77",2,5,"straightahead",-1,0,1,0,(Jul 15 2014 11:19:32),0,TRUE,FALSE,4,TRUE
"521","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",1,"Short","Social","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,7885,"straightahead",-1,0,0,1,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"522","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",2,"Short","Social","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,2792,"straightahead",-1,0,0,1,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"523","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",3,"Short","Social","Zero",4,"Chrome",0,"Same",1,"tomato",1,"",0,3428,"straightahead",-1,0,0,1,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"524","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",4,"Short","Social","Zero",4,"Chrome",0,"Same",1,"tomato",2,"",0,780,"straightahead",-1,0,0,1,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"525","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",5,"Short","Social","Zero",4,"Chrome",0,"Same",1,"Novel19",1,"Novel19",1,3110,"silentRUshort",3,1,0,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,TRUE
"526","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",6,"Short","Social","Zero",4,"Chrome",0,"Same",1,"Novel19",1,"Novel19",1,4459,"straightahead",-1,0,1,0,(Jul 15 2014 00:28:12),0,TRUE,TRUE,4,TRUE
"527","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",7,"Short","Social","Zero",4,"Chrome",1,"Switch",0,"Novel135",1,"Novel11",2,2695,"silentRUshort",3,1,0,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"528","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",8,"Short","Social","Zero",4,"Chrome",1,"Switch",0,"Novel73",1,"Novel11",2,7082,"straightahead",-1,0,1,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"529","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",9,"Short","Social","Zero",4,"Chrome",2,"Same",0,"Novel118",2,"Novel118",2,1082,"silentLDshort",0,1,0,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,TRUE
"530","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",10,"Short","Social","Zero",4,"Chrome",2,"Same",0,"Novel118",1,"Novel118",2,1843,"straightahead",-1,0,1,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,TRUE
"531","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",11,"Short","Social","Zero",4,"Chrome",3,"Switch",1,"Novel58",1,"Novel112",3,129,"silentRUshort",3,1,0,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"532","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",12,"Short","Social","Zero",4,"Chrome",3,"Switch",1,"Novel56",1,"Novel112",3,4889,"straightahead",-1,0,1,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"533","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",13,"Short","Social","Zero",4,"Chrome",4,"Same",0,"Novel47",2,"Novel47",2,443,"silentLDshort",0,1,0,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,TRUE
"534","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",14,"Short","Social","Zero",4,"Chrome",4,"Same",0,"Novel47",1,"Novel47",2,393,"straightahead",-1,0,1,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,TRUE
"535","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",15,"Short","Social","Zero",4,"Chrome",5,"Switch",1,"Novel83",0,"Novel28",1,499,"silentLUshort",1,1,0,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"536","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",16,"Short","Social","Zero",4,"Chrome",5,"Switch",1,"Novel76",0,"Novel28",1,286,"straightahead",-1,0,1,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"537","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",17,"Short","Social","Zero",4,"Chrome",6,"Same",1,"Novel22",1,"Novel22",1,355,"silentRUshort",3,1,0,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,TRUE
"538","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",18,"Short","Social","Zero",4,"Chrome",6,"Same",1,"Novel22",1,"Novel22",1,742,"straightahead",-1,0,1,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,TRUE
"539","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",19,"Short","Social","Zero",4,"Chrome",7,"Switch",0,"Novel60",0,"Novel43",2,1745,"silentLUshort",1,1,0,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"540","A2BFMVNV45DHCY","Jul 15 2014","00:28:12",20,"Short","Social","Zero",4,"Chrome",7,"Switch",0,"Novel116",0,"Novel43",2,498,"straightahead",-1,0,1,0,(Jul 15 2014 00:28:12),0,TRUE,FALSE,4,FALSE
"541","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",1,"Short","Social","Zero",4,"Chrome",0,"Same",0,"squirrel",0,"",0,1012,"straightahead",-1,0,0,1,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"542","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",2,"Short","Social","Zero",4,"Chrome",0,"Same",0,"squirrel",0,"",0,7405,"straightahead",-1,0,0,1,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"543","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",3,"Short","Social","Zero",4,"Chrome",0,"Same",0,"tomato",1,"",0,1036,"straightahead",-1,0,0,1,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"544","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",4,"Short","Social","Zero",4,"Chrome",0,"Same",0,"tomato",2,"",0,534,"straightahead",-1,0,0,1,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"545","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",5,"Short","Social","Zero",4,"Chrome",0,"Same",0,"Novel40",2,"Novel40",2,1265,"silentLDshort",0,1,0,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,TRUE
"546","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",6,"Short","Social","Zero",4,"Chrome",0,"Same",0,"Novel20",0,"Novel40",2,954,"straightahead",-1,0,1,0,(Jul 14 2014 23:05:54),0,TRUE,TRUE,4,FALSE
"547","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",7,"Short","Social","Zero",4,"Chrome",1,"Switch",1,"Novel93",2,"Novel86",1,575,"silentLDshort",0,1,0,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"548","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",8,"Short","Social","Zero",4,"Chrome",1,"Switch",1,"Novel57",2,"Novel86",1,131,"straightahead",-1,0,1,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"549","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",9,"Short","Social","Zero",4,"Chrome",2,"Same",1,"Novel29",2,"Novel29",2,743,"silentLDshort",0,1,0,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,TRUE
"550","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",10,"Short","Social","Zero",4,"Chrome",2,"Same",1,"Novel10",0,"Novel29",2,435,"straightahead",-1,0,1,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"551","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",11,"Short","Social","Zero",4,"Chrome",3,"Switch",0,"Novel140",0,"Novel88",1,106,"silentLUshort",1,1,0,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"552","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",12,"Short","Social","Zero",4,"Chrome",3,"Switch",0,"Novel88",2,"Novel88",1,410,"straightahead",-1,0,1,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,TRUE
"553","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",13,"Short","Social","Zero",4,"Chrome",4,"Same",1,"Novel12",0,"Novel12",0,511,"silentLUshort",1,1,0,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,TRUE
"554","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",14,"Short","Social","Zero",4,"Chrome",4,"Same",1,"Novel12",0,"Novel12",0,746,"straightahead",-1,0,1,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,TRUE
"555","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",15,"Short","Social","Zero",4,"Chrome",5,"Switch",0,"Novel25",2,"Novel78",1,75,"silentLDshort",0,1,0,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"556","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",16,"Short","Social","Zero",4,"Chrome",5,"Switch",0,"Novel78",3,"Novel78",1,1561,"straightahead",-1,0,1,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,TRUE
"557","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",17,"Short","Social","Zero",4,"Chrome",6,"Same",0,"Novel62",3,"Novel62",3,242,"silentRDshort",2,1,0,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,TRUE
"558","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",18,"Short","Social","Zero",4,"Chrome",6,"Same",0,"Novel62",0,"Novel62",3,328,"straightahead",-1,0,1,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,TRUE
"559","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",19,"Short","Social","Zero",4,"Chrome",7,"Switch",1,"Novel47",3,"Novel6",2,789,"silentRDshort",2,1,0,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"560","A2BICWCPAW5N7O","Jul 14 2014","23:05:54",20,"Short","Social","Zero",4,"Chrome",7,"Switch",1,"Novel110",1,"Novel6",2,315,"straightahead",-1,0,1,0,(Jul 14 2014 23:05:54),0,TRUE,FALSE,4,FALSE
"561","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",1,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,3250,"straightahead",-1,0,0,1,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"562","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",2,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,164,"straightahead",-1,0,0,1,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"563","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",3,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"tomato",1,"",0,1008,"straightahead",-1,0,0,1,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"564","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",4,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"tomato",2,"",0,1442,"straightahead",-1,0,0,1,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"565","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",5,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"Novel37",3,"Novel51",1,535,"straightahead",-1,1,0,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"566","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",6,"Short","No-social","Zero",4,"Chrome",0,"Switch",1,"Novel134",3,"Novel51",1,1536,"straightahead",-1,0,1,0,(Jul 14 2014 23:11:07),0,TRUE,TRUE,4,FALSE
"567","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",7,"Short","No-social","Zero",4,"Chrome",1,"Same",1,"Novel94",1,"Novel94",1,2448,"straightahead",-1,1,0,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,TRUE
"568","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",8,"Short","No-social","Zero",4,"Chrome",1,"Same",1,"Novel94",1,"Novel94",1,256,"straightahead",-1,0,1,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,TRUE
"569","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",9,"Short","No-social","Zero",4,"Chrome",2,"Switch",0,"Novel49",1,"Novel34",3,4280,"straightahead",-1,1,0,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"570","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",10,"Short","No-social","Zero",4,"Chrome",2,"Switch",0,"Novel101",3,"Novel34",3,711,"straightahead",-1,0,1,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"571","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",11,"Short","No-social","Zero",4,"Chrome",3,"Same",1,"Novel83",1,"Novel83",1,3041,"straightahead",-1,1,0,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,TRUE
"572","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",12,"Short","No-social","Zero",4,"Chrome",3,"Same",1,"Novel83",1,"Novel83",1,312,"straightahead",-1,0,1,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,TRUE
"573","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",13,"Short","No-social","Zero",4,"Chrome",4,"Switch",0,"Novel75",0,"Novel29",3,2322,"straightahead",-1,1,0,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"574","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",14,"Short","No-social","Zero",4,"Chrome",4,"Switch",0,"Novel17",1,"Novel29",3,2203,"straightahead",-1,0,1,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"575","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",15,"Short","No-social","Zero",4,"Chrome",5,"Same",0,"Novel9",1,"Novel9",1,990,"straightahead",-1,1,0,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,TRUE
"576","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",16,"Short","No-social","Zero",4,"Chrome",5,"Same",0,"Novel9",2,"Novel9",1,262,"straightahead",-1,0,1,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,TRUE
"577","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",17,"Short","No-social","Zero",4,"Chrome",6,"Switch",1,"Novel57",0,"Novel59",1,311,"straightahead",-1,1,0,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"578","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",18,"Short","No-social","Zero",4,"Chrome",6,"Switch",1,"Novel19",3,"Novel59",1,431,"straightahead",-1,0,1,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,FALSE
"579","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",19,"Short","No-social","Zero",4,"Chrome",7,"Same",0,"Novel64",2,"Novel64",2,511,"straightahead",-1,1,0,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,TRUE
"580","A2BO2BA19Z3Y38","Jul 14 2014","23:11:07",20,"Short","No-social","Zero",4,"Chrome",7,"Same",0,"Novel64",3,"Novel64",2,1191,"straightahead",-1,0,1,0,(Jul 14 2014 23:11:07),0,TRUE,FALSE,4,TRUE
"581","A2CLFHP189BH55","Jul 15 2014","14:03:19",1,"Short","Social","Zero",4,"Safari",0,"Same",0,"squirrel",0,"",0,1572,"straightahead",-1,0,0,1,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,FALSE
"582","A2CLFHP189BH55","Jul 15 2014","14:03:19",2,"Short","Social","Zero",4,"Safari",0,"Same",0,"squirrel",0,"",0,2316,"straightahead",-1,0,0,1,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,FALSE
"583","A2CLFHP189BH55","Jul 15 2014","14:03:19",3,"Short","Social","Zero",4,"Safari",0,"Same",0,"tomato",1,"",0,6844,"straightahead",-1,0,0,1,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,FALSE
"584","A2CLFHP189BH55","Jul 15 2014","14:03:19",4,"Short","Social","Zero",4,"Safari",0,"Same",0,"tomato",2,"",0,657,"straightahead",-1,0,0,1,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,FALSE
"585","A2CLFHP189BH55","Jul 15 2014","14:03:19",5,"Short","Social","Zero",4,"Safari",0,"Same",0,"Novel73",2,"Novel73",2,9216,"silentLDshort",0,1,0,0,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,TRUE
"586","A2CLFHP189BH55","Jul 15 2014","14:03:19",6,"Short","Social","Zero",4,"Safari",0,"Same",0,"Novel73",3,"Novel73",2,20,"straightahead",-1,0,1,0,(Jul 15 2014 14:03:19),0,TRUE,TRUE,4,TRUE
"587","A2CLFHP189BH55","Jul 15 2014","14:03:19",7,"Short","Social","Zero",4,"Safari",1,"Switch",0,"Novel134",3,"Novel70",1,16707,"silentRDshort",2,1,0,0,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,FALSE
"588","A2CLFHP189BH55","Jul 15 2014","14:03:19",8,"Short","Social","Zero",4,"Safari",1,"Switch",0,"Novel70",3,"Novel70",1,504,"straightahead",-1,0,1,0,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,TRUE
"589","A2CLFHP189BH55","Jul 15 2014","14:03:19",9,"Short","Social","Zero",4,"Safari",2,"Same",1,"Novel119",2,"Novel119",2,15423,"silentLUshort",1,1,0,0,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,TRUE
"590","A2CLFHP189BH55","Jul 15 2014","14:03:19",10,"Short","Social","Zero",4,"Safari",2,"Same",1,"Novel119",2,"Novel119",2,3052,"straightahead",-1,0,1,0,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,TRUE
"591","A2CLFHP189BH55","Jul 15 2014","14:03:19",11,"Short","Social","Zero",4,"Safari",3,"Switch",0,"Novel12",1,"Novel60",0,16022,"silentLDshort",0,1,0,0,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,FALSE
"592","A2CLFHP189BH55","Jul 15 2014","14:03:19",12,"Short","Social","Zero",4,"Safari",3,"Switch",0,"Novel60",1,"Novel60",0,1280,"straightahead",-1,0,1,0,(Jul 15 2014 14:03:19),0,TRUE,FALSE,4,TRUE
