"submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","example_trial","exposure_trial","test_trial","day.and.time","intervalNum","include","first.trial","numPicN","correct","subids"
"Aug 08 2014","17:03:44",22,"Short","SocialFirst","Zero",4,"Chrome",8,"Same","Novel4",3,"Novel4",1,329,"straightahead",-1,0,0,1,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",23,"Short","SocialFirst","Zero",4,"Chrome",9,"Switch","Novel37",2,"Novel121",0,1791,"straightahead",-1,0,1,0,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,FALSE,"13"
"Aug 08 2014","17:03:44",24,"Short","SocialFirst","Zero",4,"Chrome",9,"Switch","Novel121",1,"Novel121",0,1039,"straightahead",-1,0,0,1,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",25,"Short","SocialFirst","Zero",4,"Chrome",10,"Same","Novel101",1,"Novel101",1,3973,"straightahead",-1,0,1,0,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",26,"Short","SocialFirst","Zero",4,"Chrome",10,"Same","Novel101",3,"Novel101",1,263,"straightahead",-1,0,0,1,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",27,"Short","SocialFirst","Zero",4,"Chrome",11,"Switch","Novel102",1,"Novel52",0,2134,"straightahead",-1,0,1,0,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,FALSE,"13"
"Aug 08 2014","17:03:44",28,"Short","SocialFirst","Zero",4,"Chrome",11,"Switch","Novel52",3,"Novel52",0,481,"straightahead",-1,0,0,1,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",29,"Short","SocialFirst","Zero",4,"Chrome",12,"Same","Novel58",1,"Novel58",1,2863,"straightahead",-1,0,1,0,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",30,"Short","SocialFirst","Zero",4,"Chrome",12,"Same","Novel58",3,"Novel58",1,85,"straightahead",-1,0,0,1,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",31,"Short","SocialFirst","Zero",4,"Chrome",13,"Switch","Novel112",1,"Novel19",3,1988,"straightahead",-1,0,1,0,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,FALSE,"13"
"Aug 08 2014","17:03:44",32,"Short","SocialFirst","Zero",4,"Chrome",13,"Switch","Novel19",1,"Novel19",3,17,"straightahead",-1,0,0,1,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",33,"Short","SocialFirst","Zero",4,"Chrome",14,"Same","Novel73",0,"Novel73",0,2500,"straightahead",-1,0,1,0,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",34,"Short","SocialFirst","Zero",4,"Chrome",14,"Same","Novel73",1,"Novel73",0,1877,"straightahead",-1,0,0,1,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","17:03:44",35,"Short","SocialFirst","Zero",4,"Chrome",15,"Switch","Novel7",2,"Novel14",3,908,"straightahead",-1,0,1,0,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,FALSE,"13"
"Aug 08 2014","17:03:44",36,"Short","SocialFirst","Zero",4,"Chrome",15,"Switch","Novel14",0,"Novel14",3,1381,"straightahead",-1,0,0,1,(Aug 08 2014 17:03:44),0,TRUE,FALSE,4,TRUE,"13"
"Aug 08 2014","19:16:33",1,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,8782,"straightahead",-1,1,0,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",2,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,3370,"straightahead",-1,1,0,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",3,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","tomato",1,"",0,2201,"straightahead",-1,1,0,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",4,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","tomato",2,"",0,883,"straightahead",-1,1,0,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",5,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","Novel81",3,"Novel81",3,1193,"silentRDshort",2,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",6,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","Novel81",0,"Novel81",3,2122,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,TRUE,4,TRUE,"14"
"Aug 08 2014","19:16:33",7,"Short","SocialFirst","Zero",4,"Chrome",1,"Switch","Novel111",1,"Novel76",2,959,"silentRUshort",3,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",8,"Short","SocialFirst","Zero",4,"Chrome",1,"Switch","Novel103",0,"Novel76",2,3073,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",9,"Short","SocialFirst","Zero",4,"Chrome",2,"Same","Novel11",3,"Novel11",3,421,"silentRDshort",2,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",10,"Short","SocialFirst","Zero",4,"Chrome",2,"Same","Novel11",3,"Novel11",3,330,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",11,"Short","SocialFirst","Zero",4,"Chrome",3,"Switch","Novel68",1,"Novel56",0,498,"silentRUshort",3,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",12,"Short","SocialFirst","Zero",4,"Chrome",3,"Switch","Novel101",2,"Novel56",0,2543,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",13,"Short","SocialFirst","Zero",4,"Chrome",4,"Same","Novel130",2,"Novel130",2,653,"silentLDshort",0,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",14,"Short","SocialFirst","Zero",4,"Chrome",4,"Same","Novel130",0,"Novel130",2,812,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",15,"Short","SocialFirst","Zero",4,"Chrome",5,"Switch","Novel50",3,"Novel107",1,447,"silentRDshort",2,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",16,"Short","SocialFirst","Zero",4,"Chrome",5,"Switch","Novel107",1,"Novel107",1,3428,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",17,"Short","SocialFirst","Zero",4,"Chrome",6,"Same","Novel60",1,"Novel60",1,845,"silentRUshort",3,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",18,"Short","SocialFirst","Zero",4,"Chrome",6,"Same","Novel60",1,"Novel60",1,235,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",19,"Short","SocialFirst","Zero",4,"Chrome",7,"Switch","Novel102",3,"Novel112",2,281,"silentRDshort",2,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",20,"Short","SocialFirst","Zero",4,"Chrome",7,"Switch","Novel134",1,"Novel112",2,1389,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",21,"Short","SocialFirst","Zero",4,"Chrome",8,"Same","Novel19",3,"Novel19",3,4911,"straightahead",-1,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",22,"Short","SocialFirst","Zero",4,"Chrome",8,"Same","Novel75",3,"Novel19",3,319,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",23,"Short","SocialFirst","Zero",4,"Chrome",9,"Switch","Novel43",0,"Novel33",2,2480,"straightahead",-1,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",24,"Short","SocialFirst","Zero",4,"Chrome",9,"Switch","Novel33",3,"Novel33",2,902,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",25,"Short","SocialFirst","Zero",4,"Chrome",10,"Same","Novel140",1,"Novel140",1,1065,"straightahead",-1,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",26,"Short","SocialFirst","Zero",4,"Chrome",10,"Same","Novel140",2,"Novel140",1,436,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",27,"Short","SocialFirst","Zero",4,"Chrome",11,"Switch","Novel21",3,"Novel136",1,2839,"straightahead",-1,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",28,"Short","SocialFirst","Zero",4,"Chrome",11,"Switch","Novel113",0,"Novel136",1,332,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",29,"Short","SocialFirst","Zero",4,"Chrome",12,"Same","Novel58",2,"Novel58",2,1135,"straightahead",-1,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",30,"Short","SocialFirst","Zero",4,"Chrome",12,"Same","Novel58",0,"Novel58",2,1541,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",31,"Short","SocialFirst","Zero",4,"Chrome",13,"Switch","Novel37",1,"Novel14",2,2186,"straightahead",-1,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",32,"Short","SocialFirst","Zero",4,"Chrome",13,"Switch","Novel1",0,"Novel14",2,236,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",33,"Short","SocialFirst","Zero",4,"Chrome",14,"Same","Novel48",2,"Novel48",2,2987,"straightahead",-1,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",34,"Short","SocialFirst","Zero",4,"Chrome",14,"Same","Novel48",0,"Novel48",2,644,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,TRUE,"14"
"Aug 08 2014","19:16:33",35,"Short","SocialFirst","Zero",4,"Chrome",15,"Switch","Novel129",2,"Novel25",0,615,"straightahead",-1,0,1,0,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","19:16:33",36,"Short","SocialFirst","Zero",4,"Chrome",15,"Switch","Novel27",1,"Novel25",0,1163,"straightahead",-1,0,0,1,(Aug 08 2014 19:16:33),0,TRUE,FALSE,4,FALSE,"14"
"Aug 08 2014","17:21:40",1,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,10194,"straightahead",-1,1,0,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",2,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,2670,"straightahead",-1,1,0,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",3,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","tomato",1,"",0,2811,"straightahead",-1,1,0,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",4,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","tomato",2,"",0,1272,"straightahead",-1,1,0,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",5,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","Novel41",3,"Novel114",0,14269,"straightahead",-1,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",6,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","Novel5",0,"Novel114",0,7427,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,TRUE,4,FALSE,"15"
"Aug 08 2014","17:21:40",7,"Short","No-socialFirst","Zero",4,"Chrome",1,"Same","Novel103",2,"Novel103",2,5101,"straightahead",-1,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",8,"Short","No-socialFirst","Zero",4,"Chrome",1,"Same","Novel103",2,"Novel103",2,1245,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",9,"Short","No-socialFirst","Zero",4,"Chrome",2,"Switch","Novel54",2,"Novel25",3,7102,"straightahead",-1,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",10,"Short","No-socialFirst","Zero",4,"Chrome",2,"Switch","Novel4",0,"Novel25",3,5529,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",11,"Short","No-socialFirst","Zero",4,"Chrome",3,"Same","Novel30",0,"Novel30",0,10476,"straightahead",-1,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",12,"Short","No-socialFirst","Zero",4,"Chrome",3,"Same","Novel30",1,"Novel30",0,717,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",13,"Short","No-socialFirst","Zero",4,"Chrome",4,"Switch","Novel112",2,"Novel66",0,4874,"straightahead",-1,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",14,"Short","No-socialFirst","Zero",4,"Chrome",4,"Switch","Novel66",3,"Novel66",0,5339,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",15,"Short","No-socialFirst","Zero",4,"Chrome",5,"Same","Novel89",3,"Novel89",3,9441,"straightahead",-1,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",16,"Short","No-socialFirst","Zero",4,"Chrome",5,"Same","Novel89",1,"Novel89",3,977,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",17,"Short","No-socialFirst","Zero",4,"Chrome",6,"Switch","Novel24",2,"Novel76",0,10438,"straightahead",-1,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",18,"Short","No-socialFirst","Zero",4,"Chrome",6,"Switch","Novel76",0,"Novel76",0,1997,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",19,"Short","No-socialFirst","Zero",4,"Chrome",7,"Same","Novel64",1,"Novel64",1,6382,"straightahead",-1,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",20,"Short","No-socialFirst","Zero",4,"Chrome",7,"Same","Novel64",1,"Novel64",1,194,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",21,"Short","No-socialFirst","Zero",4,"Chrome",8,"Switch","Novel35",2,"Novel100",0,18224,"silentRDmedium",2,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",22,"Short","No-socialFirst","Zero",4,"Chrome",8,"Switch","Novel100",1,"Novel100",0,6098,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",23,"Short","No-socialFirst","Zero",4,"Chrome",9,"Same","Novel63",0,"Novel63",0,2415,"silentLDmedium",0,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",24,"Short","No-socialFirst","Zero",4,"Chrome",9,"Same","Novel63",2,"Novel63",0,341,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",25,"Short","No-socialFirst","Zero",4,"Chrome",10,"Switch","Novel111",2,"Novel50",0,2567,"silentRDmedium",2,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",26,"Short","No-socialFirst","Zero",4,"Chrome",10,"Switch","Novel77",0,"Novel50",0,2763,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",27,"Short","No-socialFirst","Zero",4,"Chrome",11,"Same","Novel87",0,"Novel87",0,8620,"silentLDmedium",0,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",28,"Short","No-socialFirst","Zero",4,"Chrome",11,"Same","Novel87",2,"Novel87",0,193,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",29,"Short","No-socialFirst","Zero",4,"Chrome",12,"Switch","Novel72",2,"Novel107",1,5519,"silentRUmedium",3,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",30,"Short","No-socialFirst","Zero",4,"Chrome",12,"Switch","Novel86",1,"Novel107",1,2962,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",31,"Short","No-socialFirst","Zero",4,"Chrome",13,"Same","Novel44",0,"Novel44",0,3361,"silentLDmedium",0,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",32,"Short","No-socialFirst","Zero",4,"Chrome",13,"Same","Novel44",1,"Novel44",0,18,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",33,"Short","No-socialFirst","Zero",4,"Chrome",14,"Switch","Novel97",3,"Novel15",0,4381,"silentRUmedium",3,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,FALSE,"15"
"Aug 08 2014","17:21:40",34,"Short","No-socialFirst","Zero",4,"Chrome",14,"Switch","Novel15",1,"Novel15",0,507,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",35,"Short","No-socialFirst","Zero",4,"Chrome",15,"Same","Novel29",3,"Novel29",3,1336,"silentRDmedium",2,0,1,0,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","17:21:40",36,"Short","No-socialFirst","Zero",4,"Chrome",15,"Same","Novel29",1,"Novel29",3,123,"straightahead",-1,0,0,1,(Aug 08 2014 17:21:40),0,TRUE,FALSE,4,TRUE,"15"
"Aug 08 2014","14:03:56",1,"Short","No-socialFirst","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,6539,"straightahead",-1,1,0,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",2,"Short","No-socialFirst","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,101,"straightahead",-1,1,0,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",3,"Short","No-socialFirst","Zero",4,"Chrome",0,"Same","tomato",1,"",0,386,"straightahead",-1,1,0,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",4,"Short","No-socialFirst","Zero",4,"Chrome",0,"Same","tomato",2,"",0,145,"straightahead",-1,1,0,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",5,"Short","No-socialFirst","Zero",4,"Chrome",0,"Same","Novel30",1,"Novel30",1,2624,"straightahead",-1,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",6,"Short","No-socialFirst","Zero",4,"Chrome",0,"Same","Novel30",3,"Novel30",1,530,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,TRUE,4,TRUE,"16"
"Aug 08 2014","14:03:56",7,"Short","No-socialFirst","Zero",4,"Chrome",1,"Switch","Novel49",0,"Novel80",1,971,"straightahead",-1,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",8,"Short","No-socialFirst","Zero",4,"Chrome",1,"Switch","Novel80",2,"Novel80",1,971,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",9,"Short","No-socialFirst","Zero",4,"Chrome",2,"Same","Novel63",3,"Novel63",3,108,"straightahead",-1,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",10,"Short","No-socialFirst","Zero",4,"Chrome",2,"Same","Novel63",3,"Novel63",3,575,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",11,"Short","No-socialFirst","Zero",4,"Chrome",3,"Switch","Novel13",2,"Novel99",0,2055,"straightahead",-1,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",12,"Short","No-socialFirst","Zero",4,"Chrome",3,"Switch","Novel99",1,"Novel99",0,476,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",13,"Short","No-socialFirst","Zero",4,"Chrome",4,"Same","Novel109",2,"Novel109",2,1129,"straightahead",-1,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",14,"Short","No-socialFirst","Zero",4,"Chrome",4,"Same","Novel109",0,"Novel109",2,280,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",15,"Short","No-socialFirst","Zero",4,"Chrome",5,"Switch","Novel95",3,"Novel87",2,1050,"straightahead",-1,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",16,"Short","No-socialFirst","Zero",4,"Chrome",5,"Switch","Novel131",0,"Novel87",2,500,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",17,"Short","No-socialFirst","Zero",4,"Chrome",6,"Same","Novel116",0,"Novel116",0,2299,"straightahead",-1,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",18,"Short","No-socialFirst","Zero",4,"Chrome",6,"Same","Novel116",0,"Novel116",0,364,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",19,"Short","No-socialFirst","Zero",4,"Chrome",7,"Switch","Novel61",2,"Novel23",1,3421,"straightahead",-1,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",20,"Short","No-socialFirst","Zero",4,"Chrome",7,"Switch","Novel81",2,"Novel23",1,274,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",21,"Short","No-socialFirst","Zero",4,"Chrome",8,"Same","Novel66",1,"Novel66",1,607,"silentRUmedium",3,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",22,"Short","No-socialFirst","Zero",4,"Chrome",8,"Same","Novel66",0,"Novel66",1,2,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",23,"Short","No-socialFirst","Zero",4,"Chrome",9,"Switch","Novel12",3,"Novel44",2,89,"silentLDmedium",0,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",24,"Short","No-socialFirst","Zero",4,"Chrome",9,"Switch","Novel31",0,"Novel44",2,2330,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",25,"Short","No-socialFirst","Zero",4,"Chrome",10,"Same","Novel9",2,"Novel9",2,294,"silentRDmedium",2,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",26,"Short","No-socialFirst","Zero",4,"Chrome",10,"Same","Novel9",1,"Novel9",2,255,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
"Aug 08 2014","14:03:56",27,"Short","No-socialFirst","Zero",4,"Chrome",11,"Switch","Novel82",2,"Novel118",3,1135,"silentLUmedium",1,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",28,"Short","No-socialFirst","Zero",4,"Chrome",11,"Switch","Novel70",2,"Novel118",3,849,"straightahead",-1,0,0,1,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,FALSE,"16"
"Aug 08 2014","14:03:56",29,"Short","No-socialFirst","Zero",4,"Chrome",12,"Same","Novel103",1,"Novel103",1,264,"silentRDmedium",2,0,1,0,(Aug 08 2014 14:03:56),0,TRUE,FALSE,4,TRUE,"16"
