subid,gender,age,age_bin,condition,trial,itemNum,trialType,samePos,chosen,chosen_idx,kept,kept_idx,rt,faceVid,faceIdx,trial_cat,correct,include,version_expt,condition_expt,trial_type_redo,chosen_exposure,kept_exposure,correct_exposure,faceVid_expo,faceVid_expo_idx
26,m,5.73,5,Social,12,4,1,0,Novel5,0,Novel5,1,1677,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel5,Novel5,TRUE,NA,NA
26,m,5.73,5,Social,14,5,2,1,Novel27,0,Novel1,1,3749,LDkidslonger,0,test,FALSE,1,v2,social,Switch,Novel15,Novel1,TRUE,NA,NA
27,m,5.03,5,No-social,4,0,1,0,Novel14,0,Novel14,1,1629,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel14,Novel14,FALSE,NA,NA
27,m,5.03,5,No-social,6,1,1,1,Novel3,0,Novel3,0,4496,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel3,Novel3,FALSE,NA,NA
27,m,5.03,5,No-social,8,2,2,0,Novel15,1,Novel15,0,2439,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel22,Novel15,FALSE,NA,NA
27,m,5.03,5,No-social,10,3,2,1,Novel17,1,Novel9,0,1980,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel2,Novel9,FALSE,NA,NA
27,m,5.03,5,No-social,12,4,1,0,Novel16,1,Novel1,1,1612,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel1,Novel1,FALSE,NA,NA
27,m,5.03,5,No-social,14,5,2,1,Novel23,0,Novel23,0,4363,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel12,Novel23,FALSE,NA,NA
28,m,5.13,5,Social,4,0,1,1,Novel11,0,Novel12,1,1312,LDkidslonger,0,test,FALSE,1,v2,social,Same,Novel12,Novel12,FALSE,NA,NA
28,m,5.13,5,Social,6,1,1,0,Novel10,1,Novel27,1,1351,RDkidslonger,1,test,FALSE,1,v2,social,Same,Novel27,Novel27,TRUE,NA,NA
28,m,5.13,5,Social,8,2,2,1,Novel21,0,Novel21,0,1145,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel14,Novel21,TRUE,NA,NA
28,m,5.13,5,Social,10,3,2,0,Novel20,0,Novel24,0,4603,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel1,Novel24,TRUE,NA,NA
28,m,5.13,5,Social,12,4,1,1,Novel5,0,Novel25,1,2594,RDkidslonger,1,test,FALSE,1,v2,social,Same,Novel25,Novel25,TRUE,NA,NA
28,m,5.13,5,Social,14,5,2,0,Novel22,0,Novel22,1,4798,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel9,Novel22,TRUE,NA,NA
29,f,4.59,4,No-social,4,0,1,0,Novel14,1,Novel14,0,2174,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel14,Novel14,FALSE,NA,NA
29,f,4.59,4,No-social,6,1,1,1,Novel1,0,Novel25,1,1891,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel25,Novel25,FALSE,NA,NA
29,f,4.59,4,No-social,8,2,2,0,Novel17,1,Novel17,0,7487,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel11,Novel17,FALSE,NA,NA
29,f,4.59,4,No-social,10,3,2,1,Novel18,0,Novel2,1,4216,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel21,Novel2,FALSE,NA,NA
29,f,4.59,4,No-social,12,4,1,0,Novel24,1,Novel24,0,8017,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel24,Novel24,FALSE,NA,NA
29,f,4.59,4,No-social,14,5,2,1,Novel23,0,Novel23,0,4393,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel3,Novel23,FALSE,NA,NA
30,f,6.61,6,No-social,4,0,1,0,Novel23,0,Novel23,1,6457,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel23,Novel23,FALSE,NA,NA
30,f,6.61,6,No-social,6,1,1,1,Novel1,1,Novel1,1,2287,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel1,Novel1,FALSE,NA,NA
30,f,6.61,6,No-social,8,2,2,0,Novel2,1,Novel4,1,4260,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel11,Novel4,FALSE,NA,NA
30,f,6.61,6,No-social,10,3,2,1,Novel13,0,Novel13,0,2965,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel19,Novel13,FALSE,NA,NA
30,f,6.61,6,No-social,12,4,1,0,Novel10,0,Novel10,1,1523,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel10,Novel10,FALSE,NA,NA
30,f,6.61,6,No-social,14,5,2,1,Novel28,1,Novel28,1,4096,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel12,Novel28,FALSE,NA,NA
31,m,5.27,5,Social,4,0,1,1,Novel5,1,Novel5,1,10453,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel5,Novel5,TRUE,NA,NA
31,m,5.27,5,Social,6,1,1,0,Novel26,0,Novel26,1,13870,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel26,Novel26,TRUE,NA,NA
31,m,5.27,5,Social,8,2,2,1,Novel9,1,Novel27,0,4152,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel28,Novel27,TRUE,NA,NA
31,m,5.27,5,Social,10,3,2,0,Novel25,0,Novel25,1,2251,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel16,Novel25,TRUE,NA,NA
31,m,5.27,5,Social,12,4,1,1,Novel3,1,Novel3,1,3193,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel3,Novel3,TRUE,NA,NA
31,m,5.27,5,Social,14,5,2,0,Novel15,1,Novel15,0,9978,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel12,Novel15,TRUE,NA,NA
32,f,4.21,4,No-social,4,0,1,1,Novel1,1,Novel22,0,6920,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel22,Novel22,FALSE,NA,NA
32,f,4.21,4,No-social,6,1,1,0,Novel14,1,Novel14,0,2359,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel14,Novel14,FALSE,NA,NA
32,f,4.21,4,No-social,8,2,2,0,Novel9,1,Novel9,0,6580,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel25,Novel9,FALSE,NA,NA
32,f,4.21,4,No-social,10,3,2,1,Novel6,0,Novel6,0,5298,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel27,Novel6,FALSE,NA,NA
32,f,4.21,4,No-social,12,4,1,1,Novel24,1,Novel24,1,6062,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel24,Novel24,FALSE,NA,NA
32,f,4.21,4,No-social,14,5,2,0,Novel16,1,Novel16,0,2275,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel21,Novel16,FALSE,NA,NA
33,m,5.18,5,No-social,4,0,1,0,Novel7,1,Novel7,0,2743,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel7,Novel7,FALSE,NA,NA
33,m,5.18,5,No-social,6,1,1,1,Novel23,0,Novel23,0,1736,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel23,Novel23,FALSE,NA,NA
33,m,5.18,5,No-social,8,2,2,0,Novel28,1,Novel27,1,5073,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel11,Novel27,FALSE,NA,NA
33,m,5.18,5,No-social,10,3,2,1,Novel24,1,Novel24,1,2889,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel8,Novel24,FALSE,NA,NA
33,m,5.18,5,No-social,12,4,1,0,Novel5,1,Novel5,0,2715,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel5,Novel5,FALSE,NA,NA
33,m,5.18,5,No-social,14,5,2,1,Novel1,0,Novel19,1,2128,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel25,Novel19,FALSE,NA,NA
34,m,4.89,4,Social,4,0,1,1,Novel3,1,Novel3,1,3562,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel3,Novel3,TRUE,NA,NA
34,m,4.89,4,Social,6,1,1,0,Novel4,0,Novel4,1,1723,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel4,Novel4,TRUE,NA,NA
34,m,4.89,4,Social,8,2,2,0,Novel5,0,Novel20,0,1689,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel17,Novel20,TRUE,NA,NA
34,m,4.89,4,Social,10,3,2,1,Novel14,1,Novel14,1,2734,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel1,Novel14,TRUE,NA,NA
34,m,4.89,4,Social,12,4,1,1,Novel18,0,Novel18,0,3530,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel18,Novel18,TRUE,NA,NA
34,m,4.89,4,Social,14,5,2,0,Novel19,0,Novel19,1,3156,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel7,Novel19,TRUE,NA,NA
35,m,5.57,5,No-social,4,0,1,1,Novel20,1,Novel20,1,3191,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel20,Novel20,FALSE,NA,NA
35,m,5.57,5,No-social,6,1,1,0,Novel22,0,Novel22,1,3674,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel22,Novel22,FALSE,NA,NA
35,m,5.57,5,No-social,8,2,2,0,Novel6,0,Novel6,1,944,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel11,Novel6,FALSE,NA,NA
35,m,5.57,5,No-social,10,3,2,1,Novel16,0,Novel16,0,1727,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel18,Novel16,FALSE,NA,NA
35,m,5.57,5,No-social,12,4,1,1,Novel4,1,Novel4,1,1318,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel4,Novel4,FALSE,NA,NA
35,m,5.57,5,No-social,14,5,2,0,Novel10,0,Novel28,0,4987,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel27,Novel28,FALSE,NA,NA
36,f,3.54,3,Social,4,0,1,1,Novel20,1,Novel20,1,3948,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel20,Novel20,FALSE,NA,NA
36,f,3.54,3,Social,6,1,1,0,Novel23,1,Novel23,0,1386,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel23,Novel23,TRUE,NA,NA
36,f,3.54,3,Social,8,2,2,0,Novel22,0,Novel22,1,1310,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel6,Novel22,FALSE,NA,NA
36,f,3.54,3,Social,10,3,2,1,Novel19,1,Novel19,1,4820,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel4,Novel19,TRUE,NA,NA
36,f,3.54,3,Social,12,4,1,1,Novel28,1,Novel28,1,1222,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel28,Novel28,FALSE,NA,NA
36,f,3.54,3,Social,14,5,2,0,Novel7,1,Novel7,0,1581,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel5,Novel7,TRUE,NA,NA
37,f,5.4,5,No-social,4,0,1,0,Novel13,0,Novel13,1,1724,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel13,Novel13,FALSE,NA,NA
37,f,5.4,5,No-social,6,1,1,1,Novel18,1,Novel18,1,2678,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel18,Novel18,FALSE,NA,NA
37,f,5.4,5,No-social,8,2,2,0,Novel27,1,Novel27,0,2173,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel28,Novel27,FALSE,NA,NA
37,f,5.4,5,No-social,10,3,2,1,Novel11,1,Novel11,1,1367,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel23,Novel11,FALSE,NA,NA
37,f,5.4,5,No-social,12,4,1,0,Novel25,0,Novel25,1,1200,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel25,Novel25,FALSE,NA,NA
37,f,5.4,5,No-social,14,5,2,1,Novel12,0,Novel12,0,1050,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel26,Novel12,FALSE,NA,NA
38,f,8.15,NA,No-social,4,0,1,0,Novel3,0,Novel3,1,936,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel3,Novel3,FALSE,NA,NA
38,f,8.15,NA,No-social,6,1,1,1,Novel23,1,Novel23,1,1101,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel23,Novel23,FALSE,NA,NA
38,f,8.15,NA,No-social,8,2,2,1,Novel1,1,Novel1,1,3185,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel16,Novel1,FALSE,NA,NA
38,f,8.15,NA,No-social,10,3,2,0,Novel7,1,Novel7,0,1348,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel6,Novel7,FALSE,NA,NA
38,f,8.15,NA,No-social,12,4,1,0,Novel19,0,Novel19,1,1376,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Same,Novel19,Novel19,FALSE,NA,NA
38,f,8.15,NA,No-social,14,5,2,1,Novel2,0,Novel2,0,1262,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel2,FALSE,NA,NA
39,m,4.63,4,Social,4,0,1,1,Novel22,1,Novel22,1,4166,straightaheadlonger,-1,test,TRUE,1,v2,social,Same,Novel22,Novel22,TRUE,RDkidslonger,1
39,m,4.63,4,Social,6,1,1,0,Novel20,1,Novel20,0,1946,straightaheadlonger,-1,test,TRUE,1,v2,social,Same,Novel20,Novel20,TRUE,LDkidslonger,0
39,m,4.63,4,Social,8,2,2,0,Novel6,0,Novel6,1,1538,straightaheadlonger,-1,test,TRUE,1,v2,social,Switch,Novel17,Novel6,TRUE,LDkidslonger,0
39,m,4.63,4,Social,10,3,2,1,Novel21,1,Novel7,0,2327,straightaheadlonger,-1,test,FALSE,1,v2,social,Switch,Novel18,Novel7,FALSE,LDkidslonger,0
39,m,4.63,4,Social,12,4,1,1,Novel27,1,Novel27,1,1990,straightaheadlonger,-1,test,TRUE,1,v2,social,Same,Novel27,Novel27,TRUE,RDkidslonger,1
39,m,4.63,4,Social,14,5,2,0,Novel9,1,Novel9,0,1801,straightaheadlonger,-1,test,TRUE,1,v2,social,Switch,Novel23,Novel9,TRUE,RDkidslonger,1
40,f,4.52,4,No-social,4,0,1,1,Novel25,1,Novel25,1,1313,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel25,Novel25,TRUE,straightaheadlonger,1
40,f,4.52,4,No-social,6,1,1,0,Novel9,1,Novel9,0,2533,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel9,Novel9,FALSE,straightaheadlonger,1
40,f,4.52,4,No-social,8,2,2,1,Novel3,0,Novel21,1,3041,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel22,Novel21,FALSE,straightaheadlonger,1
40,f,4.52,4,No-social,10,3,2,0,Novel28,0,Novel8,0,1184,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel11,Novel8,TRUE,straightaheadlonger,1
40,f,4.52,4,No-social,12,4,1,1,Novel2,0,Novel2,0,1066,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel2,Novel2,FALSE,straightaheadlonger,1
40,f,4.52,4,No-social,14,5,2,0,Novel27,1,Novel15,1,1315,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel26,Novel15,FALSE,straightaheadlonger,1
41,f,4.91,4,Social,4,0,1,1,Novel13,0,Novel13,0,1979,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel13,Novel13,TRUE,LDkidslonger,0
41,f,4.91,4,Social,6,1,1,0,Novel26,0,Novel26,1,4233,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel26,Novel26,TRUE,RDkidslonger,1
41,f,4.91,4,Social,8,2,2,0,Novel19,0,Novel19,1,1706,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel7,Novel19,TRUE,LDkidslonger,0
41,f,4.91,4,Social,10,3,2,1,Novel28,1,Novel6,0,1687,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel12,Novel6,TRUE,RDkidslonger,1
41,f,4.91,4,Social,12,4,1,1,Novel5,1,Novel5,1,4591,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel5,Novel5,TRUE,RDkidslonger,1
41,f,4.91,4,Social,14,5,2,0,Novel15,1,Novel23,1,5121,LDkidslonger,0,test,FALSE,1,v2,social,Switch,Novel16,Novel23,TRUE,LDkidslonger,0
42,f,4.19,4,No-social,4,0,1,0,Novel23,1,Novel23,0,2616,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel23,Novel23,FALSE,straightaheadlonger,1
42,f,4.19,4,No-social,6,1,1,1,Novel10,1,Novel10,1,6064,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel10,Novel10,TRUE,straightaheadlonger,1
42,f,4.19,4,No-social,8,2,2,1,Novel6,0,Novel6,0,6830,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel28,Novel6,TRUE,straightaheadlonger,1
42,f,4.19,4,No-social,10,3,2,0,Novel5,0,Novel5,1,2663,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel9,Novel5,FALSE,straightaheadlonger,1
42,f,4.19,4,No-social,12,4,1,0,Novel26,1,Novel26,0,7198,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel26,Novel26,FALSE,straightaheadlonger,1
42,f,4.19,4,No-social,14,5,2,1,Novel17,1,Novel17,1,1906,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel7,Novel17,FALSE,straightaheadlonger,1
44,f,4.39,4,Social,4,0,1,0,Novel9,0,Novel9,1,6385,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel9,Novel9,TRUE,RDkidslonger,1
44,f,4.39,4,Social,6,1,1,1,Novel23,1,Novel23,1,3969,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel23,Novel23,FALSE,LDkidslonger,0
44,f,4.39,4,Social,8,2,2,0,Novel11,1,Novel11,0,3722,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel24,Novel11,TRUE,RDkidslonger,1
44,f,4.39,4,Social,10,3,2,1,Novel26,1,Novel25,0,4845,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel14,Novel25,TRUE,RDkidslonger,1
44,f,4.39,4,Social,12,4,1,0,Novel28,1,Novel5,1,4252,RDkidslonger,1,test,FALSE,1,v2,social,Same,Novel5,Novel5,TRUE,RDkidslonger,1
44,f,4.39,4,Social,14,5,2,1,Novel12,1,Novel18,0,3383,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel7,Novel18,TRUE,RDkidslonger,1
45,m,3.73,3,No-social,4,0,1,1,Novel28,0,Novel28,0,3652,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel28,Novel28,FALSE,straightaheadlonger,1
45,m,3.73,3,No-social,6,1,1,0,Novel20,0,Novel20,1,1808,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel20,Novel20,TRUE,straightaheadlonger,1
45,m,3.73,3,No-social,8,2,2,1,Novel13,1,Novel13,1,4648,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel8,Novel13,FALSE,straightaheadlonger,1
45,m,3.73,3,No-social,10,3,2,0,Novel3,1,Novel3,0,3179,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel4,Novel3,TRUE,straightaheadlonger,1
45,m,3.73,3,No-social,12,4,1,1,Novel26,1,Novel26,1,2077,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel26,Novel26,TRUE,straightaheadlonger,1
45,m,3.73,3,No-social,14,5,2,0,Novel11,0,Novel2,0,1717,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel12,Novel2,TRUE,straightaheadlonger,1
46,m,4.29,4,Social,4,0,1,1,Novel17,1,Novel17,1,1446,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel17,Novel17,TRUE,RDkidslonger,1
46,m,4.29,4,Social,6,1,1,0,Novel10,1,Novel10,0,1561,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel10,Novel10,TRUE,LDkidslonger,0
46,m,4.29,4,Social,8,2,2,0,Novel14,1,Novel14,0,4781,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel18,Novel14,TRUE,RDkidslonger,1
46,m,4.29,4,Social,10,3,2,1,Novel21,1,Novel2,0,3778,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel28,Novel2,TRUE,RDkidslonger,1
46,m,4.29,4,Social,12,4,1,1,Novel6,1,Novel6,1,2243,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel6,Novel6,TRUE,RDkidslonger,1
46,m,4.29,4,Social,14,5,2,0,Novel13,0,Novel13,1,2936,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel26,Novel13,TRUE,LDkidslonger,0
47,f,3.22,3,No-social,4,0,1,1,Novel25,0,Novel16,1,9248,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel16,Novel16,TRUE,straightaheadlonger,1
47,f,3.22,3,No-social,6,1,1,0,Novel3,1,Novel22,1,5861,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel22,Novel22,TRUE,straightaheadlonger,1
47,f,3.22,3,No-social,8,2,2,0,Novel9,1,Novel9,0,4717,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel14,Novel9,TRUE,straightaheadlonger,1
47,f,3.22,3,No-social,10,3,2,1,Novel27,1,Novel8,0,6421,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel24,Novel8,TRUE,straightaheadlonger,1
47,f,3.22,3,No-social,12,4,1,1,Novel7,1,Novel7,1,4713,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel7,Novel7,TRUE,straightaheadlonger,1
47,f,3.22,3,No-social,14,5,2,0,Novel15,1,Novel15,0,2531,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel5,Novel15,TRUE,straightaheadlonger,1
48,f,4.33,4,Social,4,0,1,0,Novel21,1,Novel21,0,1655,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel21,Novel21,TRUE,LDkidslonger,0
48,f,4.33,4,Social,6,1,1,1,Novel25,0,Novel25,0,1770,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel25,Novel25,TRUE,LDkidslonger,0
48,f,4.33,4,Social,8,2,2,0,Novel20,0,Novel12,0,5260,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel27,Novel12,TRUE,RDkidslonger,1
48,f,4.33,4,Social,10,3,2,1,Novel6,0,Novel6,0,2484,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel23,Novel6,FALSE,LDkidslonger,0
48,f,4.33,4,Social,12,4,1,0,Novel15,1,Novel15,0,10393,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel15,Novel15,TRUE,LDkidslonger,0
48,f,4.33,4,Social,14,5,2,1,Novel11,0,Novel11,0,4921,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel14,Novel11,TRUE,RDkidslonger,1
49,m,3.93,3,No-social,4,0,1,0,Novel7,0,Novel7,1,2954,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel7,Novel7,TRUE,straightaheadlonger,1
49,m,3.93,3,No-social,6,1,1,1,Novel10,1,Novel10,1,4077,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel10,Novel10,TRUE,straightaheadlonger,1
49,m,3.93,3,No-social,8,2,2,0,Novel17,0,Novel23,0,3629,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel9,Novel23,TRUE,straightaheadlonger,1
49,m,3.93,3,No-social,10,3,2,1,Novel18,1,Novel6,0,6279,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel13,Novel6,TRUE,straightaheadlonger,1
49,m,3.93,3,No-social,12,4,1,0,Novel1,0,Novel1,1,9203,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel1,Novel1,TRUE,straightaheadlonger,1
49,m,3.93,3,No-social,14,5,2,1,Novel11,0,Novel3,1,3352,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel19,Novel3,FALSE,straightaheadlonger,1
50,m,4.52,4,Social,4,0,1,0,Novel3,0,Novel3,1,2845,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel3,Novel3,TRUE,RDkidslonger,1
50,m,4.52,4,Social,6,1,1,1,Novel11,0,Novel18,1,2538,RDkidslonger,1,test,FALSE,1,v2,social,Same,Novel18,Novel18,TRUE,RDkidslonger,1
50,m,4.52,4,Social,8,2,2,1,Novel8,0,Novel8,0,9145,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel23,Novel8,TRUE,RDkidslonger,1
50,m,4.52,4,Social,10,3,2,0,Novel14,0,Novel14,1,2367,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel9,Novel14,TRUE,LDkidslonger,0
50,m,4.52,4,Social,12,4,1,0,Novel26,0,Novel26,1,7400,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel26,Novel26,TRUE,RDkidslonger,1
50,m,4.52,4,Social,14,5,2,1,Novel21,1,Novel21,1,7117,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel27,Novel21,TRUE,LDkidslonger,0
51,m,4,4,No-social,4,0,1,1,Novel2,0,Novel11,1,2550,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel11,Novel11,TRUE,straightaheadlonger,1
51,m,4,4,No-social,6,1,1,0,Novel28,1,Novel28,0,2932,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel28,Novel28,FALSE,straightaheadlonger,1
51,m,4,4,No-social,8,2,2,1,Novel3,0,Novel3,0,6899,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel14,Novel3,TRUE,straightaheadlonger,1
51,m,4,4,No-social,10,3,2,0,Novel13,1,Novel25,1,1917,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel6,Novel25,FALSE,straightaheadlonger,1
51,m,4,4,No-social,12,4,1,1,Novel24,0,Novel1,1,2243,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel1,Novel1,TRUE,straightaheadlonger,1
51,m,4,4,No-social,14,5,2,0,Novel4,1,Novel4,0,3900,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel19,Novel4,TRUE,straightaheadlonger,1
52,f,3.75,3,Social,4,0,1,0,Novel9,0,Novel9,1,4414,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel9,Novel9,TRUE,RDkidslonger,1
52,f,3.75,3,Social,6,1,1,1,Novel2,1,Novel3,0,11664,LDkidslonger,0,test,FALSE,1,v2,social,Same,Novel3,Novel3,TRUE,LDkidslonger,0
52,f,3.75,3,Social,8,2,2,1,Novel20,1,Novel18,0,8855,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel16,Novel18,TRUE,RDkidslonger,1
52,f,3.75,3,Social,10,3,2,0,Novel28,1,Novel28,0,9557,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel7,Novel28,TRUE,RDkidslonger,1
52,f,3.75,3,Social,12,4,1,0,Novel14,1,Novel14,0,1906,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel14,Novel14,TRUE,LDkidslonger,0
