subid,gender,age,age_group,condition,trial,itemNum,trialType,samePos,chosen,chosen_idx,kept,kept_idx,rt,faceVid,faceIdx,trial_cat,correct,include,version_expt,condition_expt,faceVid_expo,faceVid_expo_idx
15,f,5.02,5,Social,2,0,1,1,truck,0,,0,1244,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,3,0,1,1,Novel27,0,Novel27,0,12960,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,4,0,1,1,Novel27,0,Novel27,0,6785,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,5,1,1,0,Novel15,1,Novel20,0,4197,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,6,1,1,0,Novel10,0,Novel20,0,5257,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
15,f,5.02,5,Social,7,2,2,1,Novel1,0,Novel21,1,6762,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,8,2,2,1,Novel21,1,Novel21,1,8114,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,9,3,2,0,Novel5,0,Novel12,1,1359,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,10,3,2,0,Novel12,0,Novel12,1,3571,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,11,4,1,1,Novel18,0,Novel18,0,1824,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,12,4,1,1,Novel18,0,Novel18,0,1198,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,13,5,2,0,Novel24,0,Novel11,1,980,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
15,f,5.02,5,Social,14,5,2,0,Novel11,0,Novel11,1,5009,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
16,m,5.01,5,No-social,1,0,1,1,flower,1,,0,1302,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,2,0,1,1,truck,0,,0,1899,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,3,0,1,1,Novel5,1,Novel3,0,9343,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,4,0,1,1,Novel10,1,Novel3,0,3706,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,5,1,1,0,Novel15,1,Novel19,0,2707,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,6,1,1,0,Novel19,1,Novel19,0,1133,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,7,2,2,0,Novel18,1,Novel26,0,2042,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,8,2,2,0,Novel20,0,Novel26,0,3804,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,9,3,2,1,Novel4,0,Novel23,1,8511,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,10,3,2,1,Novel21,0,Novel23,1,1219,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,11,4,1,1,Novel1,0,Novel1,0,1196,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,12,4,1,1,Novel1,0,Novel1,0,1611,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,13,5,2,0,Novel24,0,Novel11,1,1765,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
16,m,5.01,5,No-social,14,5,2,0,Novel11,0,Novel11,1,1070,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
17,m,3.11,3,Social,1,0,1,0,flower,1,,0,9574,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,2,0,1,0,truck,0,,0,2025,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,3,0,1,0,Novel3,0,Novel3,0,1469,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,4,0,1,0,Novel3,1,Novel3,0,2225,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,5,1,1,1,Novel23,0,Novel23,0,3084,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,6,1,1,1,Novel23,0,Novel23,0,1240,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,7,2,2,0,Novel13,1,Novel8,0,722,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,8,2,2,0,Novel8,1,Novel8,0,8006,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,9,3,2,1,Novel27,1,Novel15,0,2075,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,10,3,2,1,Novel14,1,Novel15,0,1046,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
17,m,3.11,3,Social,11,4,1,0,Novel20,1,Novel9,0,1799,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,12,4,1,0,Novel9,1,Novel9,0,979,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,13,5,2,1,Novel24,1,Novel16,0,689,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
17,m,3.11,3,Social,14,5,2,1,Novel25,1,Novel16,0,1042,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
18,f,5.07,5,No-social,1,0,1,1,flower,1,,0,2339,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,2,0,1,1,truck,0,,0,706,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,3,0,1,1,Novel17,1,Novel5,0,9204,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,4,0,1,1,Novel5,0,Novel5,0,7747,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,5,1,1,0,Novel15,0,Novel15,0,4970,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,6,1,1,0,Novel15,1,Novel15,0,2638,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,7,2,2,1,Novel10,0,Novel20,1,1522,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,8,2,2,1,Novel28,0,Novel20,1,1431,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,9,3,2,0,Novel24,0,Novel22,1,8670,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,10,3,2,0,Novel9,1,Novel22,1,2380,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,11,4,1,1,Novel25,0,Novel25,0,2628,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,12,4,1,1,Novel11,1,Novel25,0,1673,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,13,5,2,0,Novel21,1,Novel21,1,1315,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
18,f,5.07,5,No-social,14,5,2,0,Novel21,0,Novel21,1,1681,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
19,m,4.03,4,Social,1,0,1,1,flower,1,,0,2227,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,2,0,1,1,truck,0,,0,1400,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,3,0,1,1,Novel3,0,Novel3,0,7980,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,4,0,1,1,Novel3,0,Novel3,0,2285,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,5,1,1,0,Novel5,1,Novel20,0,3352,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,6,1,1,0,Novel20,1,Novel20,0,3524,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,7,2,2,0,Novel17,0,Novel17,0,3807,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,8,2,2,0,Novel19,0,Novel17,0,3345,LDkidslonger,0,test,FALSE,1,v1,social,NA,NA
19,m,4.03,4,Social,9,3,2,1,Novel4,1,Novel4,1,1247,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,10,3,2,1,Novel4,1,Novel4,1,2382,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,11,4,1,1,Novel1,0,Novel1,0,1488,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,12,4,1,1,Novel1,0,Novel1,0,1781,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,13,5,2,0,Novel25,0,Novel25,0,2052,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
19,m,4.03,4,Social,14,5,2,0,Novel9,0,Novel25,0,4264,LDkidslonger,0,test,FALSE,1,v1,social,NA,NA
20,f,4.1,4,No-social,1,0,1,0,flower,1,,0,3647,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,2,0,1,0,truck,0,,0,1645,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,3,0,1,0,Novel11,1,Novel15,0,13232,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,4,0,1,0,Novel12,0,Novel15,0,3680,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,5,1,1,1,Novel1,1,Novel4,0,2640,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,6,1,1,1,Novel22,1,Novel4,0,1966,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,7,2,2,0,Novel14,1,Novel5,0,1923,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,8,2,2,0,Novel6,0,Novel5,0,1762,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,9,3,2,1,Novel20,0,Novel3,1,1592,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,10,3,2,1,Novel23,0,Novel3,1,1290,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,11,4,1,0,Novel8,0,Novel8,0,1656,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,12,4,1,0,Novel8,1,Novel8,0,1813,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,13,5,2,1,Novel18,0,Novel17,1,2340,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
20,f,4.1,4,No-social,14,5,2,1,Novel28,0,Novel17,1,1310,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
21,f,3.01,3,Social,1,0,1,0,flower,1,,0,4811,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,2,0,1,0,truck,0,,0,1009,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,3,0,1,0,Novel8,1,Novel15,0,1913,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,4,0,1,0,Novel15,1,Novel15,0,15736,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,5,1,1,1,Novel13,1,Novel6,0,1156,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,6,1,1,1,Novel10,1,Novel6,0,20725,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
21,f,3.01,3,Social,7,2,2,0,Novel3,1,Novel3,1,1414,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,8,2,2,0,Novel1,1,Novel3,1,1904,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
21,f,3.01,3,Social,9,3,2,1,Novel5,1,Novel7,0,711,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,10,3,2,1,Novel7,0,Novel7,0,2349,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,11,4,1,0,Novel16,1,Novel27,0,1801,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,12,4,1,0,Novel27,1,Novel27,0,1541,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,13,5,2,1,Novel12,0,Novel12,0,1540,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
21,f,3.01,3,Social,14,5,2,1,Novel12,0,Novel12,0,1810,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
22,m,4.1,4,No-social,1,0,1,1,flower,1,,0,4359,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,2,0,1,1,truck,0,,0,9259,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,3,0,1,1,Novel8,1,Novel3,0,7532,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,4,0,1,1,Novel3,0,Novel3,0,6534,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,5,1,1,0,Novel16,0,Novel16,0,2970,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,6,1,1,0,Novel24,0,Novel16,0,1682,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,7,2,2,1,Novel1,0,Novel1,0,3823,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,8,2,2,1,Novel1,0,Novel1,0,2103,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,9,3,2,0,Novel19,0,Novel19,0,10390,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,10,3,2,0,Novel19,1,Novel19,0,8718,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,11,4,1,1,Novel2,1,Novel10,0,6304,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,12,4,1,1,Novel10,0,Novel10,0,3609,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,13,5,2,0,Novel21,0,Novel21,0,2355,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
22,m,4.1,4,No-social,14,5,2,0,Novel7,0,Novel21,0,11678,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,1,0,1,0,flower,1,,0,2971,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,2,0,1,0,truck,0,,0,1069,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,3,0,1,0,Novel7,1,Novel15,0,2675,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,4,0,1,0,Novel22,0,Novel15,0,2263,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,5,1,1,1,Novel11,0,Novel11,0,1145,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,6,1,1,1,Novel11,0,Novel11,0,1185,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,7,2,2,1,Novel8,0,Novel9,1,1261,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,8,2,2,1,Novel9,1,Novel9,1,4342,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,9,3,2,0,Novel20,0,Novel23,1,1343,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,10,3,2,0,Novel3,1,Novel23,1,1384,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,11,4,1,0,Novel17,0,Novel17,0,1281,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,12,4,1,0,Novel17,1,Novel17,0,1348,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,13,5,2,1,Novel13,0,Novel24,1,903,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
23,f,5.09,5,No-social,14,5,2,1,Novel14,0,Novel24,1,1540,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
24,f,4.1,4,Social,1,0,1,0,flower,1,,0,5260,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,2,0,1,0,truck,0,,0,1745,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,3,0,1,0,Novel20,0,Novel20,0,4685,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,4,0,1,0,Novel20,1,Novel20,0,2045,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,5,1,1,1,Novel21,0,Novel21,0,3003,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,6,1,1,1,Novel21,0,Novel21,0,1719,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,7,2,2,1,Novel15,1,Novel13,0,1697,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,8,2,2,1,Novel10,1,Novel13,0,6024,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
24,f,4.1,4,Social,9,3,2,0,Novel27,1,Novel27,1,4449,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,10,3,2,0,Novel27,0,Novel27,1,1056,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,11,4,1,0,Novel8,0,Novel8,0,4645,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,12,4,1,0,Novel8,1,Novel8,0,2890,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,13,5,2,1,Novel9,0,Novel25,1,4317,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
24,f,4.1,4,Social,14,5,2,1,Novel5,0,Novel25,1,14883,LDkidslonger,0,test,FALSE,1,v1,social,NA,NA
25,f,4.05,4,No-social,1,0,1,0,flower,1,,0,18533,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,2,0,1,0,truck,0,,0,11774,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,3,0,1,0,Novel28,1,Novel18,0,8790,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,4,0,1,0,Novel26,0,Novel18,0,4090,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,5,1,1,1,Novel7,1,Novel25,0,3219,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,6,1,1,1,Novel5,1,Novel25,0,2036,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,7,2,2,1,Novel11,1,Novel11,1,2996,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,8,2,2,1,Novel11,1,Novel11,1,1506,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,9,3,2,0,Novel9,1,Novel4,0,2401,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,10,3,2,0,Novel4,1,Novel4,0,3384,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,11,4,1,0,Novel23,0,Novel23,0,1926,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,12,4,1,0,Novel23,1,Novel23,0,1228,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,13,5,2,1,Novel21,0,Novel21,0,1075,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
25,f,4.05,4,No-social,14,5,2,1,Novel21,0,Novel21,0,1233,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
26,m,5.08,5,Social,1,0,1,0,flower,1,,0,4251,straightaheadlonger,-1,example,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,2,0,1,0,truck,0,,0,689,straightaheadlonger,-1,example,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,3,0,1,0,Novel14,1,Novel14,1,4453,RDkidslonger,1,exposure,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,4,0,1,0,Novel14,0,Novel14,1,7237,RDkidslonger,1,test,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,5,1,1,1,Novel28,1,Novel28,1,1128,RDkidslonger,1,exposure,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,6,1,1,1,Novel28,1,Novel28,1,9344,RDkidslonger,1,test,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,7,2,2,1,Novel19,1,Novel10,0,5714,RDkidslonger,1,exposure,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,8,2,2,1,Novel13,1,Novel10,0,14620,RDkidslonger,1,test,FALSE,1,v2,social,NA,NA
26,m,5.08,5,Social,9,3,2,0,Novel11,1,Novel8,0,2518,RDkidslonger,1,exposure,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,10,3,2,0,Novel8,1,Novel8,0,13711,RDkidslonger,1,test,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,11,4,1,0,Novel5,1,Novel5,1,2328,RDkidslonger,1,exposure,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,12,4,1,0,Novel5,0,Novel5,1,1677,RDkidslonger,1,test,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,13,5,2,1,Novel15,0,Novel1,1,1251,LDkidslonger,0,exposure,TRUE,1,v2,social,NA,NA
26,m,5.08,5,Social,14,5,2,1,Novel27,0,Novel1,1,3749,LDkidslonger,0,test,FALSE,1,v2,social,NA,NA
27,m,5,5,No-social,1,0,1,0,flower,1,,0,13799,straightaheadlonger,-1,example,TRUE,1,v2,no-social,NA,NA
27,m,5,5,No-social,2,0,1,0,truck,0,,0,1415,straightaheadlonger,-1,example,TRUE,1,v2,no-social,NA,NA
27,m,5,5,No-social,3,0,1,0,Novel14,1,Novel14,1,4508,straightaheadlonger,-1,exposure,FALSE,1,v2,no-social,NA,NA
27,m,5,5,No-social,4,0,1,0,Novel14,0,Novel14,1,1629,straightaheadlonger,-1,test,TRUE,1,v2,no-social,NA,NA
27,m,5,5,No-social,5,1,1,1,Novel3,0,Novel3,0,5396,straightaheadlonger,-1,exposure,FALSE,1,v2,no-social,NA,NA
27,m,5,5,No-social,6,1,1,1,Novel3,0,Novel3,0,4496,straightaheadlonger,-1,test,TRUE,1,v2,no-social,NA,NA
27,m,5,5,No-social,7,2,2,0,Novel22,1,Novel15,0,2317,straightaheadlonger,-1,exposure,FALSE,1,v2,no-social,NA,NA
27,m,5,5,No-social,8,2,2,0,Novel15,1,Novel15,0,2439,straightaheadlonger,-1,test,TRUE,1,v2,no-social,NA,NA
27,m,5,5,No-social,9,3,2,1,Novel2,1,Novel9,0,1915,straightaheadlonger,-1,exposure,FALSE,1,v2,no-social,NA,NA
27,m,5,5,No-social,10,3,2,1,Novel17,1,Novel9,0,1980,straightaheadlonger,-1,test,FALSE,1,v2,no-social,NA,NA
27,m,5,5,No-social,11,4,1,0,Novel1,1,Novel1,1,1515,straightaheadlonger,-1,exposure,FALSE,1,v2,no-social,NA,NA
27,m,5,5,No-social,12,4,1,0,Novel16,1,Novel1,1,1612,straightaheadlonger,-1,test,FALSE,1,v2,no-social,NA,NA
27,m,5,5,No-social,13,5,2,1,Novel12,1,Novel23,0,1347,straightaheadlonger,-1,exposure,FALSE,1,v2,no-social,NA,NA
27,m,5,5,No-social,14,5,2,1,Novel23,0,Novel23,0,4363,straightaheadlonger,-1,test,TRUE,1,v2,no-social,NA,NA
28,m,5.01,5,Social,1,0,1,1,flower,1,,0,4262,straightaheadlonger,-1,example,TRUE,1,v2,social,NA,NA
28,m,5.01,5,Social,2,0,1,1,truck,0,,0,1887,straightaheadlonger,-1,example,TRUE,1,v2,social,NA,NA
28,m,5.01,5,Social,3,0,1,1,Novel12,1,Novel12,1,10407,LDkidslonger,0,exposure,FALSE,1,v2,social,NA,NA
28,m,5.01,5,Social,4,0,1,1,Novel11,0,Novel12,1,1312,LDkidslonger,0,test,FALSE,1,v2,social,NA,NA
28,m,5.01,5,Social,5,1,1,0,Novel27,1,Novel27,1,534,RDkidslonger,1,exposure,TRUE,1,v2,social,NA,NA
28,m,5.01,5,Social,6,1,1,0,Novel10,1,Novel27,1,1351,RDkidslonger,1,test,FALSE,1,v2,social,NA,NA
28,m,5.01,5,Social,7,2,2,1,Novel14,1,Novel21,0,1999,RDkidslonger,1,exposure,TRUE,1,v2,social,NA,NA
28,m,5.01,5,Social,8,2,2,1,Novel21,0,Novel21,0,1145,RDkidslonger,1,test,TRUE,1,v2,social,NA,NA
28,m,5.01,5,Social,9,3,2,0,Novel1,1,Novel24,0,4662,RDkidslonger,1,exposure,TRUE,1,v2,social,NA,NA
28,m,5.01,5,Social,10,3,2,0,Novel20,0,Novel24,0,4603,RDkidslonger,1,test,FALSE,1,v2,social,NA,NA
28,m,5.01,5,Social,11,4,1,1,Novel25,1,Novel25,1,3120,RDkidslonger,1,exposure,TRUE,1,v2,social,NA,NA
28,m,5.01,5,Social,12,4,1,1,Novel5,0,Novel25,1,2594,RDkidslonger,1,test,FALSE,1,v2,social,NA,NA
28,m,5.01,5,Social,13,5,2,0,Novel9,0,Novel22,1,2509,LDkidslonger,0,exposure,TRUE,1,v2,social,NA,NA
28,m,5.01,5,Social,14,5,2,0,Novel22,0,Novel22,1,4798,LDkidslonger,0,test,TRUE,1,v2,social,NA,NA
29,f,4.08,4,No-social,1,0,1,0,flower,1,,0,1688,straightaheadlonger,-1,example,TRUE,1,v2,no-social,NA,NA
29,f,4.08,4,No-social,2,0,1,0,truck,0,,0,792,straightaheadlonger,-1,example,TRUE,1,v2,no-social,NA,NA
