"subids","itemNum","submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","comments","trialType","samePos","chosen.x","correct","chosenIdx","gaze_target.x","trial_category","kept","keptIdx","rt","face","faceIdx","rel_subj","intervalNum","include","first.trial","numPicN","block","prop_cond_clean","reliability","include_good_rt","gaze_target.y","chosen.y","correct_exposure","total_exposure_correct","chosen","gaze_target"
44,11,"Feb 14 2015","13:57:15",26,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",0,"Novel131",TRUE,2,NA,"test","Novel131",2,2165,"straight-ahead",-1,0.62,0,TRUE,FALSE,4,"test","100%",1,1,"Novel131","Novel131",TRUE,7,NA,NA
44,12,"Feb 14 2015","13:57:15",28,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",1,"Novel48",FALSE,2,NA,"test","Novel91",0,10253,"straight-ahead",-1,0.62,0,TRUE,FALSE,4,"test","100%",1,1,"Novel140","Novel140",TRUE,7,NA,NA
44,13,"Feb 14 2015","13:57:15",30,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,"Novel63",TRUE,1,NA,"test","Novel63",0,1953,"straight-ahead",-1,0.62,0,TRUE,FALSE,4,"test","100%",1,1,"Novel63","Novel63",TRUE,7,NA,NA
44,15,"Feb 14 2015","13:57:15",34,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,"Novel135",TRUE,0,NA,"test","Novel135",1,1227,"straight-ahead",-1,0.62,0,TRUE,FALSE,4,"test","100%",1,1,"Novel135","Novel135",TRUE,7,NA,NA
44,8,"Feb 14 2015","13:57:15",20,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",1,"Novel13",FALSE,1,NA,"test","Novel27",1,3981,"straight-ahead",-1,0.62,0,TRUE,FALSE,4,"test","100%",1,1,"Novel45","Novel45",TRUE,7,NA,NA
44,9,"Feb 14 2015","13:57:15",22,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",0,"Novel62",TRUE,0,NA,"test","Novel62",1,1458,"straight-ahead",-1,0.62,0,TRUE,FALSE,4,"test","100%",1,1,"Novel62","Novel62",TRUE,7,NA,NA
44,8,"Feb 14 2015","13:57:15",19,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",1,NA,TRUE,0,NA,"exposure","Novel27",1,11471,"up-left-4sec",1,61,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel45","Novel45"
44,9,"Feb 14 2015","13:57:15",21,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",0,NA,TRUE,1,NA,"exposure","Novel62",1,5546,"up-right-4sec",3,61,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel62","Novel62"
44,10,"Feb 14 2015","13:57:15",23,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",0,NA,TRUE,1,NA,"exposure","Novel3",0,3336,"up-right-4sec",3,61,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel119","Novel119"
44,11,"Feb 14 2015","13:57:15",25,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",0,NA,TRUE,2,NA,"exposure","Novel131",2,2675,"down-right-4sec",2,61,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel131","Novel131"
44,12,"Feb 14 2015","13:57:15",27,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",1,NA,TRUE,1,NA,"exposure","Novel91",0,2196,"up-right-4sec",3,61,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel140","Novel140"
44,13,"Feb 14 2015","13:57:15",29,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,NA,TRUE,0,NA,"exposure","Novel63",0,4068,"up-left-4sec",1,61,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel63","Novel63"
44,14,"Feb 14 2015","13:57:15",31,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",1,NA,TRUE,1,NA,"exposure","Novel89",0,2478,"up-right-4sec",3,61,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel22","Novel22"
44,15,"Feb 14 2015","13:57:15",33,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,NA,TRUE,1,NA,"exposure","Novel135",1,6006,"up-right-4sec",3,61,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel135","Novel135"
45,10,"Feb 14 2015","14:08:17",24,"Live","75%_reliable","Zero",4,"Chrome","                ","Same",1,"Novel9",TRUE,0,NA,"test","Novel9",2,785,"straight-ahead",-1,0.65,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel9","Novel9",TRUE,8,NA,NA
45,11,"Feb 14 2015","14:08:17",26,"Live","75%_reliable","Zero",4,"Chrome","                ","Switch",0,"Novel17",FALSE,0,NA,"test","Novel22",1,5188,"straight-ahead",-1,0.65,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel4","Novel4",TRUE,8,NA,NA
45,12,"Feb 14 2015","14:08:17",28,"Live","75%_reliable","Zero",4,"Chrome","                ","Same",0,"Novel81",TRUE,2,NA,"test","Novel81",2,376,"straight-ahead",-1,0.65,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel81","Novel81",TRUE,8,NA,NA
45,13,"Feb 14 2015","14:08:17",30,"Live","75%_reliable","Zero",4,"Chrome","                ","Switch",1,"Novel124",FALSE,2,NA,"test","Novel33",0,1781,"straight-ahead",-1,0.65,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel74","Novel74",TRUE,8,NA,NA
45,14,"Feb 14 2015","14:08:17",32,"Live","75%_reliable","Zero",4,"Chrome","                ","Same",1,"Novel52",TRUE,1,NA,"test","Novel52",0,421,"straight-ahead",-1,0.65,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel52","Novel52",TRUE,8,NA,NA
45,15,"Feb 14 2015","14:08:17",34,"Live","75%_reliable","Zero",4,"Chrome","                ","Switch",1,"Novel40",FALSE,2,NA,"test","Novel10",0,4386,"straight-ahead",-1,0.65,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel96","Novel96",TRUE,8,NA,NA
45,8,"Feb 14 2015","14:08:17",20,"Live","75%_reliable","Zero",4,"Chrome","                ","Same",1,"Novel105",TRUE,1,NA,"test","Novel105",0,3166,"straight-ahead",-1,0.65,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel105","Novel105",TRUE,8,NA,NA
45,9,"Feb 14 2015","14:08:17",22,"Live","75%_reliable","Zero",4,"Chrome","                ","Switch",0,"Novel76",FALSE,2,NA,"test","Novel109",1,3142,"straight-ahead",-1,0.65,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel103","Novel103",TRUE,8,NA,NA
45,8,"Feb 14 2015","14:08:17",19,"Live","75%_reliable","Zero",4,"Chrome","                ","Same",1,NA,TRUE,0,NA,"exposure","Novel105",0,7102,"up-left-4sec",1,64,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel105","Novel105"
45,9,"Feb 14 2015","14:08:17",21,"Live","75%_reliable","Zero",4,"Chrome","                ","Switch",0,NA,TRUE,0,NA,"exposure","Novel109",1,3495,"up-left-4sec",1,64,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel103","Novel103"
45,10,"Feb 14 2015","14:08:17",23,"Live","75%_reliable","Zero",4,"Chrome","                ","Same",1,NA,TRUE,2,NA,"exposure","Novel9",2,3835,"down-right-4sec",2,64,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel9","Novel9"
45,11,"Feb 14 2015","14:08:17",25,"Live","75%_reliable","Zero",4,"Chrome","                ","Switch",0,NA,TRUE,2,NA,"exposure","Novel22",1,2859,"down-right-4sec",2,64,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel4","Novel4"
45,12,"Feb 14 2015","14:08:17",27,"Live","75%_reliable","Zero",4,"Chrome","                ","Same",0,NA,TRUE,2,NA,"exposure","Novel81",2,3414,"down-left-4sec",0,64,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel81","Novel81"
45,13,"Feb 14 2015","14:08:17",29,"Live","75%_reliable","Zero",4,"Chrome","                ","Switch",1,NA,TRUE,2,NA,"exposure","Novel33",0,5939,"down-right-4sec",2,64,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel74","Novel74"
45,14,"Feb 14 2015","14:08:17",31,"Live","75%_reliable","Zero",4,"Chrome","                ","Same",1,NA,TRUE,0,NA,"exposure","Novel52",0,2112,"up-left-4sec",1,64,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel52","Novel52"
45,15,"Feb 14 2015","14:08:17",33,"Live","75%_reliable","Zero",4,"Chrome","                ","Switch",1,NA,TRUE,1,NA,"exposure","Novel10",0,1100,"up-right-4sec",3,64,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel96","Novel96"
46,10,"Feb 14 2015","14:18:41",24,"Live","25%_reliable","Zero",4,"Chrome","                NA","Switch",1,"Novel76",FALSE,2,NA,"test","Novel3",1,424,"straight-ahead",-1,0.02,0,TRUE,FALSE,4,"test","25%",0.25,1,"Novel123","Novel28",FALSE,1,NA,NA
46,11,"Feb 14 2015","14:18:41",26,"Live","25%_reliable","Zero",4,"Chrome","                NA","Same",1,"Novel128",TRUE,1,NA,"test","Novel128",2,272,"straight-ahead",-1,0.02,0,TRUE,FALSE,4,"test","25%",0.25,1,"Novel4","Novel128",FALSE,1,NA,NA
46,15,"Feb 14 2015","14:18:41",34,"Live","25%_reliable","Zero",4,"Chrome","                NA","Same",0,"Novel38",TRUE,0,NA,"test","Novel38",2,325,"straight-ahead",-1,0.02,0,TRUE,FALSE,4,"test","25%",0.25,1,"Novel5","Novel38",FALSE,1,NA,NA
46,8,"Feb 14 2015","14:18:41",20,"Live","25%_reliable","Zero",4,"Chrome","                NA","Switch",0,"Novel32",TRUE,2,NA,"test","Novel32",0,2243,"straight-ahead",-1,0.02,0,TRUE,FALSE,4,"test","25%",0.25,1,"Novel24","Novel24",TRUE,1,NA,NA
46,9,"Feb 14 2015","14:18:41",22,"Live","25%_reliable","Zero",4,"Chrome","                NA","Same",1,"Novel85",TRUE,1,NA,"test","Novel85",2,403,"straight-ahead",-1,0.02,0,TRUE,FALSE,4,"test","25%",0.25,1,"Novel124","Novel85",FALSE,1,NA,NA
46,8,"Feb 14 2015","14:18:41",19,"Live","25%_reliable","Zero",4,"Chrome","                NA","Switch",0,NA,TRUE,1,NA,"exposure","Novel32",0,5426,"up-right-4sec",3,4,0,TRUE,FALSE,4,"test","25%",0.25,1,NA,NA,NA,NA,"Novel24","Novel24"
46,9,"Feb 14 2015","14:18:41",21,"Live","25%_reliable","Zero",4,"Chrome","                NA","Same",1,NA,FALSE,2,NA,"exposure","Novel85",2,2549,"up-right-4sec",3,4,0,TRUE,FALSE,4,"test","25%",0.25,1,NA,NA,NA,NA,"Novel85","Novel124"
46,10,"Feb 14 2015","14:18:41",23,"Live","25%_reliable","Zero",4,"Chrome","                NA","Switch",1,NA,FALSE,0,NA,"exposure","Novel3",1,1928,"down-left-4sec",0,4,0,TRUE,FALSE,4,"test","25%",0.25,1,NA,NA,NA,NA,"Novel28","Novel123"
46,11,"Feb 14 2015","14:18:41",25,"Live","25%_reliable","Zero",4,"Chrome","                NA","Same",1,NA,FALSE,2,NA,"exposure","Novel128",2,618,"up-left-4sec",1,4,0,TRUE,FALSE,4,"test","25%",0.25,1,NA,NA,NA,NA,"Novel128","Novel4"
46,12,"Feb 14 2015","14:18:41",27,"Live","25%_reliable","Zero",4,"Chrome","                NA","Switch",1,NA,TRUE,1,NA,"exposure","Novel57",0,269,"up-right-4sec",3,4,0,TRUE,FALSE,4,"test","25%",0.25,1,NA,NA,NA,NA,"Novel122","Novel122"
46,13,"Feb 14 2015","14:18:41",29,"Live","25%_reliable","Zero",4,"Chrome","                NA","Same",0,NA,FALSE,2,NA,"exposure","Novel35",2,274,"down-left-4sec",0,4,0,TRUE,FALSE,4,"test","25%",0.25,1,NA,NA,NA,NA,"Novel35","Novel88"
46,14,"Feb 14 2015","14:18:41",31,"Live","25%_reliable","Zero",4,"Chrome","                NA","Switch",1,NA,TRUE,2,NA,"exposure","Novel39",1,656,"down-left-4sec",0,4,0,TRUE,FALSE,4,"test","25%",0.25,1,NA,NA,NA,NA,"Novel36","Novel36"
46,15,"Feb 14 2015","14:18:41",33,"Live","25%_reliable","Zero",4,"Chrome","                NA","Same",0,NA,FALSE,2,NA,"exposure","Novel38",2,289,"up-right-4sec",3,4,0,TRUE,FALSE,4,"test","25%",0.25,1,NA,NA,NA,NA,"Novel38","Novel5"
47,10,"Feb 14 2015","14:34:20",24,"Live","50%_reliable","Zero",4,"Chrome","","Switch",0,"Novel31",FALSE,1,NA,"test","Novel28",0,1565,"straight-ahead",-1,0.39,0,TRUE,FALSE,4,"test","50%",0.5,1,"Novel61","Novel61",TRUE,8,NA,NA
47,11,"Feb 14 2015","14:34:20",26,"Live","50%_reliable","Zero",4,"Chrome","","Same",0,"Novel114",TRUE,2,NA,"test","Novel114",1,1226,"straight-ahead",-1,0.39,0,TRUE,FALSE,4,"test","50%",0.5,1,"Novel114","Novel114",TRUE,8,NA,NA
47,12,"Feb 14 2015","14:34:20",28,"Live","50%_reliable","Zero",4,"Chrome","","Switch",0,"Novel109",FALSE,2,NA,"test","Novel54",1,1851,"straight-ahead",-1,0.39,0,TRUE,FALSE,4,"test","50%",0.5,1,"Novel67","Novel67",TRUE,8,NA,NA
47,13,"Feb 14 2015","14:34:20",30,"Live","50%_reliable","Zero",4,"Chrome","","Same",0,"Novel107",TRUE,1,NA,"test","Novel107",0,345,"straight-ahead",-1,0.39,0,TRUE,FALSE,4,"test","50%",0.5,1,"Novel107","Novel107",TRUE,8,NA,NA
47,14,"Feb 14 2015","14:34:20",32,"Live","50%_reliable","Zero",4,"Chrome","","Switch",0,"Novel73",FALSE,2,NA,"test","Novel99",0,2077,"straight-ahead",-1,0.39,0,TRUE,FALSE,4,"test","50%",0.5,1,"Novel2","Novel2",TRUE,8,NA,NA
47,15,"Feb 14 2015","14:34:20",34,"Live","50%_reliable","Zero",4,"Chrome","","Same",1,"Novel97",TRUE,0,NA,"test","Novel97",2,779,"straight-ahead",-1,0.39,0,TRUE,FALSE,4,"test","50%",0.5,1,"Novel97","Novel97",TRUE,8,NA,NA
47,8,"Feb 14 2015","14:34:20",20,"Live","50%_reliable","Zero",4,"Chrome","","Switch",1,"Novel104",FALSE,2,NA,"test","Novel60",1,3586,"straight-ahead",-1,0.39,0,TRUE,FALSE,4,"test","50%",0.5,1,"Novel22","Novel22",TRUE,8,NA,NA
47,9,"Feb 14 2015","14:34:20",22,"Live","50%_reliable","Zero",4,"Chrome","","Same",1,"Novel64",TRUE,0,NA,"test","Novel64",1,1609,"straight-ahead",-1,0.39,0,TRUE,FALSE,4,"test","50%",0.5,1,"Novel64","Novel64",TRUE,8,NA,NA
47,8,"Feb 14 2015","14:34:20",19,"Live","50%_reliable","Zero",4,"Chrome","","Switch",1,NA,TRUE,2,NA,"exposure","Novel60",1,4912,"down-right-4sec",2,38,0,TRUE,FALSE,4,"test","50%",0.5,1,NA,NA,NA,NA,"Novel22","Novel22"
47,9,"Feb 14 2015","14:34:20",21,"Live","50%_reliable","Zero",4,"Chrome","","Same",1,NA,TRUE,1,NA,"exposure","Novel64",1,2589,"up-right-4sec",3,38,0,TRUE,FALSE,4,"test","50%",0.5,1,NA,NA,NA,NA,"Novel64","Novel64"
47,10,"Feb 14 2015","14:34:20",23,"Live","50%_reliable","Zero",4,"Chrome","","Switch",0,NA,TRUE,2,NA,"exposure","Novel28",0,3415,"down-left-4sec",0,38,0,TRUE,FALSE,4,"test","50%",0.5,1,NA,NA,NA,NA,"Novel61","Novel61"
47,11,"Feb 14 2015","14:34:20",25,"Live","50%_reliable","Zero",4,"Chrome","","Same",0,NA,TRUE,1,NA,"exposure","Novel114",1,4087,"up-right-4sec",3,38,0,TRUE,FALSE,4,"test","50%",0.5,1,NA,NA,NA,NA,"Novel114","Novel114"
47,12,"Feb 14 2015","14:34:20",27,"Live","50%_reliable","Zero",4,"Chrome","","Switch",0,NA,TRUE,2,NA,"exposure","Novel54",1,1954,"down-right-4sec",2,38,0,TRUE,FALSE,4,"test","50%",0.5,1,NA,NA,NA,NA,"Novel67","Novel67"
47,13,"Feb 14 2015","14:34:20",29,"Live","50%_reliable","Zero",4,"Chrome","","Same",0,NA,TRUE,0,NA,"exposure","Novel107",0,2027,"up-left-4sec",1,38,0,TRUE,FALSE,4,"test","50%",0.5,1,NA,NA,NA,NA,"Novel107","Novel107"
47,14,"Feb 14 2015","14:34:20",31,"Live","50%_reliable","Zero",4,"Chrome","","Switch",0,NA,TRUE,2,NA,"exposure","Novel99",0,1155,"down-left-4sec",0,38,0,TRUE,FALSE,4,"test","50%",0.5,1,NA,NA,NA,NA,"Novel2","Novel2"
47,15,"Feb 14 2015","14:34:20",33,"Live","50%_reliable","Zero",4,"Chrome","","Same",1,NA,TRUE,2,NA,"exposure","Novel97",2,1733,"down-right-4sec",2,38,0,TRUE,FALSE,4,"test","50%",0.5,1,NA,NA,NA,NA,"Novel97","Novel97"
48,10,"Feb 14 2015","14:40:49",24,"Live","75%_reliable","Zero",4,"Chrome","thanks","Switch",1,"Novel100",FALSE,0,NA,"test","Novel53",0,2886,"straight-ahead",-1,0.86,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel44","Novel44",TRUE,8,NA,NA
48,11,"Feb 14 2015","14:40:49",26,"Live","75%_reliable","Zero",4,"Chrome","thanks","Same",0,"Novel129",TRUE,2,NA,"test","Novel129",0,1173,"straight-ahead",-1,0.86,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel129","Novel129",TRUE,8,NA,NA
48,12,"Feb 14 2015","14:40:49",28,"Live","75%_reliable","Zero",4,"Chrome","thanks","Switch",0,"Novel87",FALSE,2,NA,"test","Novel37",1,2495,"straight-ahead",-1,0.86,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel36","Novel36",TRUE,8,NA,NA
48,13,"Feb 14 2015","14:40:49",30,"Live","75%_reliable","Zero",4,"Chrome","thanks","Same",1,"Novel29",TRUE,0,NA,"test","Novel29",2,1228,"straight-ahead",-1,0.86,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel29","Novel29",TRUE,8,NA,NA
48,14,"Feb 14 2015","14:40:49",32,"Live","75%_reliable","Zero",4,"Chrome","thanks","Switch",0,"Novel1",TRUE,0,NA,"test","Novel1",1,5977,"straight-ahead",-1,0.86,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel54","Novel54",TRUE,8,NA,NA
48,15,"Feb 14 2015","14:40:49",34,"Live","75%_reliable","Zero",4,"Chrome","thanks","Same",1,"Novel98",TRUE,1,NA,"test","Novel98",2,2736,"straight-ahead",-1,0.86,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel98","Novel98",TRUE,8,NA,NA
48,8,"Feb 14 2015","14:40:49",20,"Live","75%_reliable","Zero",4,"Chrome","thanks","Switch",1,"Novel70",TRUE,0,NA,"test","Novel70",1,1640,"straight-ahead",-1,0.86,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel21","Novel21",TRUE,8,NA,NA
48,9,"Feb 14 2015","14:40:49",22,"Live","75%_reliable","Zero",4,"Chrome","thanks","Same",1,"Novel124",FALSE,2,NA,"test","Novel135",0,1834,"straight-ahead",-1,0.86,0,TRUE,FALSE,4,"test","75%",0.75,1,"Novel135","Novel135",TRUE,8,NA,NA
48,8,"Feb 14 2015","14:40:49",19,"Live","75%_reliable","Zero",4,"Chrome","thanks","Switch",1,NA,TRUE,0,NA,"exposure","Novel70",1,3669,"up-left-4sec",1,85,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel21","Novel21"
48,9,"Feb 14 2015","14:40:49",21,"Live","75%_reliable","Zero",4,"Chrome","thanks","Same",1,NA,TRUE,0,NA,"exposure","Novel135",0,2585,"up-left-4sec",1,85,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel135","Novel135"
48,10,"Feb 14 2015","14:40:49",23,"Live","75%_reliable","Zero",4,"Chrome","thanks","Switch",1,NA,TRUE,1,NA,"exposure","Novel53",0,3241,"up-right-4sec",3,85,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel44","Novel44"
48,11,"Feb 14 2015","14:40:49",25,"Live","75%_reliable","Zero",4,"Chrome","thanks","Same",0,NA,TRUE,0,NA,"exposure","Novel129",0,3175,"up-left-4sec",1,85,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel129","Novel129"
48,12,"Feb 14 2015","14:40:49",27,"Live","75%_reliable","Zero",4,"Chrome","thanks","Switch",0,NA,TRUE,2,NA,"exposure","Novel37",1,2058,"down-right-4sec",2,85,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel36","Novel36"
48,13,"Feb 14 2015","14:40:49",29,"Live","75%_reliable","Zero",4,"Chrome","thanks","Same",1,NA,TRUE,2,NA,"exposure","Novel29",2,1681,"down-right-4sec",2,85,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel29","Novel29"
48,14,"Feb 14 2015","14:40:49",31,"Live","75%_reliable","Zero",4,"Chrome","thanks","Switch",0,NA,TRUE,2,NA,"exposure","Novel1",1,2584,"down-right-4sec",2,85,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel54","Novel54"
48,15,"Feb 14 2015","14:40:49",33,"Live","75%_reliable","Zero",4,"Chrome","thanks","Same",1,NA,TRUE,2,NA,"exposure","Novel98",2,3940,"down-right-4sec",2,85,0,TRUE,FALSE,4,"test","75%",0.75,1,NA,NA,NA,NA,"Novel98","Novel98"
49,10,"Feb 14 2015","14:45:55",24,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",0,"Novel114",TRUE,2,NA,"test","Novel114",0,614,"straight-ahead",-1,0.63,0,TRUE,FALSE,4,"test","100%",1,1,"Novel14","Novel14",TRUE,3,NA,NA
49,11,"Feb 14 2015","14:45:55",26,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,"Novel29",FALSE,0,NA,"test","Novel75",0,1481,"straight-ahead",-1,0.63,0,TRUE,FALSE,4,"test","100%",1,1,"Novel47","Novel75",FALSE,3,NA,NA
49,12,"Feb 14 2015","14:45:55",28,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",0,"Novel1",FALSE,1,NA,"test","Novel51",0,1705,"straight-ahead",-1,0.63,0,TRUE,FALSE,4,"test","100%",1,1,"Novel51","Novel72",FALSE,3,NA,NA
49,13,"Feb 14 2015","14:45:55",30,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",0,"Novel69",FALSE,2,NA,"test","Novel6",2,2791,"straight-ahead",-1,0.63,0,TRUE,FALSE,4,"test","100%",1,1,"Novel6","Novel6",TRUE,3,NA,NA
49,14,"Feb 14 2015","14:45:55",32,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",0,"Novel129",TRUE,2,NA,"test","Novel129",1,1490,"straight-ahead",-1,0.63,0,TRUE,FALSE,4,"test","100%",1,1,"Novel112","Novel48",FALSE,3,NA,NA
49,15,"Feb 14 2015","14:45:55",34,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,"Novel22",TRUE,1,NA,"test","Novel22",2,3738,"straight-ahead",-1,0.63,0,TRUE,FALSE,4,"test","100%",1,1,"Novel91","Novel22",FALSE,3,NA,NA
49,8,"Feb 14 2015","14:45:55",20,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",1,"Novel98",FALSE,0,NA,"test","Novel38",0,1512,"straight-ahead",-1,0.63,0,TRUE,FALSE,4,"test","100%",1,1,"Novel57","Novel57",TRUE,3,NA,NA
49,9,"Feb 14 2015","14:45:55",22,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,"Novel18",FALSE,1,NA,"test","Novel63",1,2432,"straight-ahead",-1,0.63,0,TRUE,FALSE,4,"test","100%",1,1,"Novel10","Novel63",FALSE,3,NA,NA
49,8,"Feb 14 2015","14:45:55",19,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",1,NA,TRUE,2,NA,"exposure","Novel38",0,2945,"down-right-4sec",2,62,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel57","Novel57"
49,9,"Feb 14 2015","14:45:55",21,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,NA,FALSE,1,NA,"exposure","Novel63",1,2065,"down-left-4sec",0,62,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel63","Novel10"
49,10,"Feb 14 2015","14:45:55",23,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",0,NA,TRUE,2,NA,"exposure","Novel114",0,1333,"down-left-4sec",0,62,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel14","Novel14"
49,11,"Feb 14 2015","14:45:55",25,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,NA,FALSE,0,NA,"exposure","Novel75",0,818,"down-right-4sec",2,62,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel75","Novel47"
49,12,"Feb 14 2015","14:45:55",27,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",0,NA,FALSE,1,NA,"exposure","Novel51",0,2438,"up-left-4sec",1,62,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel72","Novel51"
49,13,"Feb 14 2015","14:45:55",29,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",0,NA,TRUE,2,NA,"exposure","Novel6",2,1059,"down-right-4sec",2,62,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel6","Novel6"
49,14,"Feb 14 2015","14:45:55",31,"Live","100%_reliable","Zero",4,"Chrome","                ","Switch",0,NA,FALSE,0,NA,"exposure","Novel129",1,1446,"down-left-4sec",0,62,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel48","Novel112"
49,15,"Feb 14 2015","14:45:55",33,"Live","100%_reliable","Zero",4,"Chrome","                ","Same",1,NA,FALSE,2,NA,"exposure","Novel22",2,1190,"up-right-4sec",3,62,0,TRUE,FALSE,4,"test","100%",1,1,NA,NA,NA,NA,"Novel22","Novel91"
50,10,"Feb 14 2015","14:51:50",24,"Live","0%_reliable","Zero",4,"Chrome","                No. Everything worked properly. Thank you.","Same",0,"Novel97",TRUE,1,NA,"test","Novel97",2,580,"straight-ahead",-1,0.41,0,TRUE,FALSE,4,"test","0%",0,1,"Novel97","Novel97",TRUE,8,NA,NA
50,11,"Feb 14 2015","14:51:50",26,"Live","0%_reliable","Zero",4,"Chrome","                No. Everything worked properly. Thank you.","Switch",0,"Novel83",FALSE,0,NA,"test","Novel77",0,1671,"straight-ahead",-1,0.41,0,TRUE,FALSE,4,"test","0%",0,1,"Novel120","Novel120",TRUE,8,NA,NA
50,12,"Feb 14 2015","14:51:50",28,"Live","0%_reliable","Zero",4,"Chrome","                No. Everything worked properly. Thank you.","Same",0,"Novel111",TRUE,1,NA,"test","Novel111",2,453,"straight-ahead",-1,0.41,0,TRUE,FALSE,4,"test","0%",0,1,"Novel111","Novel111",TRUE,8,NA,NA
