"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","test","exposure","day.and.time","faceIdx","choseSocial"
"131","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",11,3,"Same",1,"Novel102",1,"Novel102",1,2912,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:26:05),"1",TRUE
"133","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",13,4,"Switch",1,"Novel95",1,"Novel136",3,1385,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:26:05),"1",TRUE
"135","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",15,5,"Same",0,"Novel68",3,"Novel68",3,1334,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:26:05),"3",TRUE
"137","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",17,6,"Switch",0,"Novel130",3,"Novel35",0,1816,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:26:05),"3",TRUE
"139","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",19,7,"Same",1,"Novel107",0,"Novel107",0,2214,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:26:05),"0",TRUE
"245","A37PTN17UH3H1","Dec 05 2013","04:09:24",5,0,"Switch",0,"Novel108",1,"Novel80",2,8314,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:09:24),"0",FALSE
"247","A37PTN17UH3H1","Dec 05 2013","04:09:24",7,1,"Same",1,"Novel94",0,"Novel94",0,7301,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:09:24),"1",FALSE
"249","A37PTN17UH3H1","Dec 05 2013","04:09:24",9,2,"Switch",1,"Novel26",3,"Novel102",0,3853,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:09:24),"1",FALSE
"251","A37PTN17UH3H1","Dec 05 2013","04:09:24",11,3,"Same",1,"Novel21",1,"Novel21",1,4633,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:09:24),"1",TRUE
"253","A37PTN17UH3H1","Dec 05 2013","04:09:24",13,4,"Switch",0,"Novel60",3,"Novel16",0,7706,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:09:24),"0",FALSE
"255","A37PTN17UH3H1","Dec 05 2013","04:09:24",15,5,"Same",0,"Novel74",3,"Novel74",3,5273,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:09:24),"2",FALSE
"257","A37PTN17UH3H1","Dec 05 2013","04:09:24",17,6,"Switch",1,"Novel28",2,"Novel55",1,3152,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:09:24),"1",FALSE
"259","A37PTN17UH3H1","Dec 05 2013","04:09:24",19,7,"Same",0,"Novel111",3,"Novel111",3,3682,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:09:24),"2",FALSE
"45","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",5,0,"Switch",0,"Novel19",3,"Novel51",0,2203,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:16:31),"0",FALSE
"47","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",7,1,"Same",0,"Novel70",2,"Novel70",2,1922,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:16:31),"2",TRUE
"49","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",9,2,"Switch",1,"Novel102",3,"Novel55",2,2412,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:16:31),"3",TRUE
"51","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",11,3,"Same",0,"Novel54",0,"Novel54",0,2360,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:16:31),"0",TRUE
"53","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",13,4,"Switch",1,"Novel38",2,"Novel83",3,1109,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:16:31),"2",TRUE
"55","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",15,5,"Same",1,"Novel6",1,"Novel6",1,3266,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:16:31),"1",TRUE
"57","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",17,6,"Switch",0,"Novel77",2,"Novel16",0,1875,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:16:31),"0",FALSE
"59","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",19,7,"Same",1,"Novel130",2,"Novel130",2,1390,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:16:31),"2",TRUE
"485","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",5,0,"Same",1,"Novel134",2,"Novel134",2,16453,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:17),"2",TRUE
"487","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",7,1,"Switch",1,"Novel34",3,"Novel2",2,3859,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:30:17),"1",FALSE
"489","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",9,2,"Same",0,"Novel61",3,"Novel61",3,4622,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:17),"2",FALSE
"491","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",11,3,"Switch",0,"Novel73",1,"Novel41",0,2750,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:17),"2",FALSE
"493","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",13,4,"Same",0,"Novel103",1,"Novel103",1,2032,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:30:17),"3",FALSE
"495","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",15,5,"Switch",0,"Novel9",1,"Novel21",2,5562,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:30:17),"1",TRUE
"497","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",17,6,"Same",1,"Novel108",0,"Novel108",0,4938,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:30:17),"1",FALSE
"499","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",19,7,"Switch",1,"Novel27",2,"Novel127",0,2359,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:17),"2",TRUE
"385","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",5,0,"Switch",1,"Novel78",2,"Novel90",1,4805,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:21:13),"3",FALSE
"387","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",7,1,"Same",1,"Novel139",2,"Novel139",2,7940,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:21:13),"0",FALSE
"389","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",9,2,"Switch",0,"Novel61",1,"Novel106",3,3541,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:21:13),"1",TRUE
"391","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",11,3,"Same",0,"Novel85",0,"Novel85",0,2904,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:21:13),"0",TRUE
"393","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",13,4,"Switch",1,"Novel59",1,"Novel27",2,1404,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:21:13),"1",TRUE
"395","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",15,5,"Same",0,"Novel65",3,"Novel65",3,1279,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:21:13),"3",TRUE
"397","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",17,6,"Switch",0,"Novel21",1,"Novel110",3,530,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:21:13),"1",TRUE
"399","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",19,7,"Same",1,"Novel31",0,"Novel31",0,873,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:21:13),"0",TRUE
"445","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",5,0,"Same",1,"Novel138",1,"Novel138",1,2309,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:29:26),"1",TRUE
"447","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",7,1,"Switch",0,"Novel45",3,"Novel115",2,1731,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:29:26),"3",TRUE
"449","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",9,2,"Same",0,"Novel101",0,"Novel101",0,1700,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:29:26),"0",TRUE
"451","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",11,3,"Switch",1,"Novel112",1,"Novel28",2,1060,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:29:26),"1",TRUE
"453","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",13,4,"Same",0,"Novel108",3,"Novel108",3,1326,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:29:26),"3",TRUE
"455","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",15,5,"Switch",1,"Novel107",3,"Novel64",2,1295,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:29:26),"3",TRUE
"457","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",17,6,"Same",1,"Novel109",2,"Novel109",2,1294,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:29:26),"2",TRUE
"459","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",19,7,"Switch",0,"Novel82",2,"Novel42",1,908,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:29:26),"2",TRUE
"325","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",5,0,"Same",1,"Novel134",0,"Novel134",0,3510,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:16:05),"2",FALSE
"327","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",7,1,"Switch",1,"Novel101",2,"Novel78",3,2621,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:16:05),"3",FALSE
"329","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",9,2,"Same",0,"Novel125",1,"Novel125",1,2013,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:16:05),"0",FALSE
"331","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",11,3,"Switch",0,"Novel1",3,"Novel107",1,3198,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:16:05),"2",FALSE
"333","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",13,4,"Same",0,"Novel70",3,"Novel70",3,9033,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:16:05),"3",TRUE
"335","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",15,5,"Switch",1,"Novel82",0,"Novel99",1,2184,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:16:05),"3",FALSE
"337","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",17,6,"Same",1,"Novel29",3,"Novel29",3,4040,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:16:05),"0",FALSE
"339","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",19,7,"Switch",0,"Novel74",0,"Novel50",2,2278,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:16:05),"1",FALSE
"265","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",5,0,"Same",1,"Novel71",2,"Novel71",2,1606,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:11:37),"2",TRUE
"267","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",7,1,"Switch",1,"Novel86",2,"Novel22",1,967,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:11:37),"2",TRUE
"269","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",9,2,"Same",0,"Novel92",0,"Novel92",0,1482,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:11:37),"0",TRUE
"271","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",11,3,"Switch",0,"Novel108",0,"Novel48",2,1809,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:11:37),"0",TRUE
"273","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",13,4,"Same",1,"Novel55",0,"Novel55",0,1170,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:11:37),"0",TRUE
"275","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",15,5,"Switch",1,"Novel12",2,"Novel90",1,1467,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:11:37),"2",TRUE
"277","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",17,6,"Same",0,"Novel85",2,"Novel85",2,1575,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:11:37),"2",TRUE
"279","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",19,7,"Switch",0,"Novel105",0,"Novel89",3,873,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:11:37),"0",TRUE
"365","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",5,0,"Switch",0,"Novel131",2,"Novel91",1,9235,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:21:06),"2",TRUE
"367","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",7,1,"Same",0,"Novel93",3,"Novel93",3,1747,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:21:06),"3",TRUE
"369","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",9,2,"Switch",1,"Novel19",2,"Novel13",0,998,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:21:06),"2",TRUE
"371","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",11,3,"Same",1,"Novel57",1,"Novel57",1,2527,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:21:06),"1",TRUE
"373","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",13,4,"Switch",1,"Novel84",0,"Novel1",2,1560,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:21:06),"0",TRUE
"375","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",15,5,"Same",0,"Novel116",1,"Novel116",1,1357,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:21:06),"1",TRUE
"377","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",17,6,"Switch",0,"Novel128",3,"Novel82",0,1264,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:21:06),"3",TRUE
"379","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",19,7,"Same",1,"Novel115",2,"Novel115",2,1919,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:21:06),"2",TRUE
"465","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",5,0,"Same",0,"Novel91",2,"Novel91",2,7805,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:14),"2",TRUE
"467","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",7,1,"Switch",0,"Novel73",2,"Novel128",1,5305,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:14),"2",TRUE
"469","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",9,2,"Same",0,"Novel49",3,"Novel49",3,4799,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:30:14),"3",TRUE
"471","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",11,3,"Switch",0,"Novel90",0,"Novel122",3,1409,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:30:14),"0",TRUE
"473","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",13,4,"Same",1,"Novel64",2,"Novel64",2,4593,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:14),"2",TRUE
"475","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",15,5,"Switch",1,"Novel72",2,"Novel74",3,3484,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:14),"2",TRUE
"477","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",17,6,"Same",1,"Novel43",1,"Novel43",1,4430,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:30:14),"1",TRUE
"479","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",19,7,"Switch",1,"Novel4",2,"Novel112",3,3143,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:30:14),"1",FALSE
"25","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",5,0,"Switch",1,"Novel11",2,"Novel58",0,2399,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:15:31),"2",TRUE
"27","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",7,1,"Same",1,"Novel88",1,"Novel88",1,2198,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:15:31),"1",TRUE
"29","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",9,2,"Switch",1,"Novel114",2,"Novel5",3,14133,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:15:31),"2",TRUE
"31","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",11,3,"Same",0,"Novel17",1,"Novel17",1,2654,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:15:31),"1",TRUE
"33","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",13,4,"Switch",0,"Novel41",1,"Novel53",0,8894,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:15:31),"1",TRUE
"35","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",15,5,"Same",1,"Novel94",0,"Novel94",0,6321,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:15:31),"0",TRUE
"37","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",17,6,"Switch",0,"Novel4",1,"Novel121",3,2640,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:15:31),"1",TRUE
"39","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",19,7,"Same",0,"Novel125",2,"Novel125",2,2620,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:15:31),"2",TRUE
"525","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",5,0,"Same",0,"Novel131",1,"Novel131",1,2988,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:32:56),"1",TRUE
"527","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",7,1,"Switch",1,"Novel89",3,"Novel97",0,1508,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:32:56),"3",TRUE
"529","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",9,2,"Same",1,"Novel14",2,"Novel14",2,2806,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:32:56),"2",TRUE
"531","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",11,3,"Switch",0,"Novel71",1,"Novel15",3,1915,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:32:56),"1",TRUE
"533","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",13,4,"Same",0,"Novel67",2,"Novel67",2,2215,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:32:56),"2",TRUE
"535","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",15,5,"Switch",0,"Novel50",2,"Novel129",0,1783,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:32:56),"2",TRUE
"537","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",17,6,"Same",1,"Novel48",2,"Novel48",2,4673,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:32:56),"2",TRUE
"539","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",19,7,"Switch",1,"Novel130",1,"Novel105",0,6658,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:32:56),"1",TRUE
"345","APUDEHJUFAFZV","Dec 05 2013","04:17:53",5,0,"Same",1,"Novel68",0,"Novel68",0,6318,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:17:53),"0",TRUE
"347","APUDEHJUFAFZV","Dec 05 2013","04:17:53",7,1,"Switch",0,"Novel67",2,"Novel53",1,4649,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:17:53),"1",FALSE
"349","APUDEHJUFAFZV","Dec 05 2013","04:17:53",9,2,"Same",1,"Novel111",1,"Novel111",1,1919,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:17:53),"2",FALSE
"351","APUDEHJUFAFZV","Dec 05 2013","04:17:53",11,3,"Switch",1,"Novel92",2,"Novel30",3,2293,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:17:53),"3",FALSE
"353","APUDEHJUFAFZV","Dec 05 2013","04:17:53",13,4,"Same",0,"Novel89",0,"Novel89",0,3232,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:17:53),"0",TRUE
"355","APUDEHJUFAFZV","Dec 05 2013","04:17:53",15,5,"Switch",1,"Novel101",2,"Novel65",3,1982,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:17:53),"1",FALSE
"357","APUDEHJUFAFZV","Dec 05 2013","04:17:53",17,6,"Same",0,"Novel24",0,"Novel24",0,2418,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:17:53),"1",FALSE
"359","APUDEHJUFAFZV","Dec 05 2013","04:17:53",19,7,"Switch",0,"Novel112",0,"Novel120",2,7082,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:17:53),"2",FALSE
"425","ARQQHT1JIRORV","Dec 05 2013","04:28:46",5,0,"Switch",0,"Novel22",2,"Novel38",3,3775,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:28:46),"3",FALSE
"427","ARQQHT1JIRORV","Dec 05 2013","04:28:46",7,1,"Same",0,"Novel70",0,"Novel70",0,3432,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:28:46),"2",FALSE
"429","ARQQHT1JIRORV","Dec 05 2013","04:28:46",9,2,"Switch",1,"Novel60",3,"Novel134",1,4696,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:28:46),"1",FALSE
"431","ARQQHT1JIRORV","Dec 05 2013","04:28:46",11,3,"Same",1,"Novel17",1,"Novel17",1,2933,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:28:46),"1",TRUE
"433","ARQQHT1JIRORV","Dec 05 2013","04:28:46",13,4,"Switch",0,"Novel24",2,"Novel56",0,1885,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:28:46),"0",FALSE
"435","ARQQHT1JIRORV","Dec 05 2013","04:28:46",15,5,"Same",0,"Novel80",0,"Novel80",0,1997,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:28:46),"0",TRUE
"437","ARQQHT1JIRORV","Dec 05 2013","04:28:46",17,6,"Switch",1,"Novel40",1,"Novel129",2,2730,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:28:46),"3",FALSE
"439","ARQQHT1JIRORV","Dec 05 2013","04:28:46",19,7,"Same",1,"Novel3",0,"Novel3",0,1997,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:28:46),"3",FALSE
