"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","test","exposure","day.and.time","correct","include","first.trial","numPicN","intervalN"
"133","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",14,4,"Switch",1,"Novel112",0,"Novel136",3,5057,"eyescenter2","4","0",1,0,(Dec 05 2013 03:26:05),FALSE,TRUE,NA,4,0
"134","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",16,5,"Same",0,"Novel68",2,"Novel68",3,1122,"eyescenter2","4","0",1,0,(Dec 05 2013 03:26:05),TRUE,TRUE,NA,4,0
"135","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",18,6,"Switch",0,"Novel35",3,"Novel35",0,2858,"eyescenter2","4","0",1,0,(Dec 05 2013 03:26:05),TRUE,TRUE,NA,4,0
"136","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",20,7,"Same",1,"Novel107",0,"Novel107",0,2101,"eyescenter2","4","0",1,0,(Dec 05 2013 03:26:05),TRUE,TRUE,NA,4,0
"137","A37PTN17UH3H1","Dec 05 2013","04:09:24",6,0,"Switch",0,"Novel37",2,"Novel80",2,7551,"eyescenter2","4","0",1,0,(Dec 05 2013 04:09:24),FALSE,TRUE,TRUE,4,0
"138","A37PTN17UH3H1","Dec 05 2013","04:09:24",8,1,"Same",1,"Novel94",0,"Novel94",0,2012,"eyescenter2","4","0",1,0,(Dec 05 2013 04:09:24),TRUE,TRUE,NA,4,0
"139","A37PTN17UH3H1","Dec 05 2013","04:09:24",10,2,"Switch",1,"Novel129",2,"Novel102",0,2855,"eyescenter2","4","0",1,0,(Dec 05 2013 04:09:24),FALSE,TRUE,NA,4,0
"140","A37PTN17UH3H1","Dec 05 2013","04:09:24",12,3,"Same",1,"Novel21",1,"Novel21",1,1420,"eyescenter2","4","0",1,0,(Dec 05 2013 04:09:24),TRUE,TRUE,NA,4,0
"141","A37PTN17UH3H1","Dec 05 2013","04:09:24",14,4,"Switch",0,"Novel16",3,"Novel16",0,780,"eyescenter2","4","0",1,0,(Dec 05 2013 04:09:24),TRUE,TRUE,NA,4,0
"142","A37PTN17UH3H1","Dec 05 2013","04:09:24",16,5,"Same",0,"Novel74",2,"Novel74",3,780,"eyescenter2","4","0",1,0,(Dec 05 2013 04:09:24),TRUE,TRUE,NA,4,0
"143","A37PTN17UH3H1","Dec 05 2013","04:09:24",18,6,"Switch",1,"Novel55",1,"Novel55",1,1092,"eyescenter2","4","0",1,0,(Dec 05 2013 04:09:24),TRUE,TRUE,NA,4,0
"144","A37PTN17UH3H1","Dec 05 2013","04:09:24",20,7,"Same",0,"Novel111",1,"Novel111",3,702,"eyescenter2","4","0",1,0,(Dec 05 2013 04:09:24),TRUE,TRUE,NA,4,0
"145","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",6,0,"Switch",0,"Novel51",3,"Novel51",0,3203,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:31),TRUE,TRUE,TRUE,4,0
"146","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",8,1,"Same",0,"Novel124",2,"Novel70",2,3922,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:31),FALSE,TRUE,NA,4,0
"147","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",10,2,"Switch",1,"Novel60",1,"Novel55",2,2422,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:31),FALSE,TRUE,NA,4,0
"148","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",12,3,"Same",0,"Novel54",2,"Novel54",0,1328,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:31),TRUE,TRUE,NA,4,0
"149","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",14,4,"Switch",1,"Novel83",3,"Novel83",3,1594,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:31),TRUE,TRUE,NA,4,0
"150","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",16,5,"Same",1,"Novel8",0,"Novel6",1,4078,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:31),FALSE,TRUE,NA,4,0
"151","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",18,6,"Switch",0,"Novel138",2,"Novel16",0,2671,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:31),FALSE,TRUE,NA,4,0
"152","A38PDFJ9KGQGLV","Dec 05 2013","03:16:31",20,7,"Same",1,"Novel130",2,"Novel130",2,813,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:31),TRUE,TRUE,NA,4,0
"153","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",6,0,"Same",1,"Novel134",2,"Novel134",2,6453,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:17),TRUE,TRUE,TRUE,4,0
"154","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",8,1,"Switch",1,"Novel2",2,"Novel2",2,2672,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:17),TRUE,TRUE,NA,4,0
"155","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",10,2,"Same",0,"Novel61",1,"Novel61",3,1266,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:17),TRUE,TRUE,NA,4,0
"156","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",12,3,"Switch",0,"Novel41",1,"Novel41",0,3484,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:17),TRUE,TRUE,NA,4,0
"157","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",14,4,"Same",0,"Novel103",2,"Novel103",1,1094,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:17),TRUE,TRUE,NA,4,0
"158","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",16,5,"Switch",0,"Novel122",1,"Novel21",2,3375,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:17),FALSE,TRUE,NA,4,0
"159","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",18,6,"Same",1,"Novel108",0,"Novel108",0,3640,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:17),TRUE,TRUE,NA,4,0
"160","A3D4U1VY8VSDI6","Dec 05 2013","04:30:17",20,7,"Switch",1,"Novel120",2,"Novel127",0,1828,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:17),FALSE,TRUE,NA,4,0
"161","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",6,0,"Switch",1,"Novel2",2,"Novel90",1,6583,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:13),FALSE,TRUE,TRUE,4,0
"162","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",8,1,"Same",1,"Novel139",2,"Novel139",2,1342,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:13),TRUE,TRUE,NA,4,0
"163","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",10,2,"Switch",0,"Novel99",2,"Novel106",3,3479,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:13),FALSE,TRUE,NA,4,0
"164","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",12,3,"Same",0,"Novel85",3,"Novel85",0,4587,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:13),TRUE,TRUE,NA,4,0
"165","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",14,4,"Switch",1,"Novel23",1,"Novel27",2,968,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:13),FALSE,TRUE,NA,4,0
"166","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",16,5,"Same",0,"Novel65",2,"Novel65",3,265,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:13),TRUE,TRUE,NA,4,0
"167","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",18,6,"Switch",0,"Novel36",1,"Novel110",3,2574,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:13),FALSE,TRUE,NA,4,0
"168","A3JNV32JQW4DTC","Dec 05 2013","04:21:13",20,7,"Same",1,"Novel31",0,"Novel31",0,764,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:13),TRUE,TRUE,NA,4,0
"169","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",6,0,"Same",1,"Novel138",1,"Novel138",1,2340,"eyescenter2","4","0",1,0,(Dec 05 2013 04:29:26),TRUE,TRUE,TRUE,4,0
"170","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",8,1,"Switch",0,"Novel115",0,"Novel115",2,2262,"eyescenter2","4","0",1,0,(Dec 05 2013 04:29:26),TRUE,TRUE,NA,4,0
"171","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",10,2,"Same",0,"Novel101",1,"Novel101",0,1217,"eyescenter2","4","0",1,0,(Dec 05 2013 04:29:26),TRUE,TRUE,NA,4,0
"172","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",12,3,"Switch",1,"Novel28",2,"Novel28",2,2793,"eyescenter2","4","0",1,0,(Dec 05 2013 04:29:26),TRUE,TRUE,NA,4,0
"173","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",14,4,"Same",0,"Novel108",0,"Novel108",3,1264,"eyescenter2","4","0",1,0,(Dec 05 2013 04:29:26),TRUE,TRUE,NA,4,0
"174","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",16,5,"Switch",1,"Novel46",0,"Novel64",2,2075,"eyescenter2","4","0",1,0,(Dec 05 2013 04:29:26),FALSE,TRUE,NA,4,0
"175","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",18,6,"Same",1,"Novel109",2,"Novel109",2,1373,"eyescenter2","4","0",1,0,(Dec 05 2013 04:29:26),TRUE,TRUE,NA,4,0
"176","A3K1UZBNGXZ7X5","Dec 05 2013","04:29:26",20,7,"Switch",0,"Novel42",0,"Novel42",1,1170,"eyescenter2","4","0",1,0,(Dec 05 2013 04:29:26),TRUE,TRUE,NA,4,0
"177","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",6,0,"Same",1,"Novel134",0,"Novel134",0,1185,"eyescenter2","4","0",1,0,(Dec 05 2013 04:16:05),TRUE,TRUE,TRUE,4,0
"178","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",8,1,"Switch",1,"Novel78",3,"Novel78",3,4999,"eyescenter2","4","0",1,0,(Dec 05 2013 04:16:05),TRUE,TRUE,NA,4,0
"179","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",10,2,"Same",0,"Novel125",2,"Novel125",1,811,"eyescenter2","4","0",1,0,(Dec 05 2013 04:16:05),TRUE,TRUE,NA,4,0
"180","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",12,3,"Switch",0,"Novel107",3,"Novel107",1,1498,"eyescenter2","4","0",1,0,(Dec 05 2013 04:16:05),TRUE,TRUE,NA,4,0
"181","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",14,4,"Same",0,"Novel70",1,"Novel70",3,1092,"eyescenter2","4","0",1,0,(Dec 05 2013 04:16:05),TRUE,TRUE,NA,4,0
"182","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",16,5,"Switch",1,"Novel6",2,"Novel99",1,826,"eyescenter2","4","0",1,0,(Dec 05 2013 04:16:05),FALSE,TRUE,NA,4,0
"183","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",18,6,"Same",1,"Novel29",3,"Novel29",3,670,"eyescenter2","4","0",1,0,(Dec 05 2013 04:16:05),TRUE,TRUE,NA,4,0
"184","ABHKIR4MLWULZ","Dec 05 2013","04:16:05",20,7,"Switch",0,"Novel128",2,"Novel50",2,593,"eyescenter2","4","0",1,0,(Dec 05 2013 04:16:05),FALSE,TRUE,NA,4,0
"185","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",6,0,"Same",1,"Novel71",2,"Novel71",2,1092,"eyescenter2","4","0",1,0,(Dec 05 2013 04:11:37),TRUE,TRUE,TRUE,4,0
"186","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",8,1,"Switch",1,"Novel38",2,"Novel22",1,6037,"eyescenter2","4","0",1,0,(Dec 05 2013 04:11:37),FALSE,TRUE,NA,4,0
"187","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",10,2,"Same",0,"Novel92",2,"Novel92",0,1529,"eyescenter2","4","0",1,0,(Dec 05 2013 04:11:37),TRUE,TRUE,NA,4,0
"188","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",12,3,"Switch",0,"Novel46",2,"Novel48",2,5117,"eyescenter2","4","0",1,0,(Dec 05 2013 04:11:37),FALSE,TRUE,NA,4,0
"189","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",14,4,"Same",1,"Novel55",0,"Novel55",0,1560,"eyescenter2","4","0",1,0,(Dec 05 2013 04:11:37),TRUE,TRUE,NA,4,0
"190","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",16,5,"Switch",1,"Novel3",3,"Novel90",1,2527,"eyescenter2","4","0",1,0,(Dec 05 2013 04:11:37),FALSE,TRUE,NA,4,0
"191","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",18,6,"Same",0,"Novel85",3,"Novel85",2,655,"eyescenter2","4","0",1,0,(Dec 05 2013 04:11:37),TRUE,TRUE,NA,4,0
"192","AEKCK3L7OKCY9","Dec 05 2013","04:11:37",20,7,"Switch",0,"Novel110",1,"Novel89",3,2450,"eyescenter2","4","0",1,0,(Dec 05 2013 04:11:37),FALSE,TRUE,NA,4,0
"193","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",6,0,"Switch",0,"Novel91",3,"Novel91",1,2762,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:06),TRUE,TRUE,TRUE,4,0
"194","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",8,1,"Same",0,"Novel93",1,"Novel93",3,748,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:06),TRUE,TRUE,NA,4,0
"195","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",10,2,"Switch",1,"Novel119",3,"Novel13",0,2028,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:06),FALSE,TRUE,NA,4,0
"196","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",12,3,"Same",1,"Novel57",1,"Novel57",1,733,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:06),TRUE,TRUE,NA,4,0
"197","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",14,4,"Switch",1,"Novel139",0,"Novel1",2,1186,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:06),FALSE,TRUE,NA,4,0
"198","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",16,5,"Same",0,"Novel116",3,"Novel116",1,140,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:06),TRUE,TRUE,NA,4,0
"199","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",18,6,"Switch",0,"Novel82",1,"Novel82",0,1092,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:06),TRUE,TRUE,NA,4,0
"200","AGU3P5LLHVI5X","Dec 05 2013","04:21:06",20,7,"Same",1,"Novel115",2,"Novel115",2,531,"eyescenter2","4","0",1,0,(Dec 05 2013 04:21:06),TRUE,TRUE,NA,4,0
"201","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",6,0,"Same",0,"Novel91",1,"Novel91",2,2622,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:14),TRUE,TRUE,TRUE,4,0
"202","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",8,1,"Switch",0,"Novel110",0,"Novel128",1,6706,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:14),FALSE,TRUE,NA,4,0
"203","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",10,2,"Same",0,"Novel49",0,"Novel49",3,1331,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:14),TRUE,TRUE,NA,4,0
"204","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",12,3,"Switch",0,"Novel100",1,"Novel122",3,2650,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:14),FALSE,TRUE,NA,4,0
"205","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",14,4,"Same",1,"Novel64",2,"Novel64",2,1931,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:14),TRUE,TRUE,NA,4,0
"206","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",16,5,"Switch",1,"Novel74",3,"Novel74",3,1453,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:14),TRUE,TRUE,NA,4,0
"207","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",18,6,"Same",1,"Novel43",1,"Novel43",1,1070,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:14),TRUE,TRUE,NA,4,0
"208","AK96E3Z3RFYU3","Dec 05 2013","04:30:14",20,7,"Switch",1,"Novel26",1,"Novel112",3,842,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:14),FALSE,TRUE,NA,4,0
"209","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",6,0,"Switch",1,"Novel104",2,"Novel58",0,1846,"eyescenter2","4","0",1,0,(Dec 05 2013 03:15:31),FALSE,TRUE,TRUE,4,0
"210","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",8,1,"Same",1,"Novel88",1,"Novel88",1,1679,"eyescenter2","4","0",1,0,(Dec 05 2013 03:15:31),TRUE,TRUE,NA,4,0
"211","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",10,2,"Switch",1,"Novel84",2,"Novel5",3,4254,"eyescenter2","4","0",1,0,(Dec 05 2013 03:15:31),FALSE,TRUE,NA,4,0
"212","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",12,3,"Same",0,"Novel80",1,"Novel17",1,24047,"eyescenter2","4","0",1,0,(Dec 05 2013 03:15:31),FALSE,TRUE,NA,4,0
"213","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",14,4,"Switch",0,"Novel126",1,"Novel53",0,2833,"eyescenter2","4","0",1,0,(Dec 05 2013 03:15:31),FALSE,TRUE,NA,4,0
"214","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",16,5,"Same",1,"Novel94",0,"Novel94",0,973,"eyescenter2","4","0",1,0,(Dec 05 2013 03:15:31),TRUE,TRUE,NA,4,0
"215","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",18,6,"Switch",0,"Novel101",1,"Novel121",3,837,"eyescenter2","4","0",1,0,(Dec 05 2013 03:15:31),FALSE,TRUE,NA,4,0
"216","AM3E6SVW2M0X3","Dec 05 2013","03:15:31",20,7,"Same",0,"Novel125",3,"Novel125",2,1073,"eyescenter2","4","0",1,0,(Dec 05 2013 03:15:31),TRUE,TRUE,NA,4,0
"217","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",6,0,"Same",0,"Novel131",2,"Novel131",1,2007,"eyescenter2","4","0",1,0,(Dec 05 2013 04:32:56),TRUE,TRUE,TRUE,4,0
"218","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",8,1,"Switch",1,"Novel13",1,"Novel97",0,10303,"eyescenter2","4","0",1,0,(Dec 05 2013 04:32:56),FALSE,TRUE,NA,4,0
"219","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",10,2,"Same",1,"Novel14",2,"Novel14",2,1155,"eyescenter2","4","0",1,0,(Dec 05 2013 04:32:56),TRUE,TRUE,NA,4,0
"220","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",12,3,"Switch",0,"Novel138",2,"Novel15",3,1306,"eyescenter2","4","0",1,0,(Dec 05 2013 04:32:56),FALSE,TRUE,NA,4,0
"221","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",14,4,"Same",0,"Novel67",3,"Novel67",2,1154,"eyescenter2","4","0",1,0,(Dec 05 2013 04:32:56),TRUE,TRUE,NA,4,0
"222","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",16,5,"Switch",0,"Novel68",2,"Novel129",0,11324,"eyescenter2","4","0",1,0,(Dec 05 2013 04:32:56),FALSE,TRUE,NA,4,0
"223","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",18,6,"Same",1,"Novel48",2,"Novel48",2,983,"eyescenter2","4","0",1,0,(Dec 05 2013 04:32:56),TRUE,TRUE,NA,4,0
"224","AN5MSKMMSUXGQ","Dec 05 2013","04:32:56",20,7,"Switch",1,"Novel85",2,"Novel105",0,4471,"eyescenter2","4","0",1,0,(Dec 05 2013 04:32:56),FALSE,TRUE,NA,4,0
"225","APUDEHJUFAFZV","Dec 05 2013","04:17:53",6,0,"Same",1,"Novel68",0,"Novel68",0,1794,"eyescenter2","4","0",1,0,(Dec 05 2013 04:17:53),TRUE,TRUE,TRUE,4,0
"226","APUDEHJUFAFZV","Dec 05 2013","04:17:53",8,1,"Switch",0,"Novel53",0,"Novel53",1,4587,"eyescenter2","4","0",1,0,(Dec 05 2013 04:17:53),TRUE,TRUE,NA,4,0
"227","APUDEHJUFAFZV","Dec 05 2013","04:17:53",10,2,"Same",1,"Novel111",1,"Novel111",1,952,"eyescenter2","4","0",1,0,(Dec 05 2013 04:17:53),TRUE,TRUE,NA,4,0
"228","APUDEHJUFAFZV","Dec 05 2013","04:17:53",12,3,"Switch",1,"Novel30",3,"Novel30",3,1092,"eyescenter2","4","0",1,0,(Dec 05 2013 04:17:53),TRUE,TRUE,NA,4,0
"229","APUDEHJUFAFZV","Dec 05 2013","04:17:53",14,4,"Same",0,"Novel77",0,"Novel89",0,3120,"eyescenter2","4","0",1,0,(Dec 05 2013 04:17:53),FALSE,TRUE,NA,4,0
"230","APUDEHJUFAFZV","Dec 05 2013","04:17:53",16,5,"Switch",1,"Novel65",3,"Novel65",3,1326,"eyescenter2","4","0",1,0,(Dec 05 2013 04:17:53),TRUE,TRUE,NA,4,0
"231","APUDEHJUFAFZV","Dec 05 2013","04:17:53",18,6,"Same",0,"Novel24",1,"Novel24",0,1607,"eyescenter2","4","0",1,0,(Dec 05 2013 04:17:53),TRUE,TRUE,NA,4,0
"232","APUDEHJUFAFZV","Dec 05 2013","04:17:53",20,7,"Switch",0,"Novel56",2,"Novel120",2,1778,"eyescenter2","4","0",1,0,(Dec 05 2013 04:17:53),FALSE,TRUE,NA,4,0
"233","ARQQHT1JIRORV","Dec 05 2013","04:28:46",6,0,"Switch",0,"Novel38",2,"Novel38",3,7129,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:46),TRUE,TRUE,TRUE,4,0
"234","ARQQHT1JIRORV","Dec 05 2013","04:28:46",8,1,"Same",0,"Novel70",1,"Novel70",0,1139,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:46),TRUE,TRUE,NA,4,0
"235","ARQQHT1JIRORV","Dec 05 2013","04:28:46",10,2,"Switch",1,"Novel126",0,"Novel134",1,3463,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:46),FALSE,TRUE,NA,4,0
"236","ARQQHT1JIRORV","Dec 05 2013","04:28:46",12,3,"Same",1,"Novel17",1,"Novel17",1,1311,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:46),TRUE,TRUE,NA,4,0
"237","ARQQHT1JIRORV","Dec 05 2013","04:28:46",14,4,"Switch",0,"Novel128",1,"Novel56",0,2247,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:46),FALSE,TRUE,NA,4,0
"238","ARQQHT1JIRORV","Dec 05 2013","04:28:46",16,5,"Same",0,"Novel80",2,"Novel80",0,1341,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:46),TRUE,TRUE,NA,4,0
"239","ARQQHT1JIRORV","Dec 05 2013","04:28:46",18,6,"Switch",1,"Novel129",2,"Novel129",2,2184,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:46),TRUE,TRUE,NA,4,0
"240","ARQQHT1JIRORV","Dec 05 2013","04:28:46",20,7,"Same",1,"Novel3",0,"Novel3",0,983,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:46),TRUE,TRUE,NA,4,0
