"subid","itemNum","X.1","X","submit.date","submit.time","trial.num","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt.x","numPic","interval","day.and.time","correct","include","first.trial","numPicN","intervalNum","condition","testTrial","dataset","face","faceIdx","exposureTrial","exampleTrial","choseSocial","rt.y"
"A1P99TTCTIXF6Q",0,1257,1761,"Aug 12 2013","03:08:13",13,"Same",0,"Novel4",0,"Novel92",0,2263,2,7,"(Aug 12 2013 03:08:13)",FALSE,TRUE,TRUE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1P99TTCTIXF6Q",1,1258,1762,"Aug 12 2013","03:08:13",14,"Switch",1,"Novel125",1,"Novel125",1,5478,2,7,"(Aug 12 2013 03:08:13)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1P99TTCTIXF6Q",2,1259,1763,"Aug 12 2013","03:08:13",15,"Same",0,"Novel12",1,"Novel140",1,2318,2,7,"(Aug 12 2013 03:08:13)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1P99TTCTIXF6Q",3,1260,1764,"Aug 12 2013","03:08:13",16,"Switch",1,"Novel138",0,"Novel70",1,3964,2,7,"(Aug 12 2013 03:08:13)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1P99TTCTIXF6Q",4,1261,1765,"Aug 12 2013","03:08:13",17,"Same",1,"Novel8",1,"Novel8",1,1308,2,7,"(Aug 12 2013 03:08:13)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1P99TTCTIXF6Q",5,1262,1766,"Aug 12 2013","03:08:13",18,"Switch",0,"Novel61",1,"Novel61",0,1597,2,7,"(Aug 12 2013 03:08:13)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1P99TTCTIXF6Q",6,1263,1767,"Aug 12 2013","03:08:13",19,"Same",1,"Novel122",0,"Novel122",0,1582,2,7,"(Aug 12 2013 03:08:13)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1P99TTCTIXF6Q",7,1264,1768,"Aug 12 2013","03:08:13",20,"Switch",0,"Novel21",1,"Novel21",0,1291,2,7,"(Aug 12 2013 03:08:13)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PBBLU81HEB7D",0,15777,929,"Mar 28 2014","14:16:21",9,"Switch",1,"Novel119",1,"Novel119",1,6553,4,3,"(Mar 28 2014 14:16:21)",TRUE,TRUE,TRUE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1870
"A1PBBLU81HEB7D",1,15778,930,"Mar 28 2014","14:16:21",10,"Same",1,"Novel123",3,"Novel123",3,2643,4,3,"(Mar 28 2014 14:16:21)",TRUE,TRUE,FALSE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1366
"A1PBBLU81HEB7D",2,15779,931,"Mar 28 2014","14:16:21",11,"Switch",0,"Novel54",1,"Novel21",3,5224,4,3,"(Mar 28 2014 14:16:21)",FALSE,TRUE,FALSE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1639
"A1PBBLU81HEB7D",3,15780,932,"Mar 28 2014","14:16:21",12,"Same",0,"Novel37",1,"Novel37",2,716,4,3,"(Mar 28 2014 14:16:21)",TRUE,TRUE,FALSE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1480
"A1PBBLU81HEB7D",4,15785,937,"Mar 28 2014","14:16:21",17,"Switch",0,"Novel89",2,"Novel120",2,7095,4,3,"(Mar 28 2014 14:16:21)",FALSE,TRUE,FALSE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,2031
"A1PBBLU81HEB7D",5,15786,938,"Mar 28 2014","14:16:21",18,"Same",0,"Novel6",1,"Novel76",2,6078,4,3,"(Mar 28 2014 14:16:21)",FALSE,TRUE,FALSE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,2267
"A1PBBLU81HEB7D",6,15787,939,"Mar 28 2014","14:16:21",19,"Switch",1,"Novel67",1,"Novel108",2,4460,4,3,"(Mar 28 2014 14:16:21)",FALSE,TRUE,FALSE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1731
"A1PBBLU81HEB7D",7,15788,940,"Mar 28 2014","14:16:21",20,"Same",1,"Novel66",3,"Novel66",3,1334,4,3,"(Mar 28 2014 14:16:21)",TRUE,TRUE,FALSE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1404
"A1PBW1X7D3OID1",0,8881,1753,"May 02 2014","16:58:31",13,"Switch",1,"Novel18",0,"Novel139",1,3367,2,2,"(May 02 2014 16:58:31)",FALSE,TRUE,TRUE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,6503
"A1PBW1X7D3OID1",1,8882,1754,"May 02 2014","16:58:31",14,"Same",1,"Novel71",0,"Novel71",0,2605,2,2,"(May 02 2014 16:58:31)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4421
"A1PBW1X7D3OID1",2,8883,1755,"May 02 2014","16:58:31",15,"Switch",0,"Novel26",0,"Novel120",0,2245,2,2,"(May 02 2014 16:58:31)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3530
"A1PBW1X7D3OID1",3,8884,1756,"May 02 2014","16:58:31",16,"Same",1,"Novel2",1,"Novel20",0,1508,2,2,"(May 02 2014 16:58:31)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2104
"A1PBW1X7D3OID1",4,8885,1757,"May 02 2014","16:58:31",17,"Switch",0,"Novel4",0,"Novel4",1,2192,2,2,"(May 02 2014 16:58:31)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2620
"A1PBW1X7D3OID1",5,8886,1758,"May 02 2014","16:58:31",18,"Same",0,"Novel130",1,"Novel130",0,2043,2,2,"(May 02 2014 16:58:31)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2055
"A1PBW1X7D3OID1",6,8887,1759,"May 02 2014","16:58:31",19,"Switch",1,"Novel97",1,"Novel117",0,2487,2,2,"(May 02 2014 16:58:31)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1908
"A1PBW1X7D3OID1",7,8888,1760,"May 02 2014","16:58:31",20,"Same",0,"Novel76",0,"Novel42",0,2398,2,2,"(May 02 2014 16:58:31)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2206
"A1PF01FF85HUY4",0,28254,1666,"Apr 11 2014","13:25:05",6,"Same",0,"Novel65",0,"Novel65",3,3038,6,4,"(Apr 11 2014 13:25:05)",TRUE,TRUE,TRUE,6,0,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1702
"A1PF01FF85HUY4",1,28256,1668,"Apr 11 2014","13:25:05",8,"Switch",0,"Novel77",5,"Novel77",0,1931,6,4,"(Apr 11 2014 13:25:05)",TRUE,TRUE,FALSE,6,0,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2061
"A1PF01FF85HUY4",2,28258,1670,"Apr 11 2014","13:25:05",10,"Same",1,"Novel8",4,"Novel8",4,547,6,4,"(Apr 11 2014 13:25:05)",TRUE,TRUE,FALSE,6,0,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1782
"A1PF01FF85HUY4",3,28260,1672,"Apr 11 2014","13:25:05",12,"Switch",1,"Novel12",1,"Novel100",4,1201,6,4,"(Apr 11 2014 13:25:05)",FALSE,TRUE,FALSE,6,0,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1759
"A1PF01FF85HUY4",4,28262,1674,"Apr 11 2014","13:25:05",14,"Same",1,"Novel11",4,"Novel11",4,799,6,4,"(Apr 11 2014 13:25:05)",TRUE,TRUE,FALSE,6,0,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1902
"A1PF01FF85HUY4",5,28264,1676,"Apr 11 2014","13:25:05",16,"Switch",1,"Novel108",5,"Novel50",4,2310,6,4,"(Apr 11 2014 13:25:05)",FALSE,TRUE,FALSE,6,0,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2360
"A1PF01FF85HUY4",6,28266,1678,"Apr 11 2014","13:25:05",18,"Same",0,"Novel118",2,"Novel118",1,571,6,4,"(Apr 11 2014 13:25:05)",TRUE,TRUE,FALSE,6,0,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3132
"A1PF01FF85HUY4",7,28268,1680,"Apr 11 2014","13:25:05",20,"Switch",0,"Novel136",4,"Novel102",4,5487,6,4,"(Apr 11 2014 13:25:05)",FALSE,TRUE,FALSE,6,0,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1749
"A1PFL5FAOIB7RK",0,1265,1769,"Apr 02 2013","16:25:19",6,"Switch",0,"Novel4",5,"Novel4",7,6692,8,0,"(Apr 02 2013 16:25:19)",TRUE,TRUE,TRUE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PFL5FAOIB7RK",1,1266,1770,"Apr 02 2013","16:25:19",8,"Same",1,"Novel116",6,"Novel116",6,1351,8,0,"(Apr 02 2013 16:25:19)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PFL5FAOIB7RK",2,1267,1771,"Apr 02 2013","16:25:19",10,"Switch",1,"Novel69",4,"Novel110",0,4906,8,0,"(Apr 02 2013 16:25:19)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PFL5FAOIB7RK",3,1268,1772,"Apr 02 2013","16:25:19",12,"Same",1,"Novel79",4,"Novel79",4,966,8,0,"(Apr 02 2013 16:25:19)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PFL5FAOIB7RK",4,1269,1773,"Apr 02 2013","16:25:19",14,"Switch",0,"Novel89",6,"Novel89",0,1674,8,0,"(Apr 02 2013 16:25:19)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PFL5FAOIB7RK",5,1270,1774,"Apr 02 2013","16:25:19",16,"Same",0,"Novel111",0,"Novel111",4,1248,8,0,"(Apr 02 2013 16:25:19)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PFL5FAOIB7RK",6,1271,1775,"Apr 02 2013","16:25:19",18,"Switch",1,"Novel38",5,"Novel118",0,2690,8,0,"(Apr 02 2013 16:25:19)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PFL5FAOIB7RK",7,1272,1776,"Apr 02 2013","16:25:19",20,"Same",0,"Novel121",1,"Novel2",1,5615,8,0,"(Apr 02 2013 16:25:19)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PJLZSOUQ4MIL",0,8895,1767,"May 02 2014","14:28:39",7,"Same",0,"Novel86",1,"Novel86",0,1288,2,1,"(May 02 2014 14:28:39)",TRUE,TRUE,TRUE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2725
"A1PJLZSOUQ4MIL",1,8896,1768,"May 02 2014","14:28:39",8,"Switch",1,"Novel63",1,"Novel133",0,2262,2,1,"(May 02 2014 14:28:39)",FALSE,TRUE,FALSE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2328
"A1PJLZSOUQ4MIL",2,8899,1771,"May 02 2014","14:28:39",11,"Same",0,"Novel13",1,"Novel13",0,1138,2,1,"(May 02 2014 14:28:39)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1534
"A1PJLZSOUQ4MIL",3,8900,1772,"May 02 2014","14:28:39",12,"Switch",0,"Novel39",1,"Novel39",0,1341,2,1,"(May 02 2014 14:28:39)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2380
"A1PJLZSOUQ4MIL",4,8903,1775,"May 02 2014","14:28:39",15,"Same",1,"Novel32",1,"Novel32",1,835,2,1,"(May 02 2014 14:28:39)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1918
"A1PJLZSOUQ4MIL",5,8904,1776,"May 02 2014","14:28:39",16,"Switch",1,"Novel14",0,"Novel14",0,1639,2,1,"(May 02 2014 14:28:39)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1344
"A1PJLZSOUQ4MIL",6,8907,1779,"May 02 2014","14:28:39",19,"Same",1,"Novel15",1,"Novel15",1,1301,2,1,"(May 02 2014 14:28:39)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2396
"A1PJLZSOUQ4MIL",7,8908,1780,"May 02 2014","14:28:39",20,"Switch",0,"Novel82",0,"Novel82",1,1402,2,1,"(May 02 2014 14:28:39)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3266
"A1PKAF0C2UJW5M",0,28275,1687,"Apr 10 2014","22:21:33",7,"Switch",1,"Novel71",5,"Novel71",5,4962,6,1,"(Apr 10 2014 22:21:33)",TRUE,TRUE,TRUE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,7544
"A1PKAF0C2UJW5M",1,28276,1688,"Apr 10 2014","22:21:33",8,"Same",0,"Novel8",4,"Novel8",3,3203,6,1,"(Apr 10 2014 22:21:33)",TRUE,TRUE,FALSE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,5823
"A1PKAF0C2UJW5M",2,28279,1691,"Apr 10 2014","22:21:33",11,"Switch",1,"Novel23",4,"Novel41",3,5661,6,1,"(Apr 10 2014 22:21:33)",FALSE,TRUE,FALSE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,5847
"A1PKAF0C2UJW5M",3,28280,1692,"Apr 10 2014","22:21:33",12,"Same",1,"Novel7",1,"Novel7",1,10200,6,1,"(Apr 10 2014 22:21:33)",TRUE,TRUE,FALSE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,5198
"A1PKAF0C2UJW5M",4,28283,1695,"Apr 10 2014","22:21:33",15,"Switch",0,"Novel110",4,"Novel110",0,4326,6,1,"(Apr 10 2014 22:21:33)",TRUE,TRUE,FALSE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,5207
"A1PKAF0C2UJW5M",5,28284,1696,"Apr 10 2014","22:21:33",16,"Same",0,"Novel114",3,"Novel114",4,3621,6,1,"(Apr 10 2014 22:21:33)",TRUE,TRUE,FALSE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3698
"A1PKAF0C2UJW5M",6,28287,1699,"Apr 10 2014","22:21:33",19,"Switch",0,"Novel78",3,"Novel78",5,3496,6,1,"(Apr 10 2014 22:21:33)",TRUE,TRUE,FALSE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4773
"A1PKAF0C2UJW5M",7,28288,1700,"Apr 10 2014","22:21:33",20,"Same",1,"Novel90",0,"Novel131",5,2701,6,1,"(Apr 10 2014 22:21:33)",FALSE,TRUE,FALSE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,8710
"A1PNOBU0FOZSFC",0,1273,1785,"Aug 12 2013","11:01:31",9,"Same",1,"Novel26",3,"Novel26",3,4426,4,3,"(Aug 12 2013 11:01:31)",TRUE,TRUE,TRUE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PNOBU0FOZSFC",1,1274,1786,"Aug 12 2013","11:01:31",10,"Switch",0,"Novel7",0,"Novel7",3,13819,4,3,"(Aug 12 2013 11:01:31)",NA,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PNOBU0FOZSFC",2,1275,1787,"Aug 12 2013","11:01:31",11,"Same",1,"Novel22",3,"Novel22",3,2014,4,3,"(Aug 12 2013 11:01:31)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PNOBU0FOZSFC",3,1276,1788,"Aug 12 2013","11:01:31",12,"Switch",1,"Novel48",2,"Novel73",1,15144,4,3,"(Aug 12 2013 11:01:31)",NA,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PNOBU0FOZSFC",4,1277,1789,"Aug 12 2013","11:01:31",17,"Same",0,"Novel52",3,"Novel98",3,11492,4,3,"(Aug 12 2013 11:01:31)",NA,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PNOBU0FOZSFC",5,1278,1790,"Aug 12 2013","11:01:31",18,"Switch",0,"Novel23",0,"Novel125",2,9560,4,3,"(Aug 12 2013 11:01:31)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PNOBU0FOZSFC",6,1279,1791,"Aug 12 2013","11:01:31",19,"Same",0,"Novel78",0,"Novel78",1,2236,4,3,"(Aug 12 2013 11:01:31)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PNOBU0FOZSFC",7,1280,1792,"Aug 12 2013","11:01:31",20,"Switch",1,"Novel16",1,"Novel16",1,4168,4,3,"(Aug 12 2013 11:01:31)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PS5WJNNNZGVX",0,28301,1713,"Apr 12 2014","12:56:44",13,"Same",0,"Novel73",2,"Novel103",5,7127,6,2,"(Apr 12 2014 12:56:44)",FALSE,TRUE,TRUE,6,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,1111
"A1PS5WJNNNZGVX",1,28302,1714,"Apr 12 2014","12:56:44",14,"Switch",0,"Novel60",1,"Novel70",4,3309,6,2,"(Apr 12 2014 12:56:44)",FALSE,TRUE,FALSE,6,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,828
"A1PS5WJNNNZGVX",2,28303,1715,"Apr 12 2014","12:56:44",15,"Same",0,"Novel118",4,"Novel118",1,2492,6,2,"(Apr 12 2014 12:56:44)",TRUE,TRUE,FALSE,6,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,826
"A1PS5WJNNNZGVX",3,28304,1716,"Apr 12 2014","12:56:44",16,"Switch",1,"Novel86",1,"Novel86",1,8487,6,2,"(Apr 12 2014 12:56:44)",TRUE,TRUE,FALSE,6,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,829
"A1PS5WJNNNZGVX",4,28305,1717,"Apr 12 2014","12:56:44",17,"Same",1,"Novel119",0,"Novel99",4,3030,6,2,"(Apr 12 2014 12:56:44)",FALSE,TRUE,FALSE,6,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,931
"A1PS5WJNNNZGVX",5,28306,1718,"Apr 12 2014","12:56:44",18,"Switch",1,"Novel112",1,"Novel41",2,2766,6,2,"(Apr 12 2014 12:56:44)",FALSE,TRUE,FALSE,6,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,769
"A1PS5WJNNNZGVX",6,28307,1719,"Apr 12 2014","12:56:44",19,"Same",1,"Novel133",5,"Novel133",5,1330,6,2,"(Apr 12 2014 12:56:44)",TRUE,TRUE,FALSE,6,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,1210
"A1PS5WJNNNZGVX",7,28308,1720,"Apr 12 2014","12:56:44",20,"Switch",0,"Novel51",3,"Novel137",4,2357,6,2,"(Apr 12 2014 12:56:44)",FALSE,TRUE,FALSE,6,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,667
"A1PV4FQFTV90W8",0,23637,869,"Apr 22 2014","06:42:40",9,"Switch",1,"Novel62",3,"Novel31",2,2920,4,3,"(Apr 22 2014 06:42:40)",FALSE,TRUE,TRUE,4,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,5756
"A1PVMVJB2C10BX",0,35555,1347,"May 12 2014","13:59:07",7,"Same",1,"Novel110",5,"Novel110",5,4906,8,1,"(May 12 2014 13:59:07)",TRUE,TRUE,TRUE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,4243
"A1PVMVJB2C10BX",6,35567,1359,"May 12 2014","13:59:07",19,"Same",0,"Novel23",4,"Novel23",7,3999,8,1,"(May 12 2014 13:59:07)",TRUE,TRUE,FALSE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,5599
"A1PXH20WH4MFCS",0,1281,1793,"Aug 11 2013","17:59:12",13,"Same",0,"Novel55",3,"Novel16",5,3839,8,7,"(Aug 11 2013 17:59:12)",FALSE,TRUE,TRUE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PXH20WH4MFCS",1,1282,1794,"Aug 11 2013","17:59:12",14,"Switch",1,"Novel18",7,"Novel8",6,9862,8,7,"(Aug 11 2013 17:59:12)",FALSE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PXH20WH4MFCS",2,1283,1795,"Aug 11 2013","17:59:12",15,"Same",0,"Novel28",5,"Novel28",3,2585,8,7,"(Aug 11 2013 17:59:12)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PXH20WH4MFCS",3,1284,1796,"Aug 11 2013","17:59:12",16,"Switch",1,"Novel90",7,"Novel67",2,5602,8,7,"(Aug 11 2013 17:59:12)",FALSE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PXH20WH4MFCS",4,1285,1797,"Aug 11 2013","17:59:12",17,"Same",1,"Novel88",6,"Novel88",6,2069,8,7,"(Aug 11 2013 17:59:12)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PXH20WH4MFCS",5,1286,1798,"Aug 11 2013","17:59:12",18,"Switch",0,"Novel86",3,"Novel54",7,2442,8,7,"(Aug 11 2013 17:59:12)",FALSE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PXH20WH4MFCS",6,1287,1799,"Aug 11 2013","17:59:12",19,"Same",1,"Novel4",7,"Novel40",6,2826,8,7,"(Aug 11 2013 17:59:12)",FALSE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PXH20WH4MFCS",7,1288,1800,"Aug 11 2013","17:59:12",20,"Switch",0,"Novel2",3,"Novel2",6,3107,8,7,"(Aug 11 2013 17:59:12)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PY0FLVDLYLYN",2,20218,670,"Apr 07 2014","03:44:00",10,"Switch",1,"Novel130",1,"Novel81",2,4143,4,4,"(Apr 07 2014 03:44:00)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2401
"A1PY0FLVDLYLYN",3,20220,672,"Apr 07 2014","03:44:00",12,"Same",0,"Novel78",3,"Novel78",1,742,4,4,"(Apr 07 2014 03:44:00)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1152
"A1PY0FLVDLYLYN",4,20222,674,"Apr 07 2014","03:44:00",14,"Switch",0,"Novel114",2,"Novel93",2,3684,4,4,"(Apr 07 2014 03:44:00)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,705
"A1PY0FLVDLYLYN",5,20224,676,"Apr 07 2014","03:44:00",16,"Same",1,"Novel36",0,"Novel36",0,595,4,4,"(Apr 07 2014 03:44:00)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1346
"A1PY0FLVDLYLYN",6,20226,678,"Apr 07 2014","03:44:00",18,"Switch",0,"Novel77",1,"Novel77",3,2608,4,4,"(Apr 07 2014 03:44:00)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,743
"A1PY0FLVDLYLYN",7,20228,680,"Apr 07 2014","03:44:00",20,"Same",0,"Novel26",2,"Novel26",1,830,4,4,"(Apr 07 2014 03:44:00)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1460
"A1PYFW6TGS3WES",0,1289,1801,"Aug 11 2013","12:56:54",7,"Switch",1,"Novel17",3,"Novel16",0,3340,4,1,"(Aug 11 2013 12:56:54)",FALSE,TRUE,TRUE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PYFW6TGS3WES",1,1290,1802,"Aug 11 2013","12:56:54",8,"Same",0,"Novel69",0,"Novel69",2,2014,4,1,"(Aug 11 2013 12:56:54)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PYFW6TGS3WES",2,1291,1803,"Aug 11 2013","12:56:54",11,"Switch",0,"Novel110",2,"Novel136",3,2838,4,1,"(Aug 11 2013 12:56:54)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PYFW6TGS3WES",3,1292,1804,"Aug 11 2013","12:56:54",12,"Same",1,"Novel138",2,"Novel138",2,2848,4,1,"(Aug 11 2013 12:56:54)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PYFW6TGS3WES",4,1293,1805,"Aug 11 2013","12:56:54",15,"Switch",0,"Novel112",1,"Novel28",2,3194,4,1,"(Aug 11 2013 12:56:54)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PYFW6TGS3WES",5,1294,1806,"Aug 11 2013","12:56:54",16,"Same",0,"Novel13",0,"Novel13",3,2906,4,1,"(Aug 11 2013 12:56:54)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PYFW6TGS3WES",6,1295,1807,"Aug 11 2013","12:56:54",19,"Switch",1,"Novel107",0,"Novel107",0,2324,4,1,"(Aug 11 2013 12:56:54)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1PYFW6TGS3WES",7,1296,1808,"Aug 11 2013","12:56:54",20,"Same",1,"Novel9",0,"Novel9",0,1821,4,1,"(Aug 11 2013 12:56:54)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A1Q2Y8OZT0TJ2S",0,28315,1727,"Apr 11 2014","09:53:08",7,"Same",1,"Novel64",3,"Novel64",3,1992,6,1,"(Apr 11 2014 09:53:08)",NA,TRUE,TRUE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,11363
"A1Q2Y8OZT0TJ2S",1,28316,1728,"Apr 11 2014","09:53:08",8,"Switch",0,"Novel101",0,"Novel101",4,1737,6,1,"(Apr 11 2014 09:53:08)",TRUE,TRUE,FALSE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,5153
"A1Q2Y8OZT0TJ2S",2,28319,1731,"Apr 11 2014","09:53:08",11,"Same",1,"Novel87",5,"Novel87",5,1302,6,1,"(Apr 11 2014 09:53:08)",TRUE,TRUE,FALSE,6,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2826
